Mirna Name,Transcript Id,Gene Id,Gene name,miTG score
hsa-miR-150-5p,ENST00000253686,ENSG00000131368,MRPS25,0.706861495
hsa-miR-150-5p,ENST00000308811,ENSG00000172748,ZNF596,0.706831745
hsa-miR-150-5p,ENST00000392845,ENSG00000169359,SLC33A1,0.706791499
hsa-miR-150-5p,ENST00000317775,ENSG00000089250,NOS1,0.706683602
hsa-miR-150-5p,ENST00000361926,ENSG00000198844,ARHGEF15,0.706576815
hsa-miR-150-5p,ENST00000251343,ENSG00000100441,KHNYN,0.706526693
hsa-miR-150-5p,ENST00000383463,ENSG00000183624,HMCES,0.706487907
hsa-miR-150-5p,ENST00000461391,ENSG00000169752,NRG4,0.706462347
hsa-miR-150-5p,ENST00000525899,ENSG00000164411,GJB7,0.706405574
hsa-miR-150-5p,ENST00000296824,ENSG00000164366,CCDC127,0.706112921
hsa-miR-150-5p,ENST00000314100,ENSG00000183826,BTBD9,0.70609624
hsa-miR-150-5p,ENST00000402866,ENSG00000102385,DRP2,0.706048844
hsa-miR-150-5p,ENST00000522208,ENSG00000113269,RNF130,0.705996087
hsa-miR-150-5p,ENST00000298047,ENSG00000165323,FAT3,0.705771569
hsa-miR-150-5p,ENST00000589863,ENSG00000160633,SAFB,0.705651105
hsa-miR-150-5p,ENST00000422875,ENSG00000160218,TRAPPC10,0.705552982
hsa-miR-150-5p,ENST00000330368,ENSG00000184378,ACTRT3,0.705221631
hsa-miR-150-5p,ENST00000508624,ENSG00000134982,APC,0.705104313
hsa-miR-150-5p,ENST00000376504,ENSG00000168267,PTF1A,0.704740656
hsa-miR-150-5p,ENST00000311772,ENSG00000117751,PPP1R8,0.704640554
hsa-miR-150-5p,ENST00000395454,ENSG00000139218,SCAF11,0.704619471
hsa-miR-150-5p,ENST00000230859,ENSG00000112941,PAPD7,0.704580099
hsa-miR-150-5p,ENST00000357814,ENSG00000109065,NAT9,0.704051758
hsa-miR-150-5p,ENST00000329021,ENSG00000235568,NFAM1,0.703990107
hsa-miR-150-5p,ENST00000290585,ENSG00000159409,CELF3,0.703964448
hsa-miR-150-5p,ENST00000425583,ENSG00000109180,OCIAD1,0.703933728
hsa-miR-150-5p,ENST00000424702,ENSG00000128534,NAA38,0.703904737
hsa-miR-150-5p,ENST00000296121,ENSG00000163807,KIAA1143,0.703871382
hsa-miR-150-5p,ENST00000603798,ENSG00000170545,SMAGP,0.703703819
hsa-miR-150-5p,ENST00000322247,ENSG00000177150,FAM210A,0.703545279
hsa-miR-150-5p,ENST00000249075,ENSG00000128342,LIF,0.703544049
hsa-miR-150-5p,ENST00000466048,ENSG00000166348,USP54,0.703222975
hsa-miR-150-5p,ENST00000283426,ENSG00000153404,PLEKHG4B,0.70292041
hsa-miR-150-5p,ENST00000463407,ENSG00000139496,NUPL1,0.702874486
hsa-miR-150-5p,ENST00000565507,ENSG00000140386,SCAPER,0.702648858
hsa-miR-150-5p,ENST00000399438,ENSG00000113597,TRAPPC13,0.702498164
hsa-miR-150-5p,ENST00000258534,ENSG00000136048,DRAM1,0.702393729
hsa-miR-150-5p,ENST00000375765,ENSG00000165023,DIRAS2,0.702195537
hsa-miR-150-5p,ENST00000505818,ENSG00000171421,MRPL36,0.702194986
hsa-miR-150-5p,ENST00000260810,ENSG00000163781,TOPBP1,0.701660118
hsa-miR-150-5p,ENST00000448464,ENSG00000164938,TP53INP1,0.70165781
hsa-miR-150-5p,ENST00000306390,ENSG00000171236,LRG1,0.701504723
hsa-miR-150-5p,ENST00000263672,ENSG00000118363,SPCS2,0.701485698
hsa-miR-150-5p,ENST00000373715,ENSG00000112081,SRSF3,0.701275438
hsa-miR-150-5p,ENST00000400335,ENSG00000183762,KREMEN1,0.701094697
hsa-miR-150-5p,ENST00000311506,ENSG00000087995,METTL2A,0.701084668
hsa-miR-150-5p,ENST00000533031,ENSG00000181135,ZNF707,0.700664785
hsa-miR-150-5p,ENST00000372851,ENSG00000101098,RIMS4,0.700647637
hsa-miR-150-5p,ENST00000376259,ENSG00000028137,TNFRSF1B,0.700613512
hsa-miR-150-5p,ENST00000343574,ENSG00000185811,IKZF1,0.700124297
hsa-miR-16-5p,ENST00000541112,ENSG00000137449,CPEB2,0.999999435
hsa-miR-16-5p,ENST00000262643,ENSG00000105173,CCNE1,0.999998927
hsa-miR-16-5p,ENST00000441556,ENSG00000077063,CTTNBP2,0.999998752
hsa-miR-16-5p,ENST00000316981,ENSG00000181690,PLAG1,0.999997733
hsa-miR-16-5p,ENST00000264498,ENSG00000138685,FGF2,0.999996888
hsa-miR-16-5p,ENST00000604604,ENSG00000133131,MORC4,0.999993457
hsa-miR-16-5p,ENST00000281708,ENSG00000109670,FBXW7,0.999959393
hsa-miR-16-5p,ENST00000372064,ENSG00000112715,VEGFA,0.999944558
hsa-miR-16-5p,ENST00000251020,ENSG00000103449,SALL1,0.999934442
hsa-miR-16-5p,ENST00000319119,ENSG00000177125,ZBTB34,0.999933133
hsa-miR-16-5p,ENST00000368346,ENSG00000116539,ASH1L,0.999918133
hsa-miR-16-5p,ENST00000315204,ENSG00000130413,STK33,0.999905152
hsa-miR-16-5p,ENST00000299613,ENSG00000166483,WEE1,0.999889339
hsa-miR-16-5p,ENST00000356698,ENSG00000146374,RSPO3,0.999857072
hsa-miR-16-5p,ENST00000400183,ENSG00000155313,USP25,0.999836734
hsa-miR-16-5p,ENST00000247271,ENSG00000126861,OMG,0.999836305
hsa-miR-16-5p,ENST00000328252,ENSG00000182752,PAPPA,0.999815171
hsa-miR-16-5p,ENST00000366539,ENSG00000117020,AKT3,0.999793863
hsa-miR-16-5p,ENST00000228437,ENSG00000110851,PRDM4,0.999773039
hsa-miR-16-5p,ENST00000361368,ENSG00000198742,SMURF1,0.999755864
hsa-miR-16-5p,ENST00000375442,ENSG00000184205,TSPYL2,0.999746753
hsa-miR-16-5p,ENST00000359766,ENSG00000198586,TLK1,0.999664281
hsa-miR-16-5p,ENST00000235307,ENSG00000116667,C1orf21,0.999649843
hsa-miR-16-5p,ENST00000323039,ENSG00000105204,DYRK1B,0.999490925
hsa-miR-16-5p,ENST00000286307,ENSG00000155858,LSM11,0.999483279
hsa-miR-16-5p,ENST00000295731,ENSG00000163501,IHH,0.999479056
hsa-miR-16-5p,ENST00000504154,ENSG00000145147,SLIT2,0.999473303
hsa-miR-16-5p,ENST00000519204,ENSG00000145934,TENM2,0.999449473
hsa-miR-16-5p,ENST00000260283,ENSG00000137727,ARHGAP20,0.999408935
hsa-miR-16-5p,ENST00000367667,ENSG00000143207,RFWD2,0.999381213
hsa-miR-16-5p,ENST00000243298,ENSG00000123570,RAB9B,0.999370051
hsa-miR-16-5p,ENST00000263390,ENSG00000105085,MED26,0.999358108
hsa-miR-16-5p,ENST00000368099,ENSG00000213085,CCDC19,0.999292203
hsa-miR-16-5p,ENST00000525514,ENSG00000118513,MYB,0.999240002
hsa-miR-16-5p,ENST00000342228,ENSG00000168575,SLC20A2,0.999130376
hsa-miR-16-5p,ENST00000408038,ENSG00000166167,BTRC,0.999021234
hsa-miR-16-5p,ENST00000288828,ENSG00000157954,WIPI2,0.99901518
hsa-miR-16-5p,ENST00000393487,ENSG00000071073,MGAT4A,0.998985427
hsa-miR-16-5p,ENST00000369151,ENSG00000151893,CACUL1,0.998951251
hsa-miR-16-5p,ENST00000381854,ENSG00000106993,CDC37L1,0.998919009
hsa-miR-16-5p,ENST00000334121,ENSG00000153914,SREK1,0.998833997
hsa-miR-16-5p,ENST00000271411,ENSG00000143190,POU2F1,0.998830553
hsa-miR-16-5p,ENST00000262052,ENSG00000110911,SLC11A2,0.998828156
hsa-miR-16-5p,ENST00000284523,ENSG00000154342,WNT3A,0.998789791
hsa-miR-16-5p,ENST00000392995,ENSG00000170836,PPM1D,0.998646001
hsa-miR-16-5p,ENST00000534070,ENSG00000149554,CHEK1,0.998597921
hsa-miR-16-5p,ENST00000406396,ENSG00000119537,KDSR,0.998522724
hsa-miR-16-5p,ENST00000399967,ENSG00000215298,FP15737,0.998510836
hsa-miR-16-5p,ENST00000262244,ENSG00000120162,MOB3B,0.99847654
hsa-miR-16-5p,ENST00000262158,ENSG00000101665,SMAD7,0.998452554
hsa-miR-16-5p,ENST00000344157,ENSG00000083896,YTHDC1,0.998332889
hsa-miR-16-5p,ENST00000264868,ENSG00000091490,SEL1L3,0.998302055
hsa-miR-16-5p,ENST00000520013,ENSG00000113643,RARS,0.998105496
hsa-miR-16-5p,ENST00000399218,ENSG00000141441,GAREM,0.998102922
hsa-miR-16-5p,ENST00000263256,ENSG00000100418,DESI1,0.998102537
hsa-miR-16-5p,ENST00000264157,ENSG00000082258,CCNT2,0.997982793
hsa-miR-16-5p,ENST00000379619,ENSG00000075426,FOSL2,0.997936525
hsa-miR-16-5p,ENST00000359314,ENSG00000198087,CD2AP,0.997708182
hsa-miR-16-5p,ENST00000421422,ENSG00000174306,ZHX3,0.997648001
hsa-miR-16-5p,ENST00000419610,ENSG00000004534,RBM6,0.997628614
hsa-miR-16-5p,ENST00000343090,ENSG00000130939,UBE4B,0.997408924
hsa-miR-16-5p,ENST00000308497,ENSG00000173320,STOX2,0.997389607
hsa-miR-16-5p,ENST00000333027,ENSG00000100330,MTMR3,0.997170492
hsa-miR-16-5p,ENST00000261211,ENSG00000059758,CDK17,0.997013161
hsa-miR-16-5p,ENST00000368073,ENSG00000132716,DCAF8,0.996932831
hsa-miR-16-5p,ENST00000282091,ENSG00000152266,PTH,0.996922684
hsa-miR-16-5p,ENST00000374552,ENSG00000158813,EDA,0.996821552
hsa-miR-16-5p,ENST00000355997,ENSG00000137872,SEMA6D,0.996733581
hsa-miR-16-5p,ENST00000334464,ENSG00000165650,PDZD8,0.996671961
hsa-miR-16-5p,ENST00000379719,ENSG00000205339,IPO7,0.99646502
hsa-miR-16-5p,ENST00000075120,ENSG00000059804,SLC2A3,0.996417774
hsa-miR-16-5p,ENST00000400393,ENSG00000186047,DLEU7,0.99638846
hsa-miR-16-5p,ENST00000381894,ENSG00000125895,TMEM74B,0.996263238
hsa-miR-16-5p,ENST00000397413,ENSG00000168280,KIF5C,0.996143283
hsa-miR-16-5p,ENST00000382869,ENSG00000121741,ZMYM2,0.99610243
hsa-miR-16-5p,ENST00000345429,ENSG00000139793,MBNL2,0.995966885
hsa-miR-16-5p,ENST00000377966,ENSG00000122707,RECK,0.995878348
hsa-miR-16-5p,ENST00000369303,ENSG00000135333,EPHA7,0.995789772
hsa-miR-16-5p,ENST00000346618,ENSG00000112242,E2F3,0.995761804
hsa-miR-16-5p,ENST00000263708,ENSG00000088179,PTPN4,0.995687393
hsa-miR-16-5p,ENST00000375887,ENSG00000102524,TNFSF13B,0.995589289
hsa-miR-16-5p,ENST00000382554,ENSG00000205978,NYNRIN,0.995518815
hsa-miR-16-5p,ENST00000295030,ENSG00000162928,PEX13,0.995293157
hsa-miR-16-5p,ENST00000380184,ENSG00000175518,UBQLNL,0.994887816
hsa-miR-16-5p,ENST00000313401,ENSG00000176749,CDK5R1,0.994854804
hsa-miR-16-5p,ENST00000336079,ENSG00000067048,DDX3Y,0.994848916
hsa-miR-16-5p,ENST00000317775,ENSG00000089250,NOS1,0.994752457
hsa-miR-16-5p,ENST00000285018,ENSG00000154764,WNT7A,0.994632576
hsa-miR-16-5p,ENST00000412050,ENSG00000107864,CPEB3,0.994501728
hsa-miR-16-5p,ENST00000338920,ENSG00000117523,PRRC2C,0.994439102
hsa-miR-16-5p,ENST00000430321,ENSG00000144357,UBR3,0.994312376
hsa-miR-16-5p,ENST00000366630,ENSG00000116991,SIPA1L2,0.994235016
hsa-miR-16-5p,ENST00000335727,ENSG00000100354,TNRC6B,0.994215506
hsa-miR-16-5p,ENST00000606738,ENSG00000269113,TRABD2B,0.994147442
hsa-miR-16-5p,ENST00000539839,ENSG00000111432,FZD10,0.993612943
hsa-miR-16-5p,ENST00000262384,ENSG00000102921,N4BP1,0.993562085
hsa-miR-16-5p,ENST00000340595,ENSG00000080493,SLC4A4,0.993325275
hsa-miR-16-5p,ENST00000552695,ENSG00000198855,FICD,0.993070805
hsa-miR-16-5p,ENST00000414202,ENSG00000107036,KIAA1432,0.992676661
hsa-miR-16-5p,ENST00000241416,ENSG00000121989,ACVR2A,0.992614366
hsa-miR-16-5p,ENST00000399959,ENSG00000215301,DDX3X,0.992607184
hsa-miR-16-5p,ENST00000397942,ENSG00000170677,SOCS6,0.992511524
hsa-miR-16-5p,ENST00000332118,ENSG00000182934,SRPR,0.992287888
hsa-miR-16-5p,ENST00000332780,ENSG00000185909,KLHDC8B,0.992252823
hsa-miR-16-5p,ENST00000300101,ENSG00000166860,ZBTB39,0.992237099
hsa-miR-16-5p,ENST00000246747,ENSG00000213465,ARL2,0.992077832
hsa-miR-16-5p,ENST00000285419,ENSG00000155099,TMEM55A,0.992073558
hsa-miR-16-5p,ENST00000379938,ENSG00000124782,RREB1,0.992043881
hsa-miR-16-5p,ENST00000509505,ENSG00000038295,TLL1,0.991957399
hsa-miR-16-5p,ENST00000593901,ENSG00000213023,SYT3,0.991906724
hsa-miR-16-5p,ENST00000466590,ENSG00000070748,CHAT,0.991817072
hsa-miR-16-5p,ENST00000412145,ENSG00000070159,PTPN3,0.991724325
hsa-miR-16-5p,ENST00000473989,ENSG00000157741,UBN2,0.99169502
hsa-miR-16-5p,ENST00000264903,ENSG00000138767,CNOT6L,0.991504897
hsa-miR-16-5p,ENST00000348502,ENSG00000068366,ACSL4,0.990239641
hsa-miR-16-5p,ENST00000342571,ENSG00000079277,MKNK1,0.989743189
hsa-miR-16-5p,ENST00000421369,ENSG00000170537,TMC7,0.989578539
hsa-miR-16-5p,ENST00000427718,ENSG00000135108,FBXO21,0.989557749
hsa-miR-16-5p,ENST00000405384,ENSG00000119787,ATL2,0.989515511
hsa-miR-16-5p,ENST00000368039,ENSG00000122224,LY9,0.989507222
hsa-miR-16-5p,ENST00000300469,ENSG00000125971,DYNLRB1,0.989241469
hsa-miR-16-5p,ENST00000313578,ENSG00000178301,AQP11,0.989202752
hsa-miR-16-5p,ENST00000446533,ENSG00000128965,CHAC1,0.989037182
hsa-miR-16-5p,ENST00000340749,ENSG00000173262,SLC2A14,0.988890242
hsa-miR-16-5p,ENST00000378536,ENSG00000157933,SKI,0.988579628
hsa-miR-16-5p,ENST00000269397,ENSG00000141582,CBX4,0.988356628
hsa-miR-16-5p,ENST00000419735,ENSG00000146776,ATXN7L1,0.988330427
hsa-miR-16-5p,ENST00000407467,ENSG00000169884,WNT10B,0.988272597
hsa-miR-16-5p,ENST00000455537,ENSG00000155980,KIF5A,0.988132262
hsa-miR-16-5p,ENST00000265990,ENSG00000095564,BTAF1,0.988121144
hsa-miR-16-5p,ENST00000394605,ENSG00000157224,CLDN12,0.987925727
hsa-miR-16-5p,ENST00000295720,ENSG00000163491,NEK10,0.987861962
hsa-miR-16-5p,ENST00000288228,ENSG00000157470,FAM81A,0.987808043
hsa-miR-16-5p,ENST00000539719,ENSG00000160094,ZNF362,0.987806497
hsa-miR-16-5p,ENST00000255448,ENSG00000133083,DCLK1,0.987767817
hsa-miR-16-5p,ENST00000381196,ENSG00000153707,PTPRD,0.987659579
hsa-miR-16-5p,ENST00000336219,ENSG00000170779,CDCA4,0.987598849
hsa-miR-16-5p,ENST00000434009,ENSG00000009413,REV3L,0.986846108
hsa-miR-16-5p,ENST00000315253,ENSG00000150764,DIXDC1,0.98669176
hsa-miR-16-5p,ENST00000258704,ENSG00000136206,SPDYE1,0.98649248
hsa-miR-16-5p,ENST00000521381,ENSG00000145675,PIK3R1,0.98633168
hsa-miR-16-5p,ENST00000358691,ENSG00000198265,HELZ,0.986293262
hsa-miR-16-5p,ENST00000233892,ENSG00000115540,MOB4,0.985978359
hsa-miR-16-5p,ENST00000400483,ENSG00000141449,GREB1L,0.985783454
hsa-miR-16-5p,ENST00000465115,ENSG00000104313,EYA1,0.985646842
hsa-miR-16-5p,ENST00000411922,ENSG00000214160,ALG3,0.985367986
hsa-miR-16-5p,ENST00000382004,ENSG00000080298,RFX3,0.985245574
hsa-miR-16-5p,ENST00000261254,ENSG00000118971,CCND2,0.985075884
hsa-miR-16-5p,ENST00000376773,ENSG00000204619,PPP1R11,0.98428779
hsa-miR-16-5p,ENST00000327669,ENSG00000184731,FAM110C,0.984217548
hsa-miR-16-5p,ENST00000457308,ENSG00000163214,DHX57,0.984205178
hsa-miR-16-5p,ENST00000519973,ENSG00000147454,SLC25A37,0.984047093
hsa-miR-16-5p,ENST00000352511,ENSG00000114739,ACVR2B,0.983506267
hsa-miR-16-5p,ENST00000339249,ENSG00000173275,ZNF449,0.983189029
hsa-miR-16-5p,ENST00000343242,ENSG00000198517,MAFK,0.983143258
hsa-miR-16-5p,ENST00000381679,ENSG00000159140,SON,0.982868887
hsa-miR-16-5p,ENST00000594212,ENSG00000130479,MAP1S,0.98276026
hsa-miR-16-5p,ENST00000398117,ENSG00000171791,BCL2,0.982582508
hsa-miR-16-5p,ENST00000261441,ENSG00000081019,RSBN1,0.98240372
hsa-miR-16-5p,ENST00000416496,ENSG00000165891,E2F7,0.982400417
hsa-miR-16-5p,ENST00000574755,ENSG00000184056,VPS33B,0.982371301
hsa-miR-16-5p,ENST00000525929,ENSG00000204963,PCDHA7,0.982195731
hsa-miR-16-5p,ENST00000522677,ENSG00000185697,MYBL1,0.98206026
hsa-miR-16-5p,ENST00000531613,ENSG00000204962,PCDHA8,0.982024608
hsa-miR-16-5p,ENST00000253807,ENSG00000248383,PCDHAC1,0.982022118
hsa-miR-16-5p,ENST00000548411,ENSG00000151746,BICD1,0.982008692
hsa-miR-16-5p,ENST00000529310,ENSG00000081842,PCDHA6,0.981862129
hsa-miR-16-5p,ENST00000348849,ENSG00000153250,RBMS1,0.981856565
hsa-miR-16-5p,ENST00000504120,ENSG00000204970,PCDHA1,0.981838305
hsa-miR-16-5p,ENST00000398631,ENSG00000251664,PCDHA12,0.981814399
hsa-miR-16-5p,ENST00000526136,ENSG00000204969,PCDHA2,0.98173313
hsa-miR-16-5p,ENST00000530339,ENSG00000204967,PCDHA4,0.9817187
hsa-miR-16-5p,ENST00000289272,ENSG00000239389,PCDHA13,0.981620588
hsa-miR-16-5p,ENST00000529859,ENSG00000204965,PCDHA5,0.981601041
hsa-miR-16-5p,ENST00000274625,ENSG00000156427,FGF18,0.981583777
hsa-miR-16-5p,ENST00000308683,ENSG00000173545,ZNF622,0.981573556
hsa-miR-16-5p,ENST00000341776,ENSG00000008083,JARID2,0.981227738
hsa-miR-16-5p,ENST00000258198,ENSG00000135720,DYNC1LI2,0.981226954
hsa-miR-16-5p,ENST00000370756,ENSG00000122420,PTGFR,0.98121458
hsa-miR-16-5p,ENST00000307360,ENSG00000250120,PCDHA10,0.981167699
hsa-miR-16-5p,ENST00000373204,ENSG00000092847,AGO1,0.981085686
hsa-miR-16-5p,ENST00000289269,ENSG00000243232,PCDHAC2,0.981006516
hsa-miR-16-5p,ENST00000546757,ENSG00000087470,DNM1L,0.980791508
hsa-miR-16-5p,ENST00000367380,ENSG00000120265,PCMT1,0.980780485
hsa-miR-16-5p,ENST00000522353,ENSG00000255408,PCDHA3,0.980695266
hsa-miR-16-5p,ENST00000230882,ENSG00000112964,GHR,0.980653952
hsa-miR-16-5p,ENST00000519721,ENSG00000176853,FAM91A1,0.980412372
hsa-miR-16-5p,ENST00000261593,ENSG00000134758,RNF138,0.979905367
hsa-miR-16-5p,ENST00000292211,ENSG00000160714,UBE2Q1,0.979733151
hsa-miR-16-5p,ENST00000547095,ENSG00000061987,MON2,0.979715868
hsa-miR-16-5p,ENST00000402092,ENSG00000168385,Sep-02,0.979490575
hsa-miR-16-5p,ENST00000290167,ENSG00000162552,WNT4,0.979404061
hsa-miR-16-5p,ENST00000252512,ENSG00000130227,XPO7,0.979343121
hsa-miR-16-5p,ENST00000373044,ENSG00000196449,YRDC,0.97836362
hsa-miR-16-5p,ENST00000338056,ENSG00000105784,RUNDC3B,0.977730783
hsa-miR-16-5p,ENST00000361183,ENSG00000198898,CAPZA2,0.977687143
hsa-miR-16-5p,ENST00000591295,ENSG00000087152,ATXN7L3,0.977684258
hsa-miR-16-5p,ENST00000249842,ENSG00000129009,ISLR,0.977509951
hsa-miR-16-5p,ENST00000538530,ENSG00000120438,TCP1,0.977312236
hsa-miR-16-5p,ENST00000398640,ENSG00000249158,PCDHA11,0.976913292
hsa-miR-16-5p,ENST00000375169,ENSG00000196632,WNK3,0.97654201
hsa-miR-16-5p,ENST00000540014,ENSG00000164463,CREBRF,0.97577889
hsa-miR-16-5p,ENST00000394607,ENSG00000170522,ELOVL6,0.975271448
hsa-miR-16-5p,ENST00000439458,ENSG00000144406,UNC80,0.974984672
hsa-miR-16-5p,ENST00000319550,ENSG00000178425,NT5DC1,0.974971209
hsa-miR-16-5p,ENST00000596396,ENSG00000268172,AL590452.1,0.974620636
hsa-miR-16-5p,ENST00000432054,ENSG00000172765,TMCC1,0.974157103
hsa-miR-16-5p,ENST00000264775,ENSG00000067113,PPAP2A,0.973911166
hsa-miR-16-5p,ENST00000324000,ENSG00000177511,ST8SIA3,0.972679395
hsa-miR-16-5p,ENST00000367242,ENSG00000163444,TMEM183A,0.972526908
hsa-miR-16-5p,ENST00000383276,ENSG00000141446,ESCO1,0.972168928
hsa-miR-16-5p,ENST00000370763,ENSG00000162616,DNAJB4,0.972122464
hsa-miR-16-5p,ENST00000379119,ENSG00000075790,BCAP29,0.971969621
hsa-miR-16-5p,ENST00000544246,ENSG00000184226,PCDH9,0.971869843
hsa-miR-16-5p,ENST00000558780,ENSG00000196497,IPO4,0.971383351
hsa-miR-16-5p,ENST00000353364,ENSG00000135655,USP15,0.971356305
hsa-miR-16-5p,ENST00000423275,ENSG00000132155,RAF1,0.97107602
hsa-miR-16-5p,ENST00000323037,ENSG00000180233,ZNRF2,0.970026504
hsa-miR-16-5p,ENST00000307102,ENSG00000169032,MAP2K1,0.969440744
hsa-miR-16-5p,ENST00000430297,ENSG00000144567,FAM134A,0.968268089
hsa-miR-16-5p,ENST00000377560,ENSG00000173064,HECTD4,0.968240532
hsa-miR-16-5p,ENST00000373874,ENSG00000118707,TGIF2,0.96807535
hsa-miR-16-5p,ENST00000331327,ENSG00000185129,PURA,0.968016032
hsa-miR-16-5p,ENST00000322897,ENSG00000134265,NAPG,0.967436627
hsa-miR-16-5p,ENST00000253408,ENSG00000131095,GFAP,0.967393853
hsa-miR-16-5p,ENST00000373542,ENSG00000067177,PHKA1,0.9669938
hsa-miR-16-5p,ENST00000399161,ENSG00000186487,MYT1L,0.966510822
hsa-miR-16-5p,ENST00000437808,ENSG00000241878,PISD,0.965725455
hsa-miR-16-5p,ENST00000475762,ENSG00000108384,RAD51C,0.965624854
hsa-miR-16-5p,ENST00000395673,ENSG00000151348,EXT2,0.965584814
hsa-miR-16-5p,ENST00000374566,ENSG00000095203,EPB41L4B,0.964940637
hsa-miR-16-5p,ENST00000574453,ENSG00000141503,MINK1,0.964881894
hsa-miR-16-5p,ENST00000359676,ENSG00000197183,C20orf112,0.964748259
hsa-miR-16-5p,ENST00000267843,ENSG00000140285,FGF7,0.964516353
hsa-miR-16-5p,ENST00000444864,ENSG00000154743,TSEN2,0.964163575
hsa-miR-16-5p,ENST00000354534,ENSG00000196876,SCN8A,0.963956619
hsa-miR-16-5p,ENST00000527958,ENSG00000168092,PAFAH1B2,0.96366756
hsa-miR-16-5p,ENST00000429705,ENSG00000163788,SNRK,0.963018345
hsa-miR-16-5p,ENST00000377603,ENSG00000132664,POLR3F,0.96279605
hsa-miR-16-5p,ENST00000348370,ENSG00000157450,RNF111,0.962338442
hsa-miR-16-5p,ENST00000261427,ENSG00000078140,UBE2K,0.961426051
hsa-miR-16-5p,ENST00000549185,ENSG00000203546,RP11-176H8.1,0.961383732
hsa-miR-16-5p,ENST00000373191,ENSG00000126070,AGO3,0.960979762
hsa-miR-16-5p,ENST00000243457,ENSG00000123700,KCNJ2,0.960969835
hsa-miR-16-5p,ENST00000335367,ENSG00000133612,AGAP3,0.960157179
hsa-miR-16-5p,ENST00000254630,ENSG00000132300,PTCD3,0.959767617
hsa-miR-16-5p,ENST00000557423,ENSG00000198718,FAM179B,0.959663271
hsa-miR-16-5p,ENST00000435633,ENSG00000188846,RPL14,0.959492019
hsa-miR-16-5p,ENST00000307484,ENSG00000171388,APLN,0.959056699
hsa-miR-16-5p,ENST00000318588,ENSG00000147044,CASK,0.958784185
hsa-miR-16-5p,ENST00000174618,ENSG00000070444,MNT,0.95800251
hsa-miR-16-5p,ENST00000256737,ENSG00000134343,ANO3,0.957697345
hsa-miR-16-5p,ENST00000540908,ENSG00000149506,ZP1,0.957602563
hsa-miR-16-5p,ENST00000424486,ENSG00000166292,TMEM100,0.957482301
hsa-miR-16-5p,ENST00000376088,ENSG00000171365,CLCN5,0.957467042
hsa-miR-16-5p,ENST00000525842,ENSG00000196323,ZBTB44,0.95731862
hsa-miR-16-5p,ENST00000592773,ENSG00000198597,ZNF536,0.957215232
hsa-miR-16-5p,ENST00000299084,ENSG00000166068,SPRED1,0.956649531
hsa-miR-16-5p,ENST00000409109,ENSG00000160703,NLRX1,0.956590695
hsa-miR-16-5p,ENST00000433818,ENSG00000149262,INTS4,0.95610432
hsa-miR-16-5p,ENST00000373896,ENSG00000119403,PHF19,0.955061288
hsa-miR-16-5p,ENST00000521891,ENSG00000091656,ZFHX4,0.955037293
hsa-miR-16-5p,ENST00000256458,ENSG00000134070,IRAK2,0.955023978
hsa-miR-16-5p,ENST00000336126,ENSG00000180628,PCGF5,0.9546085
hsa-miR-16-5p,ENST00000025301,ENSG00000023516,AKAP11,0.95423078
hsa-miR-16-5p,ENST00000311128,ENSG00000174839,DENND6A,0.953939906
hsa-miR-16-5p,ENST00000464489,ENSG00000065534,MYLK,0.95393061
hsa-miR-16-5p,ENST00000412285,ENSG00000081377,CDC14B,0.953524944
hsa-miR-16-5p,ENST00000378062,ENSG00000124479,NDP,0.953450699
hsa-miR-16-5p,ENST00000261349,ENSG00000070018,LRP6,0.953009525
hsa-miR-16-5p,ENST00000504830,ENSG00000151388,ADAMTS12,0.9529921
hsa-miR-16-5p,ENST00000389017,ENSG00000196544,C17orf59,0.952634703
hsa-miR-16-5p,ENST00000599343,ENSG00000260415,AC068987.1,0.952623959
hsa-miR-16-5p,ENST00000368988,ENSG00000107679,PLEKHA1,0.95217545
hsa-miR-16-5p,ENST00000566423,ENSG00000128989,ARPP19,0.951866518
hsa-miR-16-5p,ENST00000337743,ENSG00000089123,TASP1,0.951865958
hsa-miR-16-5p,ENST00000599947,ENSG00000032444,PNPLA6,0.95153496
hsa-miR-16-5p,ENST00000374114,ENSG00000244462,RBM12,0.951315262
hsa-miR-16-5p,ENST00000392133,ENSG00000079246,XRCC5,0.951195603
hsa-miR-16-5p,ENST00000448472,ENSG00000090539,CHRD,0.951086866
hsa-miR-16-5p,ENST00000564806,ENSG00000149926,FAM57B,0.950979439
hsa-miR-16-5p,ENST00000262124,ENSG00000085415,SEH1L,0.950588451
hsa-miR-16-5p,ENST00000301463,ENSG00000167778,SPRYD3,0.950588145
hsa-miR-16-5p,ENST00000265598,ENSG00000078081,LAMP3,0.950243449
hsa-miR-16-5p,ENST00000237853,ENSG00000118985,ELL2,0.950035337
hsa-miR-16-5p,ENST00000354586,ENSG00000198252,STYX,0.950033256
hsa-miR-16-5p,ENST00000375759,ENSG00000065526,SPEN,0.949875001
hsa-miR-16-5p,ENST00000317357,ENSG00000112320,SOBP,0.949653707
hsa-miR-16-5p,ENST00000311417,ENSG00000172667,ZMAT3,0.949615784
hsa-miR-16-5p,ENST00000267485,ENSG00000139971,C14orf37,0.949207373
hsa-miR-16-5p,ENST00000262461,ENSG00000064651,SLC12A2,0.949147031
