Regulator	Target	MI	pvalue
TNFSF12	IL10RB	0.30706635220228073	2.391404145805076E-4
TNFRSF11B	HGF	0.4953541208597031	0.0
TNFRSF1B	IL15RA	0.3449485720166592	2.391404145805076E-4
IL18	CCL3	0.256628289446218	2.391404145805076E-4
CD5	IL18	0.21999294267671546	0.03005249237844465
FGF5	GH1	0.15318954998674555	0.006336472845104524
IL18R1	FABP4	0.1863823567078241	0.03005249237844465
PLAU	CD244	0.3134431150339514	0.0
F2R	SIRT2	0.3014568018485707	0.0
TNFRSF9	TNFSF10	0.21412652870421608	0.0012638482610354274
CCL25	SPON1	0.24539456716182198	2.8567459953166008E-8
RETN	PLAUR	0.4347611048611118	0.006336472845104524
CX3CL1	F3	0.3170593337878206	1.8987141414683606E-7
ADM	CSTB	0.4883485131005017	0.0
TNFSF12	AGER	0.2138629175515132	7.3834761669111515E-6
CCL25	F3	0.24558728157576395	1.8987141414683606E-7
CX3CL1	LIFR	0.33658919412400706	2.2386537068541656E-12
CXCL9	CXCL11	0.5354561162595671	4.1280774354390815E-9
CXCL9	CXCL10	0.5907505879321607	0.0
PGF	HBEGF	0.5149132338778697	4.3036481058411624E-5
TGFA	CCL11	0.30070017539544297	0.03005249237844465
CCL11	TGFA	0.3004897020646265	0.03005249237844465
AGER	TNFSF12	0.21377017370406198	7.3834761669111515E-6
IL7	LTA	0.15532980406624805	2.2386537068541656E-12
MPO	PAPPA	0.1757691794116164	1.210184852773466E-6
TGFA	CCL23	0.3620907481365783	0.0
CCL7	CSTB	0.24997112443267067	0.03005249237844465
CDCP1	OLR1	0.2451826522624444	5.730953489546664E-10
TNFRSF9	CD5	0.49807981606443397	0.0
CD40	CD5	0.4443061381603335	7.3834761669111515E-6
EGF	SULT1A1	0.3926515743529541	4.1280774354390815E-9
PLAU	MMP10	0.23756431871062575	2.8567459953166008E-8
PLAUR	RNASE3	0.295282284837031	0.0
IL17C	IL17A	0.18310285900922427	0.0
OLR1	CDCP1	0.24386351676237056	5.730953489546664E-10
TGFA	FGF23	0.42610053109483753	4.1280774354390815E-9
CTSD	TEK	0.21933837113384813	7.3834761669111515E-6
FST	PGF	0.3111595529133998	4.1280774354390815E-9
CSF1	S100A12	0.23231975355998682	4.3036481058411624E-5
PLAU	CSF1	0.38252367929596287	7.3834761669111515E-6
CTSL	TNFRSF1B	0.34832528058027173	1.8987141414683606E-7
CTSL	TNFRSF1A	0.32287085789830233	0.006336472845104524
CSTB	FABP4	0.49983530826402106	0.0
IL15RA	TGFA	0.38931800395631067	0.0
IL10RB	CSF1	0.4913203530527329	0.0
CSF1	CD5	0.47770225076782274	0.0
VEGFD	TNFSF10	0.15048831983988775	0.006336472845104524
ESM1	VEGFD	0.19829708869710327	0.0
MMP3	MMP10	0.20480636969848884	4.3036481058411624E-5
HGF	ADA	0.28585784600845493	2.2386537068541656E-12
CD274	IL18	0.2269780308086051	0.03005249237844465
ADM	IL6	0.2918826220279792	7.3834761669111515E-6
CXCL6	TGFB1	0.26003505004910715	0.006336472845104524
LGALS3	CSTB	0.3500813804163412	0.0
LEP	LTA	0.14604128906889718	0.03005249237844465
IL16	TNFRSF1B	0.4425207605036974	2.2386537068541656E-12
TNFRSF9	CXCL9	0.4219572746348858	0.0
IL1RN	SELE	0.21645098296679838	0.0
NTF3	SRC	0.16127240805816198	2.391404145805076E-4
ADM	NT-pro-BNP	0.2887944032579275	1.8987141414683606E-7
MMP3	IL1RL1	0.24786581588691683	0.0
FGF5	F2R	0.24385441522753026	0.006336472845104524
PLAU	ADA	0.27261770884691416	8.954614827416663E-12
TGFA	NGF	0.40726292045822393	0.0
TNFRSF10B	ADM	0.5055496610869652	0.0
SLAMF1	CD274	0.27631242444875365	0.0
IL12B	CD244	0.2785308492278863	7.3834761669111515E-6
AXIN1	IKBKG	0.7784671036368542	0.0
CSTB	LGALS3	0.34990148674569105	0.0
MMP7	TNFRSF10B	0.4318167887901325	0.0
HGF	TNFRSF11B	0.49593575777903787	0.0
CCL3	CXCL9	0.3523676215252342	1.210184852773466E-6
TNFRSF1B	HBEGF	0.5085739498534779	0.0012638482610354274
IL10RA	NGF	0.21515925769464003	2.391404145805076E-4
MMP7	SPON1	0.37910467140842635	2.2386537068541656E-12
IL6	CCL20	0.21450999797510276	0.03005249237844465
SIRT2	F2R	0.3013186128889949	0.0
MMP3	PTX3	0.16813283461990988	7.3834761669111515E-6
TNFRSF11B	S100A12	0.25720480602976137	4.3036481058411624E-5
PLAUR	OLR1	0.41393980604666747	0.0
PLAT	IL18R1	0.20955673843952363	0.0
TNFRSF1B	TNFRSF10B	0.6221069600795044	0.03005249237844465
HBEGF	TNFRSF1B	0.5118133343197886	0.0012638482610354274
HBEGF	TNFRSF1A	0.5192704021940866	7.611422603304163E-11
IL17A	GAL	0.12219085693039311	0.03005249237844465
OLR1	IL27	0.2712586902956494	7.3834761669111515E-6
DNER	GDNF	0.1545088103534051	4.1280774354390815E-9
IL18R1	SELE	0.1828437265311104	0.03005249237844465
IL1RN	TNFSF14	0.25189607670405695	0.006336472845104524
IL18	CD274	0.2269780308086054	0.03005249237844465
CD40	VEGFA	0.5763608713598422	0.0
MB	PGF	0.36976955188903604	5.730953489546664E-10
OLR1	IL16	0.3628406466085642	8.954614827416663E-12
TGFA	EIF4EBP1	0.4580351952095983	4.1280774354390815E-9
MMP10	CXCL8	0.2307723801634532	2.391404145805076E-4
F2R	FAS	0.4516426981452426	1.210184852773466E-6
NGF	IL10RA	0.21586252233523215	2.391404145805076E-4
IL1RN	FABP4	0.3801471824718018	0.0
IL18	CD244	0.2193770189922958	1.8987141414683606E-7
PDGFB	CXCL5	0.43594420221691754	0.0
PDGFB	CXCL1	0.49572789051053917	0.0
AXIN1	SRC	0.6889479059380579	7.3834761669111515E-6
CCL25	CCL11	0.27105842331834396	0.0
TNFRSF1A	CD274	0.3871991762528975	4.1280774354390815E-9
CCL11	CDCP1	0.2417617540795054	0.006336472845104524
TNFRSF1B	CXCL9	0.3660737149256571	0.006336472845104524
CXCL8	CDCP1	0.2649917088828888	0.0
SLAMF1	OSM	0.2147648303820759	0.006336472845104524
FGF23	HGF	0.3912156900124171	0.0
CDCP1	PLAU	0.23489879810092879	0.0012638482610354274
NT-pro-BNP	ADM	0.2887944032579275	1.8987141414683606E-7
RNY4-5p	PDGFB	0.37232250653880994	0.0012638482610354274
PLAT	FGF21	0.18244506516441011	0.0
TNFRSF10B	TNFRSF1B	0.620946215401384	0.03005249237844465
TNFRSF10B	TNFRSF1A	0.6287565542719009	0.0
NPPB	NT-pro-BNP	1.3363424464483635	0.0
CTSD	CHI3L1	0.24381528819238693	0.0
IL16	OLR1	0.36162509793826825	2.2386537068541656E-12
TNFRSF9	CD40	0.4497139653987225	2.391404145805076E-4
MB	MMP3	0.22673234888743563	0.0
TNFSF14	CCL3	0.24144949932617346	0.0
CXCL16	HBEGF	0.370270182513209	5.730953489546664E-10
FGF5	CASP8	0.2042116539469404	2.391404145805076E-4
IL10RB	TNFRSF9	0.47574514095646864	0.0
CCL3	OSM	0.2122122059673474	0.03005249237844465
LTA	CCL4	0.1902755296922064	0.03005249237844465
STAMBP	EIF4EBP1	0.2739795338423182	5.730953489546664E-10
CCL3	TNFRSF1B	0.3741282515721299	8.954614827416663E-12
IL7	STAMBP	0.29490651398019707	0.0
AGER	FLT3LG	0.19568436835400785	8.954614827416663E-12
LTA	CD6	0.17654133700373578	0.0
F2R	PAPPA	0.21998372618606282	0.006336472845104524
DNER	IL7	0.2077515063313443	0.03005249237844465
GDNF	FGF5	0.1694856601664107	7.611422603304163E-11
NGF	VEGFA	0.427681732100461	0.0
EIF4EBP1	TGFA	0.45755862162710664	4.1280774354390815E-9
CD244	IL10RB	0.34323884740684774	1.210184852773466E-6
CXCL8	TGFA	0.31827743875141645	0.0
CASP8	EIF4EBP1	0.29229259234313715	0.0
TNFRSF1B	CCL3	0.3741282515721299	8.954614827416663E-12
TNFRSF1B	F2R	0.597743199045347	0.0
SRC	CXCL1	0.5022972665029737	1.8987141414683606E-7
SRC	CXCL5	0.400727230655572	2.2386537068541656E-12
SRC	RNY4-3p	0.3428925919842234	0.03005249237844465
F2R	HBEGF	0.5001314508570203	0.0
CD244	IL27	0.2337819275412162	0.0012638482610354274
CD244	IL18	0.22114723771793113	1.8987141414683606E-7
PGF	KLK11	0.48875550706378984	0.0
CXCL1	CXCL6	0.20014663610424513	1.210184852773466E-6
MPO	HBEGF	0.26203843209850763	0.006336472845104524
CD5	CSF1	0.4775000372867725	0.0
TGFB1	CXCL1	0.2245794237682662	4.3036481058411624E-5
TGFB1	CXCL6	0.261443602693542	0.03005249237844465
ADA	MMP1	0.16312238950081168	7.3834761669111515E-6
PGF	TNFRSF1B	0.5889915815734869	2.2386537068541656E-12
PGF	TNFRSF1A	0.6079584679028657	0.0
CXCL16	LGALS3	0.31708302583625264	0.0
CHI3L1	NT-pro-BNP	0.2586310567529263	0.0
TEK	PTX3	0.20947592583004124	4.3036481058411624E-5
MMP1	ADA	0.16247280500045544	7.3834761669111515E-6
KLK11	PGF	0.4887205730027348	0.0
HBEGF	PGF	0.5157023935229533	4.3036481058411624E-5
TNFRSF11B	CCL2	0.37446952554337753	0.03005249237844465
IL10RB	CD244	0.3431590709744062	1.210184852773466E-6
GDF15	OSM	0.25977194865680153	2.391404145805076E-4
KITLG	NGF	0.22139056041810617	2.391404145805076E-4
CXCL16	SPON1	0.3698498047679227	0.0012638482610354274
CXCL16	FAS	0.37414168548905197	0.0
LGALS3	FABP4	0.3205189384489272	1.210184852773466E-6
CXCL10	IL6	0.26683351940984684	0.03005249237844465
CD6	LTA	0.17565285258711621	0.0
CD40	TNFRSF1A	0.4541421044435685	2.391404145805076E-4
OSM	CCL3	0.2122122059673476	0.03005249237844465
SPON1	FGF5	0.2380698883679071	7.611422603304163E-11
TNFSF14	IL1RN	0.2511410448345649	0.0012638482610354274
PDGFB	EGF	0.738250291276712	0.0
IL10	LIFR	0.22144595488678626	7.3834761669111515E-6
XPNPEP2	RNY5-5p	0.14492998405782162	0.0012638482610354274
PECAM1	SELE	0.3388291157242205	0.0
CSTB	CCL3	0.31339062615865937	2.391404145805076E-4
IL18	CXCL10	0.2374307363323876	1.210184852773466E-6
CSTB	CCL7	0.24792037209931952	0.03005249237844465
CCL13	TNFRSF9	0.318712907514721	4.1280774354390815E-9
TNFRSF1A	VEGFA	0.46964529110070685	0.0
TGFA	CXCL9	0.4100600404273743	7.3834761669111515E-6
TGFA	CXCL8	0.31786814001643005	0.0
GH1	HSPB1	0.18705085801833116	1.210184852773466E-6
F3	CCL25	0.24655431834185804	1.8987141414683606E-7
CD274	SLAMF1	0.2766631457820211	0.0
NGF	KITLG	0.21957234773392	4.3036481058411624E-5
HGF	S100A12	0.23574921921390846	0.0012638482610354274
TNFRSF1A	TNFRSF1B	1.0066598452510311	0.0
CDCP1	XPNPEP2	0.15376961256994037	2.8567459953166008E-8
CHI3L1	TNFRSF10B	0.3157358277501689	4.1280774354390815E-9
IL6	OSM	0.2705328751274235	0.0
HGF	PLAU	0.4178445256309691	0.0
KITLG	FST	0.15753126644305487	0.006336472845104524
EIF4EBP1	CASP8	0.29220781206043006	0.0
FABP4	GH1	0.22473394131703844	0.0
ESM1	DKK1	0.21682715852154733	0.0012638482610354274
LEP	GH1	0.1733016832816422	0.03005249237844465
NT-pro-BNP	NPPB	1.3359900422239877	0.0
MUC16	PTX3	0.18726408533026967	0.03005249237844465
SRC	AXIN1	0.6901402211831492	7.3834761669111515E-6
TNFRSF1A	ADM	0.5046799642799777	2.391404145805076E-4
LTA	CD244	0.18879415556844906	7.3834761669111515E-6
TGFB1	LIFR	0.3507044042197271	7.3834761669111515E-6
CD40	TGFA	0.5668027634659003	0.0
LTA	IL7	0.15532980406624805	2.2386537068541656E-12
CSF1	VEGFA	0.5031127010414018	0.0
AGRP	DKK1	0.21029143286450663	7.3834761669111515E-6
MMP10	LEP	0.1618873556789709	0.0012638482610354274
CCL20	CXCL8	0.2569784088276167	0.0
CXCL16	MMP7	0.3300160301051942	2.391404145805076E-4
CX3CL1	IL10RB	0.41739253782185937	1.210184852773466E-6
IKBKG	SIRT2	0.7042927667940153	0.0
CSF1	TNFRSF11B	0.4342878107048606	4.1280774354390815E-9
FAS	XPNPEP2	0.1772622507230793	7.3834761669111515E-6
GDF15	TNFRSF10B	0.5540867945786295	0.0
MMP3	VEGFD	0.18302974462396043	0.006336472845104524
CCL2	PLAU	0.3959620339289229	0.0
TNFRSF11B	PLAU	0.39338325909441196	5.730953489546664E-10
TNFRSF10B	FST	0.30438227106366833	5.730953489546664E-10
CXCL10	EIF4EBP1	0.3051969400002247	0.03005249237844465
IL16	THBD	0.3935658740411528	4.3036481058411624E-5
LEP	FABP4	0.46092141036394824	0.0
TNFRSF9	CCL19	0.20118506334879027	1.8987141414683606E-7
TNFRSF9	CCL13	0.31860159892509526	5.730953489546664E-10
AXIN1	RNY4-5p	0.3953313435903124	7.3834761669111515E-6
MMP10	PLAU	0.23785315823173794	2.8567459953166008E-8
CCL28	PLAU	0.30359741670081253	7.3834761669111515E-6
TNFSF12	ADA	0.26156339506237275	1.8987141414683606E-7
CXCL9	TGFA	0.40919746413679825	1.210184852773466E-6
CSTB	PLAUR	0.557358787250094	0.0
ADM	FABP4	0.45387818339337443	0.0
CXCL10	CSTB	0.29970233469310237	0.03005249237844465
IKBKG	SRC	0.7468902899837965	0.0
MMP7	GDF15	0.40183776967210316	5.730953489546664E-10
CSF1	IL7	0.27237145603560536	7.611422603304163E-11
CDCP1	CCL11	0.24176175407950534	0.006336472845104524
FGF21	GDF15	0.17842898029126478	4.3036481058411624E-5
PDGFB	DKK1	0.2261311005109244	5.730953489546664E-10
IL10	IL18	0.20082449244948125	5.730953489546664E-10
DNER	PLAU	0.31406395780444146	0.0
THBD	MPO	0.26960838012528815	0.0012638482610354274
CCL3	CD274	0.31021839598209777	7.611422603304163E-11
FGF5	NTF3	0.1476776926951624	0.006336472845104524
CCL8	CCL2	0.25556399781038763	0.0
PLAU	DNER	0.3137688819722418	0.0
RETN	CSTB	0.42495766583457734	0.0
VEGFD	PLAUR	0.2512416027313497	4.3036481058411624E-5
S100A12	TNFRSF11B	0.25697273504913776	4.3036481058411624E-5
CXCL11	CXCL6	0.22180059550884643	7.611422603304163E-11
CXCL11	CXCL9	0.5382795185563574	5.730953489546664E-10
S100A12	CCL7	0.20717889436517295	0.0
KITLG	CX3CL1	0.22326827058347692	0.0
TNFRSF10B	SPON1	0.421420976481802	0.0
HBEGF	DKK1	0.28777817754383733	0.0
S100A12	IL6	0.21769480165866995	0.0012638482610354274
TGFA	HGF	0.4350162127344796	4.1280774354390815E-9
PLAT	REN	0.18108604434974715	0.0
IL15RA	MMP10	0.23154667758903058	2.391404145805076E-4
LIFR	TGFA	0.3460127660218158	0.0012638482610354274
IL10	VEGFA	0.20592714456784258	0.03005249237844465
RETN	RNASE3	0.2963946582086623	7.611422603304163E-11
HGF	CSF1	0.47197701000054	0.0
F3	HBEGF	0.3833986357256119	0.0012638482610354274
IL1RN	CCL19	0.16275434220484192	0.03005249237844465
NT-pro-BNP	GDF15	0.2754760392056796	0.03005249237844465
CCL19	IL12B	0.2082036830574464	8.954614827416663E-12
FGF23	CD40	0.4164180038033679	0.0
CCL28	CCL11	0.29066192307358163	0.0
PLAU	TNFSF12	0.36728259863058227	0.0
PLAU	TNFSF10	0.2446368381201603	0.0
CD40	EIF4EBP1	0.44597022055144453	7.3834761669111515E-6
SPON1	CXCL16	0.3712488033883387	0.0012638482610354274
IKBKG	RNY4-5p	0.4169136208338506	1.210184852773466E-6
PLAT	FABP4	0.2629714204542681	0.0
FGF5	IL15RA	0.23671401753359955	1.8987141414683606E-7
CXCL11	IL10	0.21331433044729392	0.03005249237844465
TNFSF12	PLAU	0.3663525730693151	0.0
IL6R	CXCL16	0.2742863581563706	0.0
TNFRSF1B	CD274	0.39910431089496423	0.0
OSM	SLAMF1	0.21476483038207594	0.006336472845104524
PLAUR	CTSL	0.34123492201518224	0.006336472845104524
EIF4EBP1	STAMBP	0.2755490637974878	5.730953489546664E-10
CCL4	LTA	0.1902755296922064	0.03005249237844465
FLT3LG	CCL2	0.25841119766211346	0.0
CCL19	IL1RN	0.16448019372331146	0.03005249237844465
ADA	HGF	0.2865872344022479	2.2386537068541656E-12
IL7	CSF1	0.27248457775227963	7.611422603304163E-11
XPNPEP2	CDCP1	0.15396546448453605	1.210184852773466E-6
HGF	VEGFA	0.4422100989175393	1.8987141414683606E-7
CCL2	CCL4	0.2669932744588356	0.0
CCL2	CCL8	0.25566995527912084	0.0
CCL23	TGFA	0.3619826716492104	0.0
TEK	SIRT2	0.2272462004047071	0.03005249237844465
MPO	OLR1	0.284621683142663	2.8567459953166008E-8
SIRT2	IKBKG	0.7049303476551455	0.0
IL6	CXCL10	0.2668335194098466	0.03005249237844465
IL6	CXCL11	0.2612688689569269	0.006336472845104524
CD40	TGFB1	0.4146652714579188	2.391404145805076E-4
NT-pro-BNP	IL17A	0.15585828833007848	0.006336472845104524
THBD	TNFRSF1A	0.5608756298177947	0.0
THBD	TNFRSF1B	0.5421413602119425	0.0
PRL	MPO	0.17349484819030803	1.8987141414683606E-7
DKK1	AGRP	0.20866933090838274	1.210184852773466E-6
HBEGF	MPO	0.2620384320985078	0.006336472845104524
FAS	THBD	0.4665924221244844	0.0
CCL2	TNFRSF11B	0.3744695255433772	0.03005249237844465
GH1	FABP4	0.22414858640995425	0.0
TNFRSF1A	HBEGF	0.5177356696001414	7.611422603304163E-11
CCL28	IL10RA	0.20670434779744845	5.730953489546664E-10
F3	SPON1	0.3665774570564548	7.611422603304163E-11
IL15RA	FGF5	0.23389804445158158	1.210184852773466E-6
VEGFA	NGF	0.4276817321004611	0.0
TNFSF14	IL16	0.27743628816185245	0.03005249237844465
GAL	MMP3	0.1466275235498478	8.954614827416663E-12
DKK1	ESM1	0.22201593280937465	0.006336472845104524
CASP8	GDNF	0.18343948470675084	0.03005249237844465
TNFSF14	CASP8	0.24364081979173455	0.03005249237844465
DNER	TNFSF12	0.320041980797951	0.0
FAS	CXCL16	0.3723833649876051	0.0
PGF	CXCL16	0.4003913881849826	0.03005249237844465
FGF23	PLAU	0.32701243961483023	0.006336472845104524
DKK1	TEK	0.21526769749459274	2.391404145805076E-4
TNFSF11	LTA	0.14649725100142147	0.03005249237844465
ESM1	PECAM1	0.2418436000397336	0.006336472845104524
TNFRSF1A	TNFRSF10B	0.6282842760272659	0.0
CX3CL1	CD40	0.4382580147228257	0.0
TNFRSF1A	F2R	0.5900523626329034	2.8567459953166008E-8
TNFSF10	TNFRSF9	0.2151579276188865	0.0012638482610354274
CCL11	CCL7	0.2079468221423971	1.8987141414683606E-7
CCL11	CCL2	0.2798803056558303	0.0
VEGFA	HGF	0.4405275328801701	1.210184852773466E-6
PAPPA	F2R	0.21951672496285635	0.006336472845104524
IL18	RNASE3	0.1834790412143147	0.0012638482610354274
FABP4	PLAT	0.2630794397683479	0.0
MMP3	LTA	0.14182869170544343	0.03005249237844465
NPPB	CHI3L1	0.2572700629045339	0.03005249237844465
CCL19	TNFRSF9	0.20126867014056107	1.8987141414683606E-7
MMP10	IL15RA	0.23230011376939608	2.391404145805076E-4
TGFB1	CSF1	0.4079078537756606	2.391404145805076E-4
CD40	CSF1	0.47951449833072957	0.03005249237844465
IL1RL1	CHI3L1	0.20021520008826968	5.730953489546664E-10
FGF5	GDNF	0.16958563338335153	0.0
IL16	CSTB	0.41448503633805467	5.730953489546664E-10
CCL3	CSTB	0.3133906261586592	2.391404145805076E-4
CXCL9	CDCP1	0.3096315796214889	0.0
CX3CL1	TNFRSF1B	0.4369542259429046	4.1280774354390815E-9
MMP3	LEP	0.1722818063713097	5.730953489546664E-10
TNFRSF1A	CHI3L1	0.3098688330628961	0.03005249237844465
SULT1A1	EGF	0.3932198898788181	7.3834761669111515E-6
CD244	MPO	0.20499205506473814	4.1280774354390815E-9
AXIN1	STAMBP	0.539594839564519	0.0
TGFA	IL15RA	0.3892325813463691	0.0
CD244	LTA	0.18883487459106837	4.3036481058411624E-5
CSF1	TGFA	0.5060977372819756	0.0
CCL20	CCL11	0.20807493362376572	0.0012638482610354274
CCL20	CCL19	0.19398465569781295	0.0
KITLG	TNFSF12	0.17864817152213372	0.0012638482610354274
VEGFD	FGF5	0.21001263010313084	0.0
CDCP1	CXCL10	0.28579249481267727	7.3834761669111515E-6
CXCL10	CXCL9	0.5901964114134444	0.0
IL6	CCL7	0.23346877098232743	0.0
PLAU	HGF	0.4205064217083887	0.0
CASP8	CDCP1	0.24136731252120286	0.0012638482610354274
LGALS3	FAS	0.3004802165529872	0.03005249237844465
LTA	LEP	0.14604128906889688	0.03005249237844465
CASP8	FGF5	0.20421165394694027	2.391404145805076E-4
ESM1	AGER	0.2272665292578217	0.03005249237844465
HAVCR1	MMP7	0.2936610404416909	0.0
PLAUR	CSTB	0.5584064450655123	0.0
TGFA	VEGFA	0.6309446496170504	0.0
CDCP1	CXCL8	0.26475629224641395	0.0
CDCP1	CXCL9	0.3091700548773892	0.0
TNFRSF1A	CD40	0.4541421044435688	2.391404145805076E-4
DKK1	HBEGF	0.2874323617914108	0.0
SPON1	PLAUR	0.3997360077462354	0.0012638482610354274
PAPPA	IL27	0.204263547700982	0.0
SRC	CD40LG	0.7081731234263574	0.0
SELE	PLAT	0.18795019351484654	0.006336472845104524
CSTB	VEGFA	0.43193270040385695	2.2386537068541656E-12
HSPB1	STAMBP	0.5849598958885746	7.611422603304163E-11
MMP12	MMP7	0.3113656829503447	0.0
CCL8	CXCL10	0.22558230761578119	1.210184852773466E-6
CCL8	CXCL11	0.2298491002095058	0.03005249237844465
CXCL6	IL18R1	0.1919920724430348	0.006336472845104524
LIFR	IL10	0.2208720254504623	7.3834761669111515E-6
TGFB1	CD244	0.2873499092637952	0.006336472845104524
CCL28	DNER	0.2557847393920034	8.954614827416663E-12
PAPPA	GAL	0.13480529012207274	4.3036481058411624E-5
GDF15	MMP12	0.30123599936959533	1.210184852773466E-6
CD40	CX3CL1	0.43665475817910343	0.0
CHI3L1	IL1RL1	0.20185670360213287	5.730953489546664E-10
SRC	SIRT2	0.7084154758434552	0.0
MUC16	CD40LG	0.17872063595427914	7.3834761669111515E-6
ESM1	PTX3	0.2595092408679001	0.0
HBEGF	MB	0.34273365661490807	0.0
SRC	HSPB1	0.6821949566611467	0.0
F2R	PGF	0.5756347711460017	0.0
PGF	FAS	0.47224560934220094	0.0
CXCL6	CXCL11	0.22161535803400215	7.611422603304163E-11
TNFRSF1B	TNFRSF9	0.4438732151325574	0.0
CCL8	IL15RA	0.24276724057922178	7.3834761669111515E-6
EGF	CD40LG	0.6645554552456343	2.8567459953166008E-8
LIFR	NGF	0.31515525707891545	0.006336472845104524
CCL11	SELPLG	0.16888385511288276	4.1280774354390815E-9
IL27	PAPPA	0.204263547700982	0.0
KLK11	KLK6	0.35869170363817143	1.210184852773466E-6
HGF	LIFR	0.32213200906684725	4.3036481058411624E-5
CCL20	MMP12	0.22288331196155245	0.0012638482610354274
IL17C	MMP3	0.18416083269113784	4.3036481058411624E-5
FABP4	ADM	0.45308239884624124	0.0
PGF	FST	0.31115955291339975	4.1280774354390815E-9
S100A12	HGF	0.24101666500650806	2.391404145805076E-4
IL27	TNFRSF1B	0.30341954776571617	0.0
NT-pro-BNP	TGFA	0.3157435714720072	0.03005249237844465
TEK	FAS	0.37456699428203205	0.0
CASP8	STAMBP	0.3487398169219659	0.0
PLAUR	GDF15	0.518218336007041	2.8567459953166008E-8
SELE	PECAM1	0.3391922458074737	0.0
CD6	SELPLG	0.1600185569573165	4.3036481058411624E-5
PLAUR	TNFRSF1B	0.602995437336032	0.0
PLAUR	TNFRSF1A	0.6043326741367692	1.210184852773466E-6
VEGFA	CD40	0.5763706902721127	0.0
GDF15	FGF21	0.17880373923518958	4.3036481058411624E-5
CSF1	TNFRSF9	0.48141815713375125	5.730953489546664E-10
CXCL1	TGFB1	0.22379805996067284	4.3036481058411624E-5
IL6	PLAUR	0.33421660897501865	0.0
CASP8	SIRT2	0.35168074827929996	0.03005249237844465
CD5	TNFRSF9	0.4980039738879838	0.0
LEP	MMP3	0.17228180637130958	5.730953489546664E-10
OSM	IL6	0.27029528553356746	0.0
IL10RB	PLAU	0.3774151109365046	0.006336472845104524
MPO	ESM1	0.19186824927161125	0.03005249237844465
TNFRSF10B	MUC16	0.2128447654745344	0.006336472845104524
EGF	PDGFB	0.7355698147443335	0.0
PGF	F2R	0.5784020355188224	2.2386537068541656E-12
LTA	TNFRSF9	0.19581757024538662	4.3036481058411624E-5
HBEGF	F3	0.38339863572561184	0.0012638482610354274
CSF1	HGF	0.4722470210966532	0.0
MMP3	MB	0.22628679572587432	0.0
TNFSF12	DNER	0.320141519229057	0.0
NGF	LIFR	0.31374066937491407	0.0012638482610354274
