Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0051592~response to calcium ion	3	4.615384615	0.019418564	"FGG, IL6, FGA"	63	58	16792	13.7865353	0.999996524	0.178318324	25.34090687
GOTERM_BP_DIRECT	GO:0043406~positive regulation of MAP kinase activity	3	4.615384615	0.020052728	"GH1, KITLG, S100A12"	63	59	16792	13.55286521	0.999997704	0.181073036	26.05724309
GOTERM_BP_DIRECT	GO:0034384~high-density lipoprotein particle clearance	2	3.076923077	0.02195316	"APOA2, APOC2"	63	6	16792	88.84656085	0.999999338	0.193931789	28.1657166
GOTERM_BP_DIRECT	GO:0034382~chylomicron remnant clearance	2	3.076923077	0.02195316	"APOC3, APOC2"	63	6	16792	88.84656085	0.999999338	0.193931789	28.1657166
GOTERM_BP_DIRECT	GO:0002740~negative regulation of cytokine secretion involved in immune response	2	3.076923077	0.02195316	"APOA2, IL10"	63	6	16792	88.84656085	0.999999338	0.193931789	28.1657166
GOTERM_MF_DIRECT	GO:0060228~phosphatidylcholine-sterol O-acyltransferase activator activity	2	3.076923077	0.022536257	"APOA4, APOA2"	65	6	16881	86.56923077	0.95887632	0.171149893	23.5816618
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	4	6.153846154	0.022725762	"TNFRSF9, TNFRSF10B, CXCL9, SELE"	63	164	16792	6.500967867	0.999999601	0.19742479	29.00674968
GOTERM_MF_DIRECT	GO:0008201~heparin binding	4	6.153846154	0.022844998	"CCL23, VTN, AGER, CCL7"	65	160	16881	6.492692308	0.960655475	0.164516231	23.86597434
GOTERM_BP_DIRECT	GO:0051607~defense response to virus	4	6.153846154	0.023086979	"IL6, IL10RB, FCN3, CXCL9"	63	165	16792	6.461568062	0.999999685	0.197625857	29.39679992
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	3	4.615384615	0.024036301	"APOA2, IL6, IL10"	63	65	16792	12.3018315	0.999999831	0.202298752	30.41239195
GOTERM_BP_DIRECT	GO:0034372~very-low-density lipoprotein particle remodeling	2	3.076923077	0.025565629	"APOA4, APOC2"	63	7	16792	76.15419501	0.999999938	0.211129165	32.01985978
GOTERM_BP_DIRECT	GO:0072577~endothelial cell apoptotic process	2	3.076923077	0.025565629	"FGF21, IL10"	63	7	16792	76.15419501	0.999999938	0.211129165	32.01985978
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	3	4.615384615	0.026139795	"APOA4, APOA2, APOL1"	63	68	16792	11.75910364	0.999999958	0.212690421	32.61436758
GOTERM_MF_DIRECT	GO:0016004~phospholipase activator activity	2	3.076923077	0.026243379	"CCL3, APOC2"	65	7	16881	74.2021978	0.975842093	0.177950711	26.93212525
REACTOME_PATHWAY	R-HSA-449147:R-HSA-449147	3	4.615384615	0.026478581	"IL10RB, IL15RA, FLT3LG"	49	48	9075	11.5752551	0.936964144	0.292138231	25.88209913
GOTERM_BP_DIRECT	GO:0090277~positive regulation of peptide hormone secretion	2	3.076923077	0.029164969	"FGG, FGA"	63	8	16792	66.63492063	0.999999994	0.231650706	35.66742739
GOTERM_BP_DIRECT	GO:0048261~negative regulation of receptor-mediated endocytosis	2	3.076923077	0.029164969	"APOC3, APOC2"	63	8	16792	66.63492063	0.999999994	0.231650706	35.66742739
GOTERM_BP_DIRECT	GO:0032825~positive regulation of natural killer cell differentiation	2	3.076923077	0.029164969	"IL15RA, FLT3LG"	63	8	16792	66.63492063	0.999999994	0.231650706	35.66742739
GOTERM_BP_DIRECT	GO:0034380~high-density lipoprotein particle assembly	2	3.076923077	0.029164969	"APOA4, APOA2"	63	8	16792	66.63492063	0.999999994	0.231650706	35.66742739
GOTERM_MF_DIRECT	GO:0031730~CCR5 chemokine receptor binding	2	3.076923077	0.02993666	"CCL3, CCL4"	65	8	16881	64.92692308	0.985809003	0.191647761	30.13587792
GOTERM_BP_DIRECT	GO:0048245~eosinophil chemotaxis	2	3.076923077	0.032751228	"CCL3, CCL7"	63	9	16792	59.23104056	0.999999999	0.25352822	39.11948017
GOTERM_BP_DIRECT	GO:0002237~response to molecule of bacterial origin	2	3.076923077	0.032751228	"CXCL8, IL10"	63	9	16792	59.23104056	0.999999999	0.25352822	39.11948017
GOTERM_BP_DIRECT	GO:0042158~lipoprotein biosynthetic process	2	3.076923077	0.032751228	"APOA4, APOA2"	63	9	16792	59.23104056	0.999999999	0.25352822	39.11948017
GOTERM_BP_DIRECT	GO:0010873~positive regulation of cholesterol esterification	2	3.076923077	0.032751228	"APOA4, APOA2"	63	9	16792	59.23104056	0.999999999	0.25352822	39.11948017
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	4	6.153846154	0.035834585	"FBLN1, FGG, FGA, VTN"	63	196	16792	5.439585358	1	0.271015745	41.94848563
GOTERM_BP_DIRECT	GO:0051006~positive regulation of lipoprotein lipase activity	2	3.076923077	0.036324453	"APOA4, APOC2"	63	10	16792	53.30793651	1	0.271109586	42.38648726
GOTERM_BP_DIRECT	GO:0045723~positive regulation of fatty acid biosynthetic process	2	3.076923077	0.036324453	"APOA4, APOC2"	63	10	16792	53.30793651	1	0.271109586	42.38648726
GOTERM_BP_DIRECT	GO:0002523~leukocyte migration involved in inflammatory response	2	3.076923077	0.039884689	"CX3CL1, SELE"	63	11	16792	48.46176046	1	0.29056633	45.47835777
REACTOME_PATHWAY	R-HSA-418594:R-HSA-418594	5	7.692307692	0.040435469	"CCL23, CXCL9, CXCL8, CCL19, CCL28"	49	246	9075	3.764310602	0.985755696	0.376481958	36.9146897
GOTERM_BP_DIRECT	GO:0030595~leukocyte chemotaxis	2	3.076923077	0.043431983	"CX3CL1, IL10"	63	12	16792	44.42328042	1	0.309019548	48.40447074
GOTERM_BP_DIRECT	GO:0007160~cell-matrix adhesion	3	4.615384615	0.043653385	"FGG, FGA, VTN"	63	90	16792	8.884656085	1	0.307056641	48.58215356
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	6	9.230769231	0.043758022	"GH1, FGF5, IL6, KITLG, VTN, FGF21"	40	345	6879	2.990869565	0.965119286	0.227512995	37.47433925
REACTOME_PATHWAY	R-HSA-173623:R-HSA-173623	3	4.615384615	0.044873997	"C1QB, IGHG3, IGHG4"	49	64	9075	8.681441327	0.991164138	0.376803666	40.09608922
GOTERM_BP_DIRECT	GO:0043922~negative regulation by host of viral transcription	2	3.076923077	0.046966383	"CCL3, CCL4"	63	13	16792	41.00610501	1	0.323160515	51.17370345
GOTERM_BP_DIRECT	GO:0002526~acute inflammatory response	2	3.076923077	0.046966383	"APOA2, IL6"	63	13	16792	41.00610501	1	0.323160515	51.17370345
GOTERM_BP_DIRECT	GO:0048246~macrophage chemotaxis	2	3.076923077	0.046966383	"CCL3, CX3CL1"	63	13	16792	41.00610501	1	0.323160515	51.17370345
GOTERM_CC_DIRECT	GO:0031091~platelet alpha granule	2	3.076923077	0.047341609	"FGG, FGA"	64	14	18224	40.67857143	0.991373288	0.243900178	41.50667262
GOTERM_MF_DIRECT	GO:0004872~receptor activity	4	6.153846154	0.049273857	"TNFRSF9, TNFRSF10B, IL10RB, AGER"	65	217	16881	4.787238568	0.999153239	0.285992279	44.90959625
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	4	6.153846154	0.049343345	"APOD, CXCL8, ESM1, TNFSF12"	63	223	16792	4.780980853	1	0.333323974	52.95740427
GOTERM_BP_DIRECT	GO:0031640~killing of cells of other organism	2	3.076923077	0.050487932	"APOL1, S100A12"	63	14	16792	38.07709751	1	0.336335921	53.79445823
GOTERM_BP_DIRECT	GO:0035729~cellular response to hepatocyte growth factor stimulus	2	3.076923077	0.050487932	"IL6, IL10"	63	14	16792	38.07709751	1	0.336335921	53.79445823
REACTOME_PATHWAY	R-HSA-2168880:R-HSA-2168880	3	4.615384615	0.051362674	"APOL1, ALB, IGHA2"	49	69	9075	8.052351375	0.995621539	0.389655994	44.48463585
GOTERM_BP_DIRECT	GO:0030502~negative regulation of bone mineralization	2	3.076923077	0.053996679	"CCL3, AHSG"	63	15	16792	35.53862434	1	0.352035567	56.27468787
GOTERM_BP_DIRECT	GO:0050930~induction of positive chemotaxis	2	3.076923077	0.053996679	"CXCL8, AGER"	63	15	16792	35.53862434	1	0.352035567	56.27468787
GOTERM_MF_DIRECT	GO:0017127~cholesterol transporter activity	2	3.076923077	0.055406335	"APOA4, APOA2"	65	15	16881	34.62769231	0.999657781	0.304225733	48.95938063
GOTERM_BP_DIRECT	GO:0050995~negative regulation of lipid catabolic process	2	3.076923077	0.057492668	"APOA2, APOC3"	63	16	16792	33.31746032	1	0.366999845	58.62191961
GOTERM_BP_DIRECT	GO:0035162~embryonic hemopoiesis	2	3.076923077	0.057492668	"KITLG, FLT3LG"	63	16	16792	33.31746032	1	0.366999845	58.62191961
GOTERM_MF_DIRECT	GO:0005515~protein binding	41	63.07692308	0.059615313	"ABCF1, TF, CCL3, CXCL9, CXCL8, KITLG, VTN, CX3CL1, TNFSF12, CCL4, CCL28, IL10, CCL7, APOA4, AZGP1, APOA2, FGG, APOD, FGA, IL10RB, FCN3, GSN, ALB, IL15RA, PRAP1, CFI, SELPLG, PLAT, IL6, FGF21, AGER, S100A12, GH1, C1QB, TNFRSF10B, APOL1, CST5, CTSD, NPPB, GDF15, SELE"	65	8785	16881	1.212067773	0.999816863	0.312121028	51.57919571
GOTERM_CC_DIRECT	"GO:0042571~immunoglobulin complex, circulating"	2	3.076923077	0.063709027	"IGHG3, IGHG4"	64	19	18224	29.97368421	0.998421437	0.301208063	51.70673745
GOTERM_BP_DIRECT	GO:0043623~cellular protein complex assembly	2	3.076923077	0.064446555	"FGG, FGA"	63	18	16792	29.61552028	1	0.398513504	62.94550599
GOTERM_BP_DIRECT	GO:0007250~activation of NF-kappaB-inducing kinase activity	2	3.076923077	0.064446555	"TNFRSF10B, CHI3L1"	63	18	16792	29.61552028	1	0.398513504	62.94550599
GOTERM_BP_DIRECT	GO:0046597~negative regulation of viral entry into host cell	2	3.076923077	0.064446555	"GSN, FCN3"	63	18	16792	29.61552028	1	0.398513504	62.94550599
GOTERM_BP_DIRECT	GO:0002690~positive regulation of leukocyte chemotaxis	2	3.076923077	0.064446555	"IL6, CXCL9"	63	18	16792	29.61552028	1	0.398513504	62.94550599
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	3	4.615384615	0.065385161	"IL6, CXCL8, IL10"	63	113	16792	7.076274758	1	0.399468495	63.49567683
GOTERM_MF_DIRECT	GO:0043274~phospholipase binding	2	3.076923077	0.066119328	"APOC2, SELE"	65	18	16881	28.85641026	0.99993069	0.329035166	55.38633589
REACTOME_PATHWAY	R-HSA-3134963:R-HSA-3134963	2	3.076923077	0.066662647	"AGER, S100A12"	49	13	9075	28.49293564	0.999179685	0.446864262	53.69814321
REACTOME_PATHWAY	R-HSA-879415:R-HSA-879415	2	3.076923077	0.066662647	"AGER, S100A12"	49	13	9075	28.49293564	0.999179685	0.446864262	53.69814321
GOTERM_BP_DIRECT	GO:0030168~platelet activation	3	4.615384615	0.067417852	"FGG, IL6, FGA"	63	115	16792	6.95320911	1	0.40562144	64.66113567
GOTERM_BP_DIRECT	GO:0042832~defense response to protozoan	2	3.076923077	0.067904545	"IL6, IL10"	63	19	16792	28.05680869	1	0.404351882	64.93498619
KEGG_PATHWAY	hsa05200:Pathways in cancer	6	9.230769231	0.069207639	"FGF5, IL6, CXCL8, KITLG, FGF21, FLT3LG"	40	393	6879	2.625572519	0.995387241	0.319011064	52.8904531
GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	3	4.615384615	0.070506063	"TNFRSF9, TNFRSF10B, TNFSF12"	63	118	16792	6.776432607	1	0.412909481	66.36553295
GOTERM_BP_DIRECT	GO:0044267~cellular protein metabolic process	3	4.615384615	0.070506063	"APOA4, FGA, GSN"	63	118	16792	6.776432607	1	0.412909481	66.36553295
GOTERM_BP_DIRECT	GO:0050850~positive regulation of calcium-mediated signaling	2	3.076923077	0.071349958	"CCL3, CCL4"	63	20	16792	26.65396825	1	0.413236956	66.81775926
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	4	6.153846154	0.072602665	"FBLN1, IL6, CCL3, GSN"	63	262	16792	4.06930813	1	0.415398314	67.47860998
GOTERM_MF_DIRECT	GO:0016209~antioxidant activity	2	3.076923077	0.073194784	"APOA4, ALB"	65	20	16881	25.97076923	0.999976101	0.346665747	59.21534963
GOTERM_BP_DIRECT	GO:0045861~negative regulation of proteolysis	2	3.076923077	0.07478284	"PLAT, CSTB"	63	21	16792	25.38473167	1	0.421608425	68.59954264
GOTERM_BP_DIRECT	GO:0045921~positive regulation of exocytosis	2	3.076923077	0.07478284	"FGG, FGA"	63	21	16792	25.38473167	1	0.421608425	68.59954264
GOTERM_BP_DIRECT	GO:0045663~positive regulation of myoblast differentiation	2	3.076923077	0.07478284	"CXCL9, FLT3LG"	63	21	16792	25.38473167	1	0.421608425	68.59954264
REACTOME_PATHWAY	R-HSA-216083:R-HSA-216083	3	4.615384615	0.075662676	"FGG, FGA, VTN"	49	86	9075	6.460607499	0.999697629	0.463867242	58.44428518
REACTOME_PATHWAY	R-HSA-917937:R-HSA-917937	2	3.076923077	0.076524488	"TF, CP"	49	15	9075	24.69387755	0.999725328	0.443289251	58.87467691
REACTOME_PATHWAY	R-HSA-372708:R-HSA-372708	2	3.076923077	0.076524488	"FGG, FGA"	49	15	9075	24.69387755	0.999725328	0.443289251	58.87467691
REACTOME_PATHWAY	R-HSA-354194:R-HSA-354194	2	3.076923077	0.076524488	"FGG, FGA"	49	15	9075	24.69387755	0.999725328	0.443289251	58.87467691
KEGG_PATHWAY	hsa05152:Tuberculosis	4	6.153846154	0.077990534	"IL6, IL10RB, CTSD, IL10"	40	177	6879	3.886440678	0.997734555	0.33368913	57.35223108
GOTERM_BP_DIRECT	GO:0090023~positive regulation of neutrophil chemotaxis	2	3.076923077	0.078203236	"CXCL8, CCL19"	63	22	16792	24.23088023	1	0.432978595	70.28574776
GOTERM_BP_DIRECT	GO:0050718~positive regulation of interleukin-1 beta secretion	2	3.076923077	0.078203236	"CCL3, CCL19"	63	22	16792	24.23088023	1	0.432978595	70.28574776
GOTERM_MF_DIRECT	GO:0005104~fibroblast growth factor receptor binding	2	3.076923077	0.080217465	"FGF5, FGF21"	65	22	16881	23.60979021	0.99999176	0.362531767	62.71613193
GOTERM_MF_DIRECT	GO:0031210~phosphatidylcholine binding	2	3.076923077	0.083709136	"APOA4, APOA2"	65	23	16881	22.58327759	0.999995162	0.364470197	64.35231474
GOTERM_MF_DIRECT	GO:0048020~CCR chemokine receptor binding	2	3.076923077	0.083709136	"CCL19, CX3CL1"	65	23	16881	22.58327759	0.999995162	0.364470197	64.35231474
GOTERM_BP_DIRECT	GO:0002092~positive regulation of receptor internalization	2	3.076923077	0.085006749	"GH1, SELE"	63	24	16792	22.21164021	1	0.457906937	73.39163599
GOTERM_BP_DIRECT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	3	4.615384615	0.08660737	"IL6, AGER, S100A12"	63	133	16792	6.01217329	1	0.460840012	74.07694025
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	3	4.615384615	0.086733661	"CXCL8, CCL19, CCL4"	40	87	6879	5.930172414	0.998891313	0.346417296	61.41055094
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	3	4.615384615	0.086733661	"IL6, KITLG, FLT3LG"	40	87	6879	5.930172414	0.998891313	0.346417296	61.41055094
GOTERM_MF_DIRECT	GO:0005031~tumor necrosis factor-activated receptor activity	2	3.076923077	0.087187758	"TNFRSF9, TNFRSF10B"	65	24	16881	21.64230769	0.999997159	0.366265605	65.91678543
GOTERM_BP_DIRECT	GO:0034612~response to tumor necrosis factor	2	3.076923077	0.088389954	"CHI3L1, SELE"	63	25	16792	21.3231746	1	0.464428809	74.82075472
GOTERM_BP_DIRECT	GO:0007159~leukocyte cell-cell adhesion	2	3.076923077	0.088389954	"APOA4, SELE"	63	25	16792	21.3231746	1	0.464428809	74.82075472
GOTERM_BP_DIRECT	GO:0032735~positive regulation of interleukin-12 production	2	3.076923077	0.088389954	"CCL19, AGER"	63	25	16792	21.3231746	1	0.464428809	74.82075472
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	3	4.615384615	0.088442218	"IL6, CCL3, CXCL8"	40	88	6879	5.862784091	0.999036581	0.335373941	62.16153532
GOTERM_BP_DIRECT	GO:0051928~positive regulation of calcium ion transport	2	3.076923077	0.09176085	"CCL3, CCL4"	63	26	16792	20.5030525	1	0.474104598	76.17319496
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	5	7.692307692	0.093170115	"FGF5, IL6, ESM1, FGF21, FLT3LG"	63	466	16792	2.859867838	1	0.476013455	76.71825972
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	3	4.615384615	0.094467124	"IL6, CCL3, CCL7"	63	140	16792	5.711564626	1	0.477461333	77.20960619
REACTOME_PATHWAY	R-HSA-977225:R-HSA-977225	3	4.615384615	0.094599273	"APOA4, FGA, GSN"	49	98	9075	5.669512703	0.99996414	0.494593962	67.01652718
GOTERM_MF_DIRECT	GO:0005496~steroid binding	2	3.076923077	0.097545812	"SHBG, SERPINA6"	65	27	16881	19.23760684	0.999999425	0.390728113	70.21063545
