
Generated at: 2019/05/07 11:56:05
mirDIP version: 4.1.11.1.
Database version: 4.1.0.3


Micro RNAs: hsa-miR-16-5p 
hsa-miR-19b-3p 
hsa-miR-20b-5p 
hsa-miR-21-5p 
hsa-miR-24-3p 
hsa-miR-26a-5p 
hsa-miR-27b-3p 
hsa-miR-28-5p 
hsa-miR-29a-3p 
hsa-miR-30b-5p 
hsa-miR-92a-3p 
hsa-miR-93-5p 
hsa-miR-99b-5p 
hsa-miR-122-5p 
hsa-miR-126-3p 
hsa-miR-126-5p 
hsa-miR-130a-3p 
hsa-miR-140-5p 
hsa-miR-143-3p 
hsa-miR-145-5p 
hsa-miR-150-5p 
hsa-miR-191-5p 
hsa-miR-192-5p 
hsa-miR-197-3p 
hsa-miR-221-3p 
hsa-miR-222-3p 
hsa-miR-223-3p 
hsa-miR-223-5p 
hsa-miR-320a 
hsa-miR-324-5p 
hsa-miR-375 
hsa-miR-486-5p 
hsa-miR-574-3p 
hsa-miR-885-5p 
hsa-let-7b-5p 
hsa-let-7d-5p 
Minimum Score class - Very High


Results (7397)
Gene,Uniprot \ miRNAs,hsa-let-7b-5p,hsa-let-7d-5p,hsa-miR-122-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-130a-3p,hsa-miR-140-5p,hsa-miR-143-3p,hsa-miR-145-5p,hsa-miR-150-5p,hsa-miR-16-5p,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-197-3p,hsa-miR-19b-3p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-223-5p,hsa-miR-24-3p,hsa-miR-26a-5p,hsa-miR-27b-3p,hsa-miR-28-5p,hsa-miR-29a-3p,hsa-miR-30b-5p,hsa-miR-320a,hsa-miR-324-5p,hsa-miR-375,hsa-miR-486-5p,hsa-miR-574-3p,hsa-miR-885-5p,hsa-miR-92a-3p,hsa-miR-93-5p,hsa-miR-99b-5p,Shared miRNAs
CXCL11,O14625,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,2
CXCL12,P48061,,,,,,Y,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,Y,,,,,Y,,7
CXCL14,O95715,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
CXCL5,P42830,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,Y,,,3
CXCL6,P80162,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
CXCL8,P10145,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
CXCR2,P25025,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
CXCR5,P32302,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,3
CXXC4,Q9H2H0,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,2
CXorf36,Q9H7Y0,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CXorf38,Q8TB03,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
CYB561,P49447,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,2
CYB561A3,Q8NBI2,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,2
CYB561D1,Q8N8Q1,Y,Y,Y,,Y,,Y,Y,,Y,Y,,,,Y,Y,,,,,,Y,,,,Y,,,,,,,,,Y,,13
CYB5B,O43169,,,,,,,Y,,,Y,Y,,,,,Y,,,,,,Y,,,,,Y,,,Y,,,,,Y,,8
CYB5D1,Q6P9G0,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
CYB5R4,Q7L1T6,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,2
CYBB,P04839,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
CYBRD1,Q53TN4,,,Y,,,Y,,Y,,,Y,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,Y,,8
CYCS,P99999,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,Y,,,,,,,,,Y,,4
CYFIP2,Q96F07,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CYLD,Q9NQC7,,,,,,Y,,,Y,Y,Y,,,Y,Y,Y,,Y,Y,,,,,,,,Y,Y,,,,,,Y,Y,,13
CYP19A1,P11511,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CYP1B1,Q16678,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,Y,,,,,,,,,4
CYP20A1,Q6UW02,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,4
CYP26B1,Q9NR63,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,4
CYP27C1,Q4G0S4,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CYP2U1,Q7Z449,,Y,,,,Y,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,6
CYP46A1,Q9Y6A2,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3
CYP4F2,P78329,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CYP4F3,Q08477,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
CYP4V2,Q6ZWL3,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
CYP4X1,Q8N118,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,3
CYP7A1,P22680,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
CYP8B1,Q9UNU6,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CYR61,O00622,,,Y,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,4
CYSLTR2,Q9NS75,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,2
CYTH1,Q15438,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,3
CYTH2,Q99418,,,,,,,Y,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,3
CYTH3,O43739,Y,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,5
CYTIP,O60759,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,2
DAAM1,Q9Y4D1,,,,,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,,,,,Y,,,5
DAB1,O75553,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,2
DAB2,P98082,,,,,,,Y,Y,Y,Y,,,,,,Y,,,,,,,Y,,,,,Y,,,,,,,Y,,8
DAB2IP,Q5VWQ8,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,,,5
DACH1,Q9UI36,,,,,,,,,Y,,Y,,,,,,,Y,Y,,,Y,Y,,,,,,,,,,,,,,6
DACT1,Q9NYF0,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,4
DAD1,P61803,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,2
DAG1,Q14118,,,,,,,Y,,Y,,Y,,,,Y,,Y,,,Y,,,,,,Y,Y,Y,,,,,,Y,,,10
DAGLA,Q9Y4D2,Y,Y,,,,,,,Y,,Y,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,,7
DAND5,Q8N907,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,2
DAP,P51397,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,2
DAPK1,P53355,Y,Y,,,,,,Y,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,5
DAPK2,Q9UIK4,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
DAPP1,Q9UN19,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,2
DARS2,Q6PI48,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,3
DAZAP1,Q96EP5,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,2
DAZAP2,Q15038,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,Y,,Y,,4
DAZL,Q92904,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,2
DBF4,Q9UBU7,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,2
DBF4B,Q8NFT6,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,2
DBN1,Q16643,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,2
DBT,P11182,,,Y,,,Y,Y,Y,,Y,,Y,Y,,Y,Y,,Y,Y,Y,,,,,,Y,,,,,,,Y,Y,Y,,16
DBX2,Q6ZNG2,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
DCAF10,Q5QP82,,,Y,,,Y,,,,,Y,,,,,Y,,,,,,Y,Y,,Y,,,Y,,,,,,Y,Y,,10
DCAF11,Q8TEB1,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,Y,,,,,,,,,3
DCAF12,Q5T6F0,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,,Y,,Y,,,,,,,,,6
DCAF15,Q66K64,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DCAF16,Q9NXF7,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,2
DCAF17,Q5H9S7,,,,,,,,Y,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,4
DCAF4L1,Q3SXM0,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,2
DCAF4L2,Q8NA75,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,2
DCAF5,Q96JK2,,,,,,,,Y,,,Y,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,5
DCAF6,Q58WW2,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,3
DCAF7,P61962,,Y,,,,,,,Y,,Y,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,Y,,,,,Y,,15
DCAF8,Q5TAQ9,Y,Y,,,,Y,,,,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,Y,Y,,11
DCBLD2,Q96PD2,,,,,,Y,,,,,Y,,,Y,Y,Y,,,,,,Y,Y,,,,,Y,,,Y,,,,Y,,10
DCC,P43146,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,Y,,,,Y,,,Y,,,Y,,,7
DCDC2,Q9UHG0,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,2
DCHS1,Q96JQ0,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,2
DCK,P27707,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,2
DCLK1,O15075,,,,,,,,Y,,,Y,,,,,,,Y,Y,,,,Y,Y,Y,,,,,Y,,,,,,,8
DCLK2,Q8N568,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,2
DCLK3,Q9C098,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,2
DCLRE1B,Q9H816,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DCN,P07585,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DCP1A,Q9NPI6,,,,,,,,,,,Y,,,,,Y,,,,,,,,Y,,,Y,Y,,,,,Y,Y,Y,,8
DCP2,Q8IU60,,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,,,,,,,Y,Y,,Y,Y,Y,,Y,,,,Y,,,14
DCTN4,Q9UJW0,,,,,,,,Y,Y,,Y,Y,,Y,,,Y,,,,,,Y,Y,,,Y,Y,,,,,,,,,10
DCTN5,Q9BTE1,,,Y,,,,,Y,,Y,Y,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,7
DCUN1D1,Q96GG9,,,,,,,,Y,Y,,Y,,,,Y,,,Y,Y,,,Y,,,,,,Y,,,,,,,Y,,9
DCUN1D2,Q6PH85,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DCUN1D3,Q8IWE4,Y,Y,,,,Y,Y,,,,Y,,,,Y,Y,Y,,,Y,,,Y,,,,Y,Y,,,,,,,Y,,13
DCUN1D4,Q92564,,Y,,,,Y,Y,Y,,,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,,Y,Y,Y,,Y,,,,,,,16
DCUN1D5,Q9BTE7,,,,,,,,,,,Y,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,4
DCX,O43602,Y,Y,,,,,,Y,,Y,Y,,Y,,,,,Y,Y,,,Y,,Y,Y,Y,Y,,Y,,,,,Y,,,15
DDAH1,O94760,,,Y,,,Y,Y,Y,,,,,,,,,Y,,,Y,,,,Y,,,Y,,,,,,,,Y,,9
DDHD1,Q8NEL9,,Y,,,,,,,,,Y,Y,,,Y,Y,,,,,,,Y,,,,,Y,,,,,,,Y,,8
DDHD2,O94830,,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,Y,,,7
DDI1,Q8WTU0,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
DDI2,Q5TDH0,Y,Y,,,,,,Y,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,6
DDIAS,Q8IXT1,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
DDIT4,Q9NX09,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,Y,,,,,,,Y,,,5
DDN,O94850,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3
DDOST,P39656,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,3
DDTL,A6NHG4,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,2
DDX17,Q92841,,,,,,Y,,Y,Y,,,,,,Y,,Y,,,,,,Y,,,,,,,,,,,,,,6
DDX19A,Q9NUU7,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DDX19B,Q9UMR2,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DDX21,Q9NR30,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,3
DDX3X,O00571,,,Y,,,Y,Y,,,,Y,,Y,,Y,,,Y,Y,Y,,,Y,,,Y,,Y,,,,,,Y,,,13
DDX3Y,O15523,,,,,,,Y,,,Y,Y,,,,Y,,,Y,Y,,,,Y,Y,,Y,,,,,,,,Y,,,10
DDX42,Q86XP3,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,3
DDX46,Q7L014,,,,,,,Y,Y,Y,,,,,,,Y,,,,,,Y,,,,Y,Y,,,,,,,,Y,,8
DDX5,P17844,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
DDX51,Q8N8A6,,,,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,4
DDX52,Q9Y2R4,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,2
DDX54,Q8TDD1,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,3
DDX58,O95786,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,2
DDX6,P26196,,,Y,,,Y,,Y,Y,,Y,Y,Y,,Y,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,14
DEDD,O75618,,,Y,,,Y,,,,,Y,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,Y,,7
DEK,P35659,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,2
DENND1A,Q8TEH3,,,,,,Y,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,3
DENND1B,Q6P3S1,,,,,Y,,,Y,,,Y,,,,Y,Y,,Y,Y,Y,,,Y,,,Y,Y,Y,,,,,,Y,Y,,14
DENND2C,Q68D51,,,Y,,,,,Y,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,4
DENND4A,Q7Z401,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
DENND4B,O75064,,,,,,,,,Y,,Y,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,4
DENND4C,Q5VZ89,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,3
DENND5B,Q6ZUT9,Y,Y,,,,,,,Y,Y,,,,,,Y,,,,Y,,Y,Y,Y,,,,Y,,,,,,Y,Y,,12
DENND6A,Q8IWF6,Y,Y,,,,,,,,,Y,,,,Y,Y,,,,Y,,,,,,Y,,,,,,,,,Y,,8
DEPDC1,Q5TB30,,,,,,Y,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,4
DEPDC1B,Q8WUY9,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,4
DERL1,Q9BUN8,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,Y,,,,,,,5
DERL2,Q9GZP9,,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,Y,,4
DESI1,Q6ICB0,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,2
DESI2,Q9BSY9,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,Y,Y,,,,,,,,Y,6
DET1,Q7L5Y6,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,2
DFFB,O76075,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,2
DGKB,Q9Y6T7,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,3
DGKD,Q16760,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,3
DGKE,P52429,,,,,,Y,,,,,,,,,Y,Y,,Y,Y,Y,,,,Y,,,Y,,,,,,,,Y,,9
DGKG,P49619,,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,3
DGKH,Q86XP1,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,3
DGKI,O75912,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,3
DGKQ,P52824,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
DHCR24,Q15392,,,,,,,Y,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,3
DHDDS,Q86SQ9,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,5
DHRS3,O75911,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,2
DHTKD1,Q96HY7,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,3
DHX15,O43143,,,Y,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,5
DHX33,Q9H6R0,,,,,,,,,,Y,Y,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,5
DHX36,Q9H2U1,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2
DHX40,Q8IX18,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,Y,,,,,,,,Y,,4
DHX57,Q6P158,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DIAPH1,O60610,,,,,,,,Y,Y,,Y,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,5
DIAPH2,O60879,Y,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,Y,,,,Y,,,Y,,,,9
DIAPH3,Q9NSV4,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,3
DICER1,Q9UPY3,Y,Y,Y,,,Y,Y,Y,,,Y,,Y,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,15
DIDO1,Q9BTC0,,,Y,,,,,,,,,,,,,Y,,,,,Y,,Y,Y,,,,,,,,,,,Y,,6
DIEXF,Q68CQ4,,,,,,,,Y,,,Y,,Y,,,Y,,Y,,,,Y,,Y,,,,,,,,,,,Y,,8
DIO2,Q92813,,,,,,,Y,,,Y,,,,Y,,Y,,,,Y,,,,,,Y,Y,Y,,,,,,,,,8
DIP2A,Q14689,Y,Y,,,,Y,,,Y,,,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,,8
DIP2B,Q9P265,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,,6
DIP2C,Q9Y2E4,,,,Y,,Y,,,,,,,,Y,Y,Y,,,,,,,,,,Y,Y,Y,,Y,,,,,Y,,10
DIRAS1,O95057,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,Y,,,4
DIRAS2,Q96HU8,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,3
DIRAS3,O95661,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
DIRC2,Q96SL1,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,Y,,5
DIS3,Q9Y2L1,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,2
DISC1,Q9NRI5,,,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,4
DIXDC1,Q155Q3,,,Y,,,,,Y,Y,,Y,,Y,,Y,,,,,,,,,,Y,Y,,Y,,,,,,,,,9
DKK1,O94907,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,2
DKK2,Q9UBU2,,,,,,,Y,,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,Y,,,,,,6
DKK3,Q9UBP4,Y,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,Y,,,6
DLAT,P10515,,,Y,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,3
DLC1,Q96QB1,Y,Y,,,,Y,,,Y,,Y,,,,Y,Y,,,,,,Y,,,,,,,,,,,Y,,Y,,10
DLD,P09622,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,4
DLEU7,Q6UYE1,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
DLG1,Q12959,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,3
DLG2,Q15700,,,Y,,,Y,Y,,,,Y,,,,Y,,Y,Y,Y,Y,,Y,,,,Y,Y,Y,,Y,,,,,,,14
DLG3,Q92796,,,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,,,,,,4
DLG4,P78352,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,4
DLG5,Q8TDM6,,,,,,Y,,,,,,,Y,,Y,,,,,,,,Y,,,,Y,,,,,,,Y,,,6
DLGAP1,O14490,,,,,,,Y,,Y,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,,,5
DLGAP2,Q9P1A6,,,,,,,,,,Y,Y,,,,,Y,,,,,,Y,,,,Y,Y,,,,,,Y,Y,Y,,9
DLGAP4,Q9Y2H0,Y,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,,6
DLL1,O00548,,,,,,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,3
DLL4,Q9NR61,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,3
DLST,P36957,Y,Y,,,,,,,,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,5
DLX1,P56177,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,2
DLX3,O60479,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,2
DLX6,P56179,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,3
DMD,P11532,Y,Y,,,,,Y,Y,,,Y,,,,Y,Y,Y,,,Y,,,Y,,,,Y,Y,,Y,,,,,Y,,14
DMP1,Q13316,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,5
DMRT2,Q9Y5R5,Y,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,5
DMRT3,Q9NQL9,,,,,,Y,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,5
DMRTA2,Q96SC8,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,3
DMTF1,Q9Y222,Y,Y,,,,,Y,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,7
DMXL1,Q9Y485,,,,,,Y,,Y,Y,,,,,,,,,,,,,,Y,,,,,Y,,,,,,Y,,,6
DMXL2,Q8TDJ6,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,,3
DNA2,P51530,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,5
DNAAF1,Q8NEP3,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
DNAH5,Q8TE73,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,2
DNAJA2,O60884,Y,Y,,,,,Y,,,,Y,,,,Y,,Y,,,,,Y,Y,,,,,Y,,,,,,,Y,,10
DNAJA4,Q8WW22,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,4
DNAJB1,P25685,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,2
DNAJB11,Q9UBS4,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,2
DNAJB12,Q9NXW2,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,2
DNAJB14,Q8TBM8,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,,,,3
DNAJB4,Q9UDY4,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,3
DNAJB5,O75953,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,2
DNAJB6,O75190,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,3
DNAJB7,Q7Z6W7,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DNAJB9,Q9UBS3,Y,Y,,,,Y,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,Y,Y,,8
DNAJC1,Q96KC8,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,3
DNAJC13,O75165,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,,,,,5
DNAJC14,Q6Y2X3,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
