Mirna Name,Transcript Id,Gene Idname,Gene name,miTG score
hsa-miR-148a-3p,ENST00000005178,ENSG00000004799,PDK4,0.707415712
hsa-miR-148a-3p,ENST00000522532,ENSG00000147684,NDUFB9,0.707346315
hsa-miR-148a-3p,ENST00000333039,ENSG00000221890,NPTXR,0.707292714
hsa-miR-148a-3p,ENST00000253686,ENSG00000131368,MRPS25,0.707118122
hsa-miR-148a-3p,ENST00000288135,ENSG00000157404,KIT,0.706558346
hsa-miR-148a-3p,ENST00000236709,ENSG00000118017,A4GNT,0.70654554
hsa-miR-148a-3p,ENST00000456262,ENSG00000170264,FAM161A,0.706271776
hsa-miR-148a-3p,ENST00000577831,ENSG00000125686,MED1,0.706087677
hsa-miR-148a-3p,ENST00000421745,ENSG00000115760,BIRC6,0.706020529
hsa-miR-148a-3p,ENST00000540664,ENSG00000196233,LCOR,0.705930157
hsa-miR-148a-3p,ENST00000258301,ENSG00000135823,STX6,0.705736867
hsa-miR-148a-3p,ENST00000481416,ENSG00000121057,AKAP1,0.705633307
hsa-miR-148a-3p,ENST00000354534,ENSG00000196876,SCN8A,0.70558322
hsa-miR-148a-3p,ENST00000396432,ENSG00000107863,ARHGAP21,0.704891817
hsa-miR-148a-3p,ENST00000552674,ENSG00000139613,SMARCC2,0.704618792
hsa-miR-148a-3p,ENST00000306609,ENSG00000172288,CDY1,0.704154721
hsa-miR-148a-3p,ENST00000586313,ENSG00000126261,UBA2,0.704118795
hsa-miR-148a-3p,ENST00000264498,ENSG00000138685,FGF2,0.7037343
hsa-miR-148a-3p,ENST00000306882,ENSG00000172352,CDY1B,0.703438699
hsa-miR-148a-3p,ENST00000376259,ENSG00000028137,TNFRSF1B,0.70335593
hsa-miR-148a-3p,ENST00000439151,ENSG00000165671,NSD1,0.70320963
hsa-miR-148a-3p,ENST00000371362,ENSG00000203985,LDLRAD1,0.703167261
hsa-miR-148a-3p,ENST00000371250,ENSG00000162407,PPAP2B,0.703085282
hsa-miR-148a-3p,ENST00000338957,ENSG00000102053,ZC3H12B,0.702955191
hsa-miR-148a-3p,ENST00000311663,ENSG00000174196,FAM21D,0.702775572
hsa-miR-148a-3p,ENST00000609438,ENSG00000185477,GPRIN3,0.702680084
hsa-miR-148a-3p,ENST00000317593,ENSG00000171643,S100Z,0.702623701
hsa-miR-148a-3p,ENST00000381573,ENSG00000120217,CD274,0.70258436
hsa-miR-148a-3p,ENST00000377309,ENSG00000089101,C20orf26,0.702526696
hsa-miR-148a-3p,ENST00000340749,ENSG00000173262,SLC2A14,0.702149077
hsa-miR-148a-3p,ENST00000500968,ENSG00000247746,USP51,0.702138034
hsa-miR-148a-3p,ENST00000592737,ENSG00000125912,NCLN,0.702014491
hsa-miR-148a-3p,ENST00000339690,ENSG00000151617,EDNRA,0.701414737
hsa-miR-148a-3p,ENST00000432667,ENSG00000151353,TMEM18,0.701393092
hsa-miR-148a-3p,ENST00000370994,ENSG00000142864,SERBP1,0.701300683
hsa-miR-148a-3p,ENST00000480687,ENSG00000173540,GMPPB,0.701085073
hsa-miR-148a-3p,ENST00000536441,ENSG00000149212,SESN3,0.700523511
hsa-miR-148a-3p,ENST00000245407,ENSG00000197375,SLC22A5,0.700422879
hsa-miR-148a-3p,ENST00000563588,ENSG00000156873,PHKG2,0.700217643
hsa-miR-148a-5p,ENST00000334567,ENSG00000186329,TMEM212,0.998531062
hsa-miR-148a-5p,ENST00000521891,ENSG00000091656,ZFHX4,0.993660046
hsa-miR-148a-5p,ENST00000578317,ENSG00000141030,COPS3,0.993381991
hsa-miR-148a-5p,ENST00000368635,ENSG00000155130,MARCKS,0.992891197
hsa-miR-148a-5p,ENST00000379687,ENSG00000173681,CXorf23,0.992260982
hsa-miR-148a-5p,ENST00000340595,ENSG00000080493,SLC4A4,0.991397575
hsa-miR-148a-5p,ENST00000194672,ENSG00000082269,FAM135A,0.989700018
hsa-miR-148a-5p,ENST00000598930,ENSG00000269282,AC024257.1,0.989699496
hsa-miR-148a-5p,ENST00000430321,ENSG00000144357,UBR3,0.988930218
hsa-miR-148a-5p,ENST00000537553,ENSG00000110888,CAPRIN2,0.988766072
hsa-miR-148a-5p,ENST00000288266,ENSG00000157500,APPL1,0.988645025
hsa-miR-148a-5p,ENST00000271411,ENSG00000143190,POU2F1,0.988215527
hsa-miR-148a-5p,ENST00000423035,ENSG00000197121,PGAP1,0.986978947
hsa-miR-148a-5p,ENST00000258349,ENSG00000135870,RC3H1,0.98351075
hsa-miR-148a-5p,ENST00000425534,ENSG00000163412,EIF4E3,0.983254831
hsa-miR-148a-5p,ENST00000429071,ENSG00000006652,IFRD1,0.983184026
hsa-miR-148a-5p,ENST00000559192,ENSG00000140455,USP3,0.981570152
hsa-miR-148a-5p,ENST00000558084,ENSG00000055609,KMT2C,0.98095919
hsa-miR-148a-5p,ENST00000592773,ENSG00000198597,ZNF536,0.980128545
hsa-miR-148a-5p,ENST00000406875,ENSG00000064393,HIPK2,0.978603554
hsa-miR-148a-5p,ENST00000256509,ENSG00000134121,CHL1,0.978054221
hsa-miR-148a-5p,ENST00000375458,ENSG00000082438,COBLL1,0.978036866
hsa-miR-148a-5p,ENST00000503335,ENSG00000145794,MEGF10,0.977924605
hsa-miR-148a-5p,ENST00000247930,ENSG00000196453,ZNF777,0.977906132
hsa-miR-148a-5p,ENST00000261745,ENSG00000111300,NAA25,0.976480806
hsa-miR-148a-5p,ENST00000382004,ENSG00000080298,RFX3,0.976294687
hsa-miR-148a-5p,ENST00000400573,ENSG00000099954,CECR2,0.976108494
hsa-miR-148a-5p,ENST00000482512,ENSG00000173230,GOLGB1,0.975559608
hsa-miR-148a-5p,ENST00000378119,ENSG00000112308,C6orf62,0.975166697
hsa-miR-148a-5p,ENST00000216513,ENSG00000100625,SIX4,0.975127522
hsa-miR-148a-5p,ENST00000264377,ENSG00000114948,ADAM23,0.974763047
hsa-miR-148a-5p,ENST00000338700,ENSG00000109654,TRIM2,0.97366584
hsa-miR-148a-5p,ENST00000517608,ENSG00000104343,UBE2W,0.973199095
hsa-miR-148a-5p,ENST00000398399,ENSG00000206538,VGLL3,0.973030499
hsa-miR-148a-5p,ENST00000349496,ENSG00000168036,CTNNB1,0.972993879
hsa-miR-148a-5p,ENST00000482325,ENSG00000135968,GCC2,0.972774946
hsa-miR-148a-5p,ENST00000409645,ENSG00000152127,MGAT5,0.970930599
hsa-miR-148a-5p,ENST00000314499,ENSG00000178662,CSRNP3,0.969595686
hsa-miR-148a-5p,ENST00000366968,ENSG00000143494,VASH2,0.968748465
hsa-miR-148a-5p,ENST00000428210,ENSG00000082898,XPO1,0.968506786
hsa-miR-148a-5p,ENST00000342983,ENSG00000123728,RAP2C,0.968137536
hsa-miR-148a-5p,ENST00000543879,ENSG00000021776,AQR,0.96806358
hsa-miR-148a-5p,ENST00000295065,ENSG00000162959,MEMO1,0.968003321
hsa-miR-148a-5p,ENST00000335670,ENSG00000069667,RORA,0.967052025
hsa-miR-148a-5p,ENST00000321437,ENSG00000166128,RAB8B,0.9668576
hsa-miR-148a-5p,ENST00000419610,ENSG00000004534,RBM6,0.966122778
hsa-miR-148a-5p,ENST00000367701,ENSG00000185278,ZBTB37,0.965656414
hsa-miR-148a-5p,ENST00000548054,ENSG00000257987,LINC00935,0.965525122
hsa-miR-148a-5p,ENST00000587536,ENSG00000267106,C19orf82,0.96452327
hsa-miR-148a-5p,ENST00000531224,ENSG00000029363,BCLAF1,0.964147216
hsa-miR-148a-5p,ENST00000235307,ENSG00000116667,C1orf21,0.963933453
hsa-miR-148a-5p,ENST00000558181,ENSG00000128915,NARG2,0.963369147
hsa-miR-148a-5p,ENST00000526737,ENSG00000159063,ALG8,0.96328488
hsa-miR-148a-5p,ENST00000406900,ENSG00000096717,SIRT1,0.962943063
hsa-miR-148a-5p,ENST00000373191,ENSG00000126070,AGO3,0.962738841
hsa-miR-148a-5p,ENST00000360647,ENSG00000163848,ZNF148,0.962406803
hsa-miR-148a-5p,ENST00000361875,ENSG00000196428,TSC22D2,0.961853902
hsa-miR-148a-5p,ENST00000326866,ENSG00000179059,ZFP42,0.960436663
hsa-miR-148a-5p,ENST00000282561,ENSG00000152661,GJA1,0.960255693
hsa-miR-148a-5p,ENST00000284073,ENSG00000153944,MSI2,0.95901279
hsa-miR-148a-5p,ENST00000547095,ENSG00000061987,MON2,0.958523777
hsa-miR-148a-5p,ENST00000532414,ENSG00000254726,MEX3A,0.957295672
hsa-miR-148a-5p,ENST00000265866,ENSG00000096746,HNRNPH3,0.956825068
hsa-miR-148a-5p,ENST00000373255,ENSG00000099284,H2AFY2,0.956822811
hsa-miR-148a-5p,ENST00000409947,ENSG00000169967,MAP3K2,0.956445924
hsa-miR-148a-5p,ENST00000456936,ENSG00000134970,TMED7,0.956118465
hsa-miR-148a-5p,ENST00000416283,ENSG00000006576,PHTF2,0.955059809
hsa-miR-148a-5p,ENST00000261798,ENSG00000113712,CSNK1A1,0.954868075
hsa-miR-148a-5p,ENST00000341165,ENSG00000188554,NBR1,0.954598854
hsa-miR-148a-5p,ENST00000421367,ENSG00000107566,ERLIN1,0.954358942
hsa-miR-148a-5p,ENST00000367510,ENSG00000121481,RNF2,0.953854114
hsa-miR-148a-5p,ENST00000324817,ENSG00000180182,MED14,0.952692825
hsa-miR-148a-5p,ENST00000373747,ENSG00000134644,PUM1,0.951593345
hsa-miR-148a-5p,ENST00000534964,ENSG00000047346,FAM214A,0.951494023
hsa-miR-148a-5p,ENST00000261890,ENSG00000103769,RAB11A,0.950804867
hsa-miR-148a-5p,ENST00000361264,ENSG00000198876,DCAF12,0.950542345
hsa-miR-148a-5p,ENST00000392238,ENSG00000138439,FAM117B,0.949946738
hsa-miR-148a-5p,ENST00000525842,ENSG00000196323,ZBTB44,0.949739751
hsa-miR-148a-5p,ENST00000033079,ENSG00000031003,FAM13B,0.949272358
hsa-miR-148a-5p,ENST00000434009,ENSG00000009413,REV3L,0.949215292
hsa-miR-148a-5p,ENST00000398204,ENSG00000008277,ADAM22,0.949106885
hsa-miR-148a-5p,ENST00000430804,ENSG00000188906,LRRK2,0.946547741
hsa-miR-148a-5p,ENST00000258704,ENSG00000136206,SPDYE1,0.946419099
hsa-miR-148a-5p,ENST00000378191,ENSG00000196581,AJAP1,0.945608179
hsa-miR-148a-5p,ENST00000505939,ENSG00000131127,ZNF141,0.945526867
hsa-miR-148a-5p,ENST00000445503,ENSG00000116062,MSH6,0.945241165
hsa-miR-148a-5p,ENST00000296575,ENSG00000164161,HHIP,0.943467757
hsa-miR-148a-5p,ENST00000474889,ENSG00000144724,PTPRG,0.94329997
hsa-miR-148a-5p,ENST00000362032,ENSG00000198829,SUCNR1,0.942770698
hsa-miR-148a-5p,ENST00000426548,ENSG00000182963,GJC1,0.942629444
hsa-miR-148a-5p,ENST00000380148,ENSG00000205456,TP53TG3D,0.942477822
hsa-miR-148a-5p,ENST00000380934,ENSG00000147862,NFIB,0.942107571
hsa-miR-148a-5p,ENST00000451599,ENSG00000123104,ITPR2,0.942019796
hsa-miR-148a-5p,ENST00000554908,ENSG00000197045,GMFB,0.941171223
hsa-miR-148a-5p,ENST00000367033,ENSG00000076356,PLXNA2,0.940825883
hsa-miR-148a-5p,ENST00000303697,ENSG00000170959,DCDC1,0.940352805
hsa-miR-148a-5p,ENST00000457714,ENSG00000169760,NLGN1,0.939324809
hsa-miR-148a-5p,ENST00000511480,ENSG00000078177,N4BP2,0.938447665
hsa-miR-148a-5p,ENST00000308488,ENSG00000048649,RSF1,0.938357803
hsa-miR-148a-5p,ENST00000360768,ENSG00000196715,VKORC1L1,0.937918093
hsa-miR-148a-5p,ENST00000395461,ENSG00000213658,LAT,0.93740768
hsa-miR-148a-5p,ENST00000367435,ENSG00000134371,CDC73,0.937290835
hsa-miR-148a-5p,ENST00000327134,ENSG00000180370,PAK2,0.936956453
hsa-miR-148a-5p,ENST00000334220,ENSG00000119689,DLST,0.936409339
hsa-miR-148a-5p,ENST00000282391,ENSG00000152520,PAN3,0.936345035
hsa-miR-148a-5p,ENST00000519560,ENSG00000184347,SLIT3,0.936158435
hsa-miR-148a-5p,ENST00000367001,ENSG00000170385,SLC30A1,0.935953944
hsa-miR-148a-5p,ENST00000437844,ENSG00000148516,ZEB1,0.935797659
hsa-miR-148a-5p,ENST00000514372,ENSG00000124406,ATP8A1,0.933958567
hsa-miR-148a-5p,ENST00000469858,ENSG00000113810,SMC4,0.933791989
hsa-miR-148a-5p,ENST00000287322,ENSG00000156735,BAG4,0.933680916
hsa-miR-148a-5p,ENST00000371989,ENSG00000148248,SURF4,0.933224776
hsa-miR-148a-5p,ENST00000258646,ENSG00000136144,RCBTB1,0.933070436
hsa-miR-148a-5p,ENST00000409825,ENSG00000068724,TTC7A,0.932864216
hsa-miR-148a-5p,ENST00000394670,ENSG00000010244,ZNF207,0.931905372
hsa-miR-148a-5p,ENST00000396947,ENSG00000134363,FST,0.931160219
hsa-miR-148a-5p,ENST00000372397,ENSG00000157514,TSC22D3,0.930865653
hsa-miR-148a-5p,ENST00000377970,ENSG00000136997,MYC,0.930089046
hsa-miR-148a-5p,ENST00000480945,ENSG00000197312,DDI2,0.929288756
hsa-miR-148a-5p,ENST00000395571,ENSG00000165156,ZHX1,0.929025677
hsa-miR-148a-5p,ENST00000359867,ENSG00000213923,CSNK1E,0.928463677
hsa-miR-148a-5p,ENST00000558170,ENSG00000169554,ZEB2,0.927970791
hsa-miR-148a-5p,ENST00000264867,ENSG00000109819,PPARGC1A,0.927758756
hsa-miR-148a-5p,ENST00000310078,ENSG00000173744,AGFG1,0.927653976
hsa-miR-148a-5p,ENST00000519204,ENSG00000145934,TENM2,0.926557154
hsa-miR-148a-5p,ENST00000391366,ENSG00000212670,AL161915.1,0.926297673
hsa-miR-148a-5p,ENST00000336349,ENSG00000179119,SPTY2D1,0.926113984
hsa-miR-148a-5p,ENST00000358171,ENSG00000149257,SERPINH1,0.925962805
hsa-miR-148a-5p,ENST00000324460,ENSG00000044574,HSPA5,0.925815356
hsa-miR-148a-5p,ENST00000262134,ENSG00000087253,LPCAT2,0.925502723
hsa-miR-148a-5p,ENST00000374586,ENSG00000106771,TMEM245,0.925388451
hsa-miR-148a-5p,ENST00000523948,ENSG00000137574,TGS1,0.925146044
hsa-miR-148a-5p,ENST00000313708,ENSG00000164330,EBF1,0.924337344
hsa-miR-148a-5p,ENST00000359653,ENSG00000019995,ZRANB1,0.924103144
hsa-miR-148a-5p,ENST00000610020,ENSG00000122484,RPAP2,0.922804247
hsa-miR-148a-5p,ENST00000368648,ENSG00000108001,EBF3,0.922647742
hsa-miR-148a-5p,ENST00000505599,ENSG00000188981,MSANTD1,0.922330787
hsa-miR-148a-5p,ENST00000008527,ENSG00000008405,CRY1,0.922268363
hsa-miR-148a-5p,ENST00000378204,ENSG00000182197,EXT1,0.922020826
hsa-miR-148a-5p,ENST00000518322,ENSG00000188343,FAM92A1,0.920240502
hsa-miR-148a-5p,ENST00000506526,ENSG00000152582,SPEF2,0.920005625
hsa-miR-148a-5p,ENST00000477973,ENSG00000163602,RYBP,0.919755615
hsa-miR-148a-5p,ENST00000368679,ENSG00000148848,ADAM12,0.919605816
hsa-miR-148a-5p,ENST00000366543,ENSG00000143702,CEP170,0.919599343
hsa-miR-148a-5p,ENST00000395076,ENSG00000100614,PPM1A,0.919040995
hsa-miR-148a-5p,ENST00000437296,ENSG00000114346,ECT2,0.91781692
hsa-miR-148a-5p,ENST00000469430,ENSG00000102786,INTS6,0.917607419
hsa-miR-148a-5p,ENST00000264436,ENSG00000075340,ADD2,0.917458246
hsa-miR-148a-5p,ENST00000554222,ENSG00000092020,PPP2R3C,0.917028305
hsa-miR-148a-5p,ENST00000257836,ENSG00000135378,PRRG4,0.916680307
hsa-miR-148a-5p,ENST00000381405,ENSG00000164283,ESM1,0.916584052
hsa-miR-148a-5p,ENST00000551295,ENSG00000018236,CNTN1,0.916581157
hsa-miR-148a-5p,ENST00000240587,ENSG00000121297,TSHZ3,0.915481706
hsa-miR-148a-5p,ENST00000536534,ENSG00000180287,PLD5,0.915177375
hsa-miR-148a-5p,ENST00000609438,ENSG00000185477,GPRIN3,0.915078228
hsa-miR-148a-5p,ENST00000405485,ENSG00000179988,PSTK,0.914544723
hsa-miR-148a-5p,ENST00000561981,ENSG00000260230,FRRS1L,0.914040915
hsa-miR-148a-5p,ENST00000414423,ENSG00000162923,WDR26,0.913976886
hsa-miR-148a-5p,ENST00000575709,ENSG00000129204,USP6,0.912340839
hsa-miR-148a-5p,ENST00000265970,ENSG00000011405,PIK3C2A,0.911964491
hsa-miR-148a-5p,ENST00000400198,ENSG00000134884,ARGLU1,0.911938464
hsa-miR-148a-5p,ENST00000373245,ENSG00000136877,FPGS,0.91192129
hsa-miR-148a-5p,ENST00000559008,ENSG00000259495,RP11-210M15.2,0.910272421
hsa-miR-148a-5p,ENST00000318887,ENSG00000179021,C3orf38,0.910247744
hsa-miR-148a-5p,ENST00000337537,ENSG00000154001,PPP2R5E,0.909721248
hsa-miR-148a-5p,ENST00000263734,ENSG00000116016,EPAS1,0.909318232
hsa-miR-148a-5p,ENST00000371117,ENSG00000170927,PKHD1,0.908540389
hsa-miR-148a-5p,ENST00000361354,ENSG00000061676,NCKAP1,0.908524398
hsa-miR-148a-5p,ENST00000357692,ENSG00000198160,MIER1,0.907828833
hsa-miR-148a-5p,ENST00000355780,ENSG00000040341,STAU2,0.907109867
hsa-miR-148a-5p,ENST00000244769,ENSG00000124788,ATXN1,0.906948077
hsa-miR-148a-5p,ENST00000369577,ENSG00000188994,ZNF292,0.906894324
hsa-miR-148a-5p,ENST00000366607,ENSG00000173726,TOMM20,0.906878719
hsa-miR-148a-5p,ENST00000312431,ENSG00000151914,DST,0.906553807
hsa-miR-148a-5p,ENST00000373956,ENSG00000150275,PCDH15,0.906401962
hsa-miR-148a-5p,ENST00000453654,ENSG00000157680,DGKI,0.906206239
hsa-miR-148a-5p,ENST00000394718,ENSG00000179841,AKAP5,0.905710282
hsa-miR-148a-5p,ENST00000536719,ENSG00000074319,TSG101,0.904524783
hsa-miR-148a-5p,ENST00000336934,ENSG00000133121,STARD13,0.904313589
hsa-miR-148a-5p,ENST00000377669,ENSG00000118922,KLF12,0.90345128
hsa-miR-148a-5p,ENST00000559726,ENSG00000104043,ATP8B4,0.903186198
hsa-miR-148a-5p,ENST00000356592,ENSG00000113327,GABRG2,0.90314682
hsa-miR-148a-5p,ENST00000243349,ENSG00000123612,ACVR1C,0.902713673
hsa-miR-148a-5p,ENST00000394264,ENSG00000187866,FAM122A,0.902591736
hsa-miR-148a-5p,ENST00000538975,ENSG00000132361,CLUH,0.901442915
hsa-miR-148a-5p,ENST00000512294,ENSG00000248801,RP11-664D7.4,0.901197709
hsa-miR-148a-5p,ENST00000568578,ENSG00000147274,RBMX,0.901115872
hsa-miR-148a-5p,ENST00000392869,ENSG00000121964,GTDC1,0.900736241
hsa-miR-148a-5p,ENST00000324472,ENSG00000177990,DPY19L2,0.900707707
hsa-miR-148a-5p,ENST00000367419,ENSG00000055211,GINM1,0.900622895
hsa-miR-148a-5p,ENST00000377275,ENSG00000165997,ARL5B,0.900312707
hsa-miR-148a-5p,ENST00000298492,ENSG00000165660,FAM175B,0.900122439
hsa-miR-148a-5p,ENST00000495910,ENSG00000196712,NF1,0.899703591
hsa-miR-148a-5p,ENST00000382549,ENSG00000159079,C21orf59,0.899653897
hsa-miR-148a-5p,ENST00000444766,ENSG00000108506,INTS2,0.899149485
hsa-miR-148a-5p,ENST00000342085,ENSG00000140992,PDPK1,0.898937266
hsa-miR-148a-5p,ENST00000257290,ENSG00000134853,PDGFRA,0.89797601
hsa-miR-148a-5p,ENST00000373504,ENSG00000204116,CHIC1,0.897766267
hsa-miR-148a-5p,ENST00000505330,ENSG00000017260,ATP2C1,0.89683281
hsa-miR-148a-5p,ENST00000233969,ENSG00000115616,SLC9A2,0.894821637
hsa-miR-148a-5p,ENST00000361085,ENSG00000075407,ZNF37A,0.894798548
hsa-miR-148a-5p,ENST00000234296,ENSG00000115942,ORC2,0.894737361
hsa-miR-148a-5p,ENST00000381196,ENSG00000153707,PTPRD,0.894542824
hsa-miR-148a-5p,ENST00000272748,ENSG00000144320,KIAA1715,0.894374441
hsa-miR-148a-5p,ENST00000307145,ENSG00000169926,KLF13,0.894091245
hsa-miR-148a-5p,ENST00000470466,ENSG00000055208,TAB2,0.894001455
hsa-miR-148a-5p,ENST00000462315,ENSG00000138496,PARP9,0.893997256
hsa-miR-148a-5p,ENST00000559228,ENSG00000128923,FAM63B,0.89396995
hsa-miR-148a-5p,ENST00000262013,ENSG00000008294,SPAG9,0.893854484
hsa-miR-148a-5p,ENST00000273047,ENSG00000144566,RAB5A,0.893561016
hsa-miR-148a-5p,ENST00000251038,ENSG00000100722,ZC3H14,0.893193041
hsa-miR-148a-5p,ENST00000370192,ENSG00000188641,DPYD,0.892658006
hsa-miR-148a-5p,ENST00000420864,ENSG00000128654,MTX2,0.892566339
hsa-miR-148a-5p,ENST00000409529,ENSG00000163006,CCDC138,0.892506356
hsa-miR-148a-5p,ENST00000441499,ENSG00000105576,TNPO2,0.89229201
hsa-miR-148a-5p,ENST00000340635,ENSG00000113448,PDE4D,0.89160181
hsa-miR-148a-5p,ENST00000298472,ENSG00000165646,SLC18A2,0.891574789
hsa-miR-148a-5p,ENST00000313116,ENSG00000147124,ZNF41,0.891421497
hsa-miR-148a-5p,ENST00000480456,ENSG00000154721,JAM2,0.890946083
hsa-miR-148a-5p,ENST00000540664,ENSG00000196233,LCOR,0.890620817
hsa-miR-148a-5p,ENST00000534358,ENSG00000118058,KMT2A,0.890606735
hsa-miR-148a-5p,ENST00000493442,ENSG00000123575,FAM199X,0.890289892
hsa-miR-148a-5p,ENST00000371236,ENSG00000173406,DAB1,0.889953474
hsa-miR-148a-5p,ENST00000454652,ENSG00000114796,KLHL24,0.889765023
hsa-miR-148a-5p,ENST00000315285,ENSG00000021574,SPAST,0.889394982
hsa-miR-148a-5p,ENST00000553612,ENSG00000165417,GTF2A1,0.889264281
hsa-miR-148a-5p,ENST00000361157,ENSG00000126709,IFI6,0.889263782
hsa-miR-148a-5p,ENST00000584307,ENSG00000176105,YES1,0.888331911
hsa-miR-148a-5p,ENST00000286614,ENSG00000156103,MMP16,0.887920278
hsa-miR-148a-5p,ENST00000374343,ENSG00000204178,TMEM57,0.887849346
hsa-miR-148a-5p,ENST00000370161,ENSG00000162688,AGL,0.887666745
hsa-miR-148a-5p,ENST00000395710,ENSG00000198301,SDAD1,0.887408589
hsa-miR-148a-5p,ENST00000347635,ENSG00000093000,NUP50,0.88719847
hsa-miR-148a-5p,ENST00000360380,ENSG00000123473,STIL,0.886746358
hsa-miR-148a-5p,ENST00000552854,ENSG00000139354,GAS2L3,0.886459382
hsa-miR-148a-5p,ENST00000396583,ENSG00000144642,RBMS3,0.885932004
hsa-miR-148a-5p,ENST00000366847,ENSG00000213066,FGFR1OP,0.885323945
hsa-miR-148a-5p,ENST00000312233,ENSG00000174332,GLIS1,0.885293964
hsa-miR-148a-5p,ENST00000360415,ENSG00000241258,CRCP,0.884723543
hsa-miR-148a-5p,ENST00000357154,ENSG00000196104,SPOCK3,0.884675299
hsa-miR-148a-5p,ENST00000394961,ENSG00000163104,SMARCAD1,0.884430838
hsa-miR-148a-5p,ENST00000361028,ENSG00000158691,ZSCAN12,0.884041287
hsa-miR-148a-5p,ENST00000420696,ENSG00000185630,PBX1,0.884026052
hsa-miR-148a-5p,ENST00000473989,ENSG00000157741,UBN2,0.883965335
hsa-miR-148a-5p,ENST00000300291,ENSG00000167005,NUDT21,0.883903477
hsa-miR-148a-5p,ENST00000609686,ENSG00000273079,GRIN2B,0.883362983
hsa-miR-148a-5p,ENST00000369151,ENSG00000151893,CACUL1,0.883296006
hsa-miR-148a-5p,ENST00000374618,ENSG00000189180,ZNF33A,0.883031964
hsa-miR-148a-5p,ENST00000407627,ENSG00000066044,ELAVL1,0.882048296
hsa-miR-148a-5p,ENST00000514215,ENSG00000198780,FAM169A,0.881904757
hsa-miR-148a-5p,ENST00000427431,ENSG00000151718,WWC2,0.881772546
hsa-miR-148a-5p,ENST00000426179,ENSG00000227921,AL353791.1,0.881102662
hsa-miR-148a-5p,ENST00000609713,ENSG00000157542,KCNJ6,0.881061412
hsa-miR-148a-5p,ENST00000388996,ENSG00000184156,KCNQ3,0.88094176
hsa-miR-148a-5p,ENST00000593303,ENSG00000268759,AC135983.2,0.880837793
hsa-miR-148a-5p,ENST00000585315,ENSG00000150394,CDH8,0.880547073
hsa-miR-148a-5p,ENST00000377967,ENSG00000147050,KDM6A,0.880480431
hsa-miR-148a-5p,ENST00000370112,ENSG00000162695,SLC30A7,0.880303995
hsa-miR-148a-5p,ENST00000228425,ENSG00000110841,PPFIBP1,0.879794077
hsa-miR-148a-5p,ENST00000372587,ENSG00000127129,EDN2,0.879674053
hsa-miR-148a-5p,ENST00000367941,ENSG00000079950,STX7,0.879471711
hsa-miR-148a-5p,ENST00000402690,ENSG00000175387,SMAD2,0.879045314
hsa-miR-148a-5p,ENST00000370558,ENSG00000097033,SH3GLB1,0.878864557
hsa-miR-148a-5p,ENST00000533227,ENSG00000187398,LUZP2,0.87842465
hsa-miR-148a-5p,ENST00000406785,ENSG00000183023,SLC8A1,0.878254478
hsa-miR-148a-5p,ENST00000507359,ENSG00000183775,KCTD16,0.877741723
hsa-miR-148a-5p,ENST00000305253,ENSG00000166402,TUB,0.87766227
hsa-miR-148a-5p,ENST00000475407,ENSG00000136935,GOLGA1,0.877629717
hsa-miR-148a-5p,ENST00000222329,ENSG00000105722,ERF,0.877476855
hsa-miR-148a-5p,ENST00000398559,ENSG00000144747,TMF1,0.877324768
hsa-miR-148a-5p,ENST00000330198,ENSG00000185621,LMLN,0.876582002
hsa-miR-148a-5p,ENST00000265073,ENSG00000113387,SUB1,0.876245744
hsa-miR-148a-5p,ENST00000395891,ENSG00000002746,HECW1,0.875574212
hsa-miR-148a-5p,ENST00000304385,ENSG00000170006,TMEM154,0.875272349
hsa-miR-148a-5p,ENST00000353442,ENSG00000105983,LMBR1,0.875183112
hsa-miR-148a-5p,ENST00000351218,ENSG00000120784,ZFP30,0.874808928
hsa-miR-148a-5p,ENST00000473282,ENSG00000136861,CDK5RAP2,0.874758848
hsa-miR-148a-5p,ENST00000566029,ENSG00000177200,CHD9,0.874642544
hsa-miR-148a-5p,ENST00000380672,ENSG00000173068,BNC2,0.874584921
hsa-miR-148a-5p,ENST00000397992,ENSG00000140836,ZFHX3,0.874138025
hsa-miR-148a-5p,ENST00000538204,ENSG00000076770,MBNL3,0.874004097
hsa-miR-148a-5p,ENST00000392021,ENSG00000085978,ATG16L1,0.873522314
hsa-miR-148a-5p,ENST00000239231,ENSG00000120137,PANK3,0.873374773
hsa-miR-148a-5p,ENST00000181839,ENSG00000065883,CDK13,0.873243236
hsa-miR-148a-5p,ENST00000370852,ENSG00000146151,HMGCLL1,0.873154344
hsa-miR-148a-5p,ENST00000257287,ENSG00000174799,CEP135,0.872777229
hsa-miR-148a-5p,ENST00000324545,ENSG00000124486,USP9X,0.872753888
hsa-miR-148a-5p,ENST00000430430,ENSG00000205189,ZBTB10,0.872728144
hsa-miR-148a-5p,ENST00000327367,ENSG00000166949,SMAD3,0.872629363
hsa-miR-148a-5p,ENST00000512560,ENSG00000177034,MTX3,0.872214713
hsa-miR-148a-5p,ENST00000283131,ENSG00000153147,SMARCA5,0.87195069
hsa-miR-148a-5p,ENST00000456315,ENSG00000024526,DEPDC1,0.871931776
hsa-miR-148a-5p,ENST00000602452,ENSG00000269964,MEI4,0.871828249
hsa-miR-148a-5p,ENST00000433351,ENSG00000116005,PCYOX1,0.870715965
