Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1901741~positive regulation of myoblast fusion	2	3.571428571	0.053309563	"TNFSF14, FLT3LG"	55	17	16792	35.91871658	1	0.422852483	55.49078137
GOTERM_BP_DIRECT	GO:0032722~positive regulation of chemokine production	2	3.571428571	0.053309563	"IL6, IL6R"	55	17	16792	35.91871658	1	0.422852483	55.49078137
GOTERM_BP_DIRECT	GO:0044267~cellular protein metabolic process	3	5.357142857	0.055299644	"PAPPA, PRL, MMP1"	55	118	16792	7.762095532	1	0.429598171	56.85345271
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	5	8.928571429	0.058249457	"IL6, IL7, MPO, GDNF, IL10"	55	455	16792	3.355044955	1	0.441625218	58.8018863
GOTERM_BP_DIRECT	GO:0050900~leukocyte migration	3	5.357142857	0.058654777	"SELPLG, SELE, MMP1"	55	122	16792	7.507600596	1	0.43874997	59.06310728
GOTERM_BP_DIRECT	GO:0042832~defense response to protozoan	2	3.571428571	0.059394871	"IL6, IL10"	55	19	16792	32.13779904	1	0.437836281	59.53610493
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	4	7.142857143	0.060000843	"MMP10, LGALS3, CTSD, MMP1"	56	296	18224	4.397683398	0.966733239	0.346491389	45.58906092
GOTERM_BP_DIRECT	GO:0030101~natural killer cell activation	2	3.571428571	0.062423112	"IL18R1, IL18"	55	20	16792	30.53090909	1	0.44952099	61.41889249
GOTERM_BP_DIRECT	GO:0050850~positive regulation of calcium-mediated signaling	2	3.571428571	0.062423112	"CCL4, ADA"	55	20	16792	30.53090909	1	0.44952099	61.41889249
GOTERM_BP_DIRECT	GO:0045663~positive regulation of myoblast differentiation	2	3.571428571	0.065441783	"TNFSF14, FLT3LG"	55	21	16792	29.07705628	1	0.460620573	63.21417851
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	3	5.357142857	0.066453586	"IL6, LIFR, IL6R"	55	131	16792	6.991811242	1	0.46090045	63.79828242
KEGG_PATHWAY	hsa05133:Pertussis	3	5.357142857	0.06708987	"IL6, CXCL6, IL10"	40	75	6879	6.879	0.990466175	0.239440205	50.94674314
GOTERM_BP_DIRECT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	3	5.357142857	0.068231705	"IL6, AGER, S100A12"	55	133	16792	6.886671224	1	0.465084851	64.80387341
GOTERM_BP_DIRECT	GO:0090023~positive regulation of neutrophil chemotaxis	2	3.571428571	0.068450915	"CXCL1, CCL19"	55	22	16792	27.7553719	1	0.461319478	64.9260247
GOTERM_BP_DIRECT	GO:0001954~positive regulation of cell-matrix adhesion	2	3.571428571	0.068450915	"CCL25, CCL28"	55	22	16792	27.7553719	1	0.461319478	64.9260247
REACTOME_PATHWAY	R-HSA-2022377:R-HSA-2022377	2	3.571428571	0.068907936	"REN, CTSD"	39	17	9075	27.37556561	0.992747444	0.336703672	52.13200705
GOTERM_MF_DIRECT	GO:0005104~fibroblast growth factor receptor binding	2	3.571428571	0.069320214	"FGF5, FGF21"	56	22	16881	27.40422078	0.999602597	0.337764986	55.52749325
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	3	5.357142857	0.074577738	"CCL11, IL6, CCL7"	55	140	16792	6.542337662	1	0.486520031	68.18440872
GOTERM_BP_DIRECT	GO:0032735~positive regulation of interleukin-12 production	2	3.571428571	0.077421366	"CCL19, AGER"	55	25	16792	24.42472727	1	0.49502695	69.59876873
KEGG_PATHWAY	hsa05152:Tuberculosis	4	7.142857143	0.077990534	"IL6, IL18, CTSD, IL10"	40	177	6879	3.886440678	0.995662191	0.26084206	56.51742439
GOTERM_BP_DIRECT	GO:0031018~endocrine pancreas development	2	3.571428571	0.080392634	"IL6, IL6R"	55	26	16792	23.48531469	1	0.503778054	71.01383495
REACTOME_PATHWAY	R-HSA-381426:R-HSA-381426	2	3.571428571	0.084436865	"PAPPA, MMP1"	39	21	9075	22.16117216	0.997727559	0.373886207	59.75848758
REACTOME_PATHWAY	R-HSA-1810476:R-HSA-1810476	2	3.571428571	0.084436865	"AGER, S100A12"	39	21	9075	22.16117216	0.997727559	0.373886207	59.75848758
GOTERM_BP_DIRECT	GO:0032689~negative regulation of interferon-gamma production	2	3.571428571	0.086307021	"IL1RL1, IL10"	55	28	16792	21.80779221	1	0.524952956	73.64965985
GOTERM_BP_DIRECT	GO:0009755~hormone-mediated signaling pathway	2	3.571428571	0.086307021	"REN, AGRP"	55	28	16792	21.80779221	1	0.524952956	73.64965985
GOTERM_BP_DIRECT	GO:2000352~negative regulation of endothelial cell apoptotic process	2	3.571428571	0.086307021	"FGF21, IL10"	55	28	16792	21.80779221	1	0.524952956	73.64965985
GOTERM_BP_DIRECT	GO:0032715~negative regulation of interleukin-6 production	2	3.571428571	0.086307021	"SLAMF1, IL10"	55	28	16792	21.80779221	1	0.524952956	73.64965985
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	3	5.357142857	0.086733661	"CCL19, TNFSF14, CCL4"	40	87	6879	5.930172414	0.997708978	0.273803471	60.56558556
GOTERM_BP_DIRECT	GO:0048873~homeostasis of number of cells within a tissue	2	3.571428571	0.089250198	"IL7, FLT3LG"	55	29	16792	21.05579937	1	0.532581309	74.87638653
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	7	12.5	0.093750377	"OSM, IL17A, IL6, IL18, GDNF, IL10, FLT3LG"	55	981	16792	2.178556204	1	0.546222817	76.649545
GOTERM_BP_DIRECT	GO:0071392~cellular response to estradiol stimulus	2	3.571428571	0.095108664	"IL6, IL10"	55	31	16792	19.6973607	1	0.546895853	77.16136489
REACTOME_PATHWAY	R-HSA-933542:R-HSA-933542	2	3.571428571	0.095917778	"AGER, S100A12"	39	24	9075	19.39102564	0.999048635	0.391630193	64.67158105
GOTERM_CC_DIRECT	GO:0001772~immunological synapse	2	3.571428571	0.097747076	"LGALS3, CD6"	56	34	18224	19.14285714	0.996508143	0.466657408	63.64060901
GOTERM_BP_DIRECT	GO:0031663~lipopolysaccharide-mediated signaling pathway	2	3.571428571	0.098024011	"IL18, CD6"	55	32	16792	19.08181818	1	0.553618508	78.22479204
