,103_AM_(CVD),105_CD40-L_(CVD),106_GDF-15_(CVD),107_PlGF_(CVD),108_SELE_(CVD),109_EGF_(CVD),111_SRC_(CVD),112_IL-1ra_(CVD),113_IL-6_(CVD),114_CSTB_(CVD),116_KLK6_(CVD),117_Gal-3_(CVD),118_PAR-1_(CVD),121_hK11_(CVD),122_TIE2_(CVD),123_TF_(CVD),124_TNF-R1_(CVD),125_PDGF subunit B_(CVD),126_IL27-A_(CVD),129_LOX-1_(CVD),130_TRAIL-R2_(CVD),134_IL-6RA_(CVD),135_TNF-R2_(CVD),136_MMP-3_(CVD),137_HSP 27_(CVD),139_PRL_(CVD),140_MPO_(CVD),141_GH_(CVD),143_RETN_(CVD),144_FAS_(CVD),145_PAPPA_(CVD),148_PTX3_(CVD),149_REN_(CVD),150_CHI3L1_(CVD),151_ST2_(CVD),152_TIM_(CVD),154_mAmP_(CVD),157_PSGL-1_(CVD),158_MB_(CVD),159_TM_(CVD),160_IL-16_(CVD),162_U-PAR_(CVD),164_CTSD_(CVD),165_RAGE_(CVD),166_CCL3_(CVD),167_MMP-7_(CVD),170_CXCL16_(CVD),171_Dkk-1_(CVD),172_SIRT2_(CVD),173_GAL_(CVD),174_AGRP_(CVD),177_t-PA_(CVD),178_HB-EGF_(CVD),179_ESM-1_(CVD),181_VEGF-D_(CVD),182_MMP-12_(CVD),183_SPON1_(CVD),185_CTSL1_(CVD),187_FABP4_(CVD),188_BNP_(CVD),189_LEP_(CVD),191_CA-125_(CVD),192_NEMO_(CVD),193_FS_(CVD),194_PECAM-1_(CVD),195_NT-pro-BNP_(CVD),196_ECP_(CVD),101_IL-8_(INF),102_VEGF-A_(INF),103_BDNF_(INF),105_MCP-3_(INF),106_GDNF_(INF),107_CDCP1_(INF),108_CD244_(INF),109_IL-7_(INF),110_OPG_(INF),111_LAP TGF-beta-1_(INF),112_uPA_(INF),114_IL-17C_(INF),115_MCP-1_(INF),116_IL-17A_(INF),117_CXCL11_(INF),118_AXIN1_(INF),120_TRAIL_(INF),122_CXCL9_(INF),123_CST5_(INF),126_OSM_(INF),128_CXCL1_(INF),130_CCL4_(INF),131_CD6_(INF),132_SCF_(INF),133_IL-18_(INF),134_SLAMF1_(INF),135_TGF-alpha_(INF),136_MCP-4_(INF),137_CCL11_(INF),138_TNFSF14_(INF),139_FGF-23_(INF),140_IL-10RA_(INF),141_FGF-5_(INF),142_MMP-1_(INF),143_LIF-R_(INF),144_FGF-21_(INF),145_CCL19_(INF),148_IL-15RA_(INF),149_IL-10RB_(INF),151_IL-18R1_(INF),152_PD-L1_(INF),153_Beta-NGF_(INF),154_CXCL5_(INF),155_TRANCE_(INF),156_HGF_(INF),157_IL-12B_(INF),161_MMP-10_(INF),162_IL-10_(INF),164_CCL23_(INF),165_CD5_(INF),166_MIP-1 alpha_(INF),167_Flt3L_(INF),168_CXCL6_(INF),169_CXCL10_(INF),170_4E-BP1_(INF),173_CCL28_(INF),174_DNER_(INF),175_EN-RAGE_(INF),176_CD40_(INF),179_FGF-19_(INF),183_MCP-2_(INF),184_CASP-8_(INF),185_CCL25_(INF),186_CX3CL1_(INF),187_TNFRSF9_(INF),188_NT-3_(INF),189_TWEAK_(INF),190_CCL20_(INF),191_ST1A1_(INF),192_STAMPB_(INF),194_ADA_(INF),195_TNFB_(INF),196_CSF-1_(INF),miR-16-5p,miR-19b-3p,miR-20b-5p,miR-21-5p,miR-24-3p,miR-26a-5p,miR-27b-3p,miR-28-5p,miR-29a-3p,miR-30b-5p,miR-92a-3p,miR-93-5p,miR-99b-5p,miR-122-5p,miR-126-3p,miR-126-5p(*),miR-130a-3p,miR-140-5p,miR-143-3p,miR-145-5p,miR-150-5p,miR-191-5p,miR-192-5p,miR-197-3p,miR-221-3p,miR-222-3p,miR-223-3p,miR-223-5p(*),miR-320a,miR-324-5p,miR-375,miR-486-5p,hsa-miR-574-3p,miR-885-5p,let-7b-5p,let-7d-5p,RNY4-3p,RNY4-5p,RNY5-5p
135_TGF-alpha_(INF),0.487070615,0,0.547495225,0.431713061,0.075726002,0,0,0.260143242,0.389477335,0.48996945,0.403827935,0.259565526,0.377762661,0.429189011,0.144634553,0.377846568,0.639937853,0.039495849,0.367581933,0.39393622,0.576647349,0.192601756,0.584891998,0.259526059,0.162986589,0.31329062,0.344823841,0.054926054,0.46051495,0.243701801,0.154485465,0.250425801,0.263216106,0.449859992,0.170263199,0.305958694,0,0.103702494,0.434537934,0.37841869,0.306006863,0.468292206,0.140818334,0.212838905,0.458058958,0.4655183,0.212521301,0.144708205,0.12219593,0.047187333,0.351520871,0.099188292,0.444363455,0.11379341,0.007044312,0.324279964,0.391928044,0.331524876,0.354805057,0.395504714,0.083011314,0.142690025,0,0.189137014,0.141157691,0.465982896,0.288937672,0.511089489,0.768105637,0,0.326129171,0.337715687,0.377513115,0.438550868,0.307802164,0.624465384,0.541830875,0.472619016,0.240833319,0.592932785,0.293738205,0.386433993,0,0.220942466,0.59238801,0.472600991,0.316500222,0.119188015,0.42529479,0.208354847,0.199380206,0.341556436,0.434728761,0,0.417464703,0.501225432,0.193622315,0.586914781,0.183911393,0.372464666,0.299476404,0.555858899,0.270118553,0.226281444,0.532237604,0.632462041,0.2052767,0.534032176,0.609604504,0.069197719,0,0.617046753,0.32062783,0.46441228,0.401940134,0.566946445,0.515085953,0.462234114,0.248702975,0.380099629,0.423330431,0.606312859,0.509665243,0.159230659,0.404059146,0.730581139,0.155158678,0.374747288,0.393590203,0.511434751,0.588377872,0.616654254,0.055769421,0.296518524,0.352483938,0,0.217271997,0.309756889,0.130944643,0.695212121,0.046913355,0.123790771,0.179043957,0.106537607,0.1717656,0.191569768,0.062943152,0.212971568,0.073612285,0.122582903,0.110702975,0.07466535,0.022897519,0.093944721,0.143053328,0.113249831,0.137997194,0.071003119,0.125527503,0.10559622,0.029147625,0.093215773,0.017019604,0.036652975,0.181041514,0.032132056,0.137180193,0.03687468,0.050220027,0.004946139,0.084719273,0.062729174,0.088782445,0.074345326,0.068834819,0.174188376,0.118461604,0.195784662,0.242645313
136_MCP-4_(INF),0.103438653,0,0.166182828,0.141480578,0.034699781,0,0,0,0.081034525,0.161236349,0.194834306,0.026736997,0.051116671,0.188969821,0.003528604,0.104685761,0.221470149,0.091266219,0.087894086,0.209569325,0.186392009,0.005869302,0.249176895,0.125748929,0.069415878,0.059908892,0.073968304,0,0.156866654,0.100385367,0.070480735,0,0.066241703,0.16275196,0.022525172,0.116451401,0,0.144254485,0.238294455,0.134051381,0.240385295,0.134700884,0.002747025,0.099988206,0.115784495,0.166523118,0.046385243,0.070193728,0.068855565,0.061008386,0.192988971,0.014049622,0.224790073,0,0,0.269946077,0.16623628,0.108795655,0,0.146594635,0,0.008913365,0,0,0.015220282,0.101333206,0.140393515,0.316188834,0.333339756,0,0.287858398,0.044163651,0.306411171,0.347186603,0.415649513,0.397656102,0.431199363,0.484262524,0.064361486,0.641572798,0.105967675,0.33479197,0.00531868,0.316648148,0.392563252,0.277262466,0.13175761,0.04643248,0.335050839,0.19289543,0.118969546,0.234618702,0.265610303,0.417464703,0,0.38868519,0.068724732,0.372015957,0.156118242,0.054895433,0.276224193,0.315190339,0.098124847,0.187526619,0.312001038,0.476477188,0,0.257659592,0.4214621,0.140664504,0.085308815,0.441901248,0.180398245,0.285623342,0.293446225,0.356415141,0.438175462,0.119538871,0.251215216,0.370037924,0.308928073,0.443025292,0.390142066,0.333075915,0.295263025,0.398853798,0.064080629,0.335219586,0.178118674,0.269487074,0.329604958,0.450467852,0,0.37354897,0.282835451,0,0.257174795,0.296906982,0.232071034,0.460873575,0.120179704,0.065673458,0.073577266,0.033561467,0.007738724,0.033658088,0.068261658,0.166064244,0.001809844,0.059012888,0.035030689,0.135449456,0.037516637,0.046673608,0.065668996,0.035595932,0.008708425,0.108858659,0.070169147,0.05401045,0.099887157,0.028474275,0.009058658,0.082961423,0.022110226,0.09662508,0.014965742,0.021874618,0.073583259,0.0859335,0.016108241,0.068907044,0.044730472,0.040677808,0.155813208,0.020603764,0.043551212,0.074138544,0.060403845
137_CCL11_(INF),0.139011223,0,0.369102205,0.153184375,0.038496422,0,0,0.034081666,0.194603095,0.236585236,0.269083388,0.068510302,0.115107644,0.230048251,0.028964265,0.228413617,0.252909518,0,0.067573961,0.185108541,0.270147454,0,0.265254738,0.199135943,0.0443867,0.112385947,0.058479053,0,0.137403936,0.062176559,0.034358218,0.047165584,0.052620162,0.262839767,0.166533684,0.169302929,0,0.170688329,0.172354662,0.160376457,0.083092113,0.214556825,0.040598761,0.037324209,0.153159203,0.285754175,0.091792658,0.031292221,0.004638664,0,0.127186848,0,0.120429841,0.013638478,0.030598589,0.381622698,0.329053968,0.15988762,0.020055506,0.222233593,0,0.064215857,0,0.036124959,0.006302511,0.234754818,0,0.475225419,0.410517817,0.07424399,0.250553375,0.245338871,0.34731526,0.185670097,0.219633826,0.432155904,0.344246747,0.364529579,0.221293077,0.518386299,0.211011219,0.228693618,0,0.12527128,0.403032061,0.277266506,0.136507373,0.065721168,0.261914925,0.132911177,0.095642129,0.176074854,0.332211899,0.501225432,0.38868519,0,0.109792285,0.320960972,0.216785083,0.308254919,0.202622128,0.288646794,0.06581502,0.171812373,0.358172259,0.373541201,0.031025893,0.257469713,0.373985909,0.127706451,0,0.429535517,0.103582538,0.416987055,0.258490397,0.248870168,0.288689991,0.176396808,0.238520071,0.288637161,0.227748575,0.351417385,0.551134929,0.259264703,0.187271169,0.402806133,0.148755013,0.234638591,0.231267762,0.470894569,0.360738842,0.357180249,0.112543329,0.222386911,0.425531905,0,0.121651466,0.296240698,0.068787507,0.392101141,0.014241263,0.020221447,0.048167209,0.037160905,0.069214204,0.143376815,0.036090821,0.102248002,0.065041822,0.060067014,0.008647849,0.021564712,0.046801976,0.074710308,0.034978872,0.025504601,0.051776253,0.053692831,0.073847177,0.135983126,0.14773072,0.027723019,0.030703686,0.017053746,0.120974676,0.008454287,0.105993641,0.043962704,0.036618487,0.065748435,0.099037747,0.044344685,0.050541469,0.023764257,0.01786215,0.089015742,0.015927377,0.098763877,0.13888519
138_TNFSF14_(INF),0.342769049,0.218080609,0.277842668,0.173438928,0.300843158,0.188899588,0.203522731,0.406775871,0.360224212,0.356077648,0.057138715,0.164945665,0.310866948,0.099150378,0.161019123,0.07109433,0.201926631,0.165540162,0.104142229,0.263800348,0.250594614,0.108746865,0.241795867,0,0.233421938,0.080879141,0.231673874,0.059219922,0.210962183,0.243104507,0.091464202,0.05341311,0.113252987,0.158324773,0.107208257,0.153358716,0,0.111980085,0.045713676,0.167284187,0.288951968,0.366741308,0.274907784,0.13450852,0.280936975,0.214689212,0.133602634,0.125256985,0.281212315,0,0.09603556,0.296997105,0.114362736,0.145998198,0.026281413,0.258642237,0.223203607,0.305352077,0.358901588,0.076675736,0.282606105,0.141872622,0.228027333,0.250037409,0.257325517,0.087209466,0.281326055,0.255728175,0.32679003,0,0.211493621,0.094252945,0.253674626,0.213570451,0.163161862,0.167109225,0.229570292,0.120412438,0.104016377,0.110958594,0.066402124,0.335348554,0.270464614,0.02275545,0.275585256,0.016326302,0.294508793,0.242459976,0.232634144,0.185594891,0,0.205210507,0.245310983,0.193622315,0.068724732,0.109792285,0,0.192423065,0,0.229318655,0.106899355,0.251267735,0.162898642,0.291437172,0.312730856,0.113652322,0.386957325,0.176258206,0.220995918,0.169342397,0,0.297123276,0.237189367,0.066365699,0.214854793,0.085670547,0.149581653,0.368831838,0.105847719,0.188958323,0.378044526,0.24362846,0.024552616,0,0.127673199,0.26453842,0.045000155,0.095153914,0.414719468,0.060707874,0.089087742,0.206123229,0.085982039,0,0.283286995,0.159367709,0.294355896,0.141763065,0.196186764,0.251848559,0.047329823,0.076219525,0.052300318,0.243036556,0.147993964,0.009513393,0.06835638,0.063976171,0.155319706,0.010202873,0.104130431,0.102644393,0.021403931,0.045990305,0.106829513,0.087828627,0.039790822,0.047892305,0.007628902,0.004287203,0.193417297,0.100003844,0.003567694,0.17104985,0.063214802,0.06579408,0.138323722,0.204257482,0.149315783,0.043302052,0.023651,0.003953617,0.043968576,0.010675452,0.042356047,0.058381392,0.121009147,0.10767839,0.159715806
139_FGF-23_(INF),0.363404602,0,0.326274157,0.287531762,0.070157057,0,0,0.240121454,0.188365069,0.400932829,0.267553171,0.239653128,0.277721158,0.379050169,0.088165074,0.273451529,0.436917477,0,0.156097816,0.299463041,0.376586718,0.13766467,0.397519986,0,0.128695622,0.222275657,0.205043314,0.070505738,0.285977616,0.263048292,0,0.004475697,0.14931688,0.224844768,0.036412108,0.281264834,0,0.127359945,0.304079175,0.254122752,0.309494912,0.37461024,0.146997315,0.330948093,0.292634557,0.389331585,0.179884236,0.110060166,0.076022474,0,0.31943262,0.154318675,0.341790133,0.01216482,0.08315551,0.267882273,0.373097737,0.259851742,0.374726156,0.293735317,0.15881796,0.102352566,0,0.135275803,0.094068094,0.349780264,0.235703901,0.379819628,0.567991555,0,0.230906603,0.210142423,0.267298964,0.398757771,0.227138539,0.523125496,0.465869777,0.496991231,0.119722393,0.483844232,0.11525551,0.286215042,0,0.210876722,0.447908375,0.29631839,0.154903849,0.071892069,0.298063036,0.237496405,0.138203229,0.212600857,0.301644715,0.586914781,0.372015957,0.320960972,0.192423065,0,0.12417942,0.251550949,0.247198552,0.346307443,0.222607867,0.256996415,0.343249416,0.548501489,0.171877634,0.267618743,0.408702005,0.073865751,0,0.574469493,0.276732919,0.265902377,0.226649919,0.285564918,0.480889459,0.298227121,0.226094984,0.319454685,0.329534103,0.489782058,0.389160353,0.156081346,0.239383382,0.61196882,0.109655237,0.266789306,0.295827261,0.447885999,0.376464587,0.54219354,0.094674056,0.282585283,0.281120949,0,0.157786214,0.308701213,0.203529568,0.523190136,0.00037048,0.097089784,0.131894324,0.027331089,0.137498347,0.108657222,0.093226412,0.078359853,0.064542472,0.109537167,0.093063394,0.025231417,0.017635467,0.023814018,0.055908332,0.083828679,0.130721269,0.076373449,0.106706811,0.081429397,0.085723121,0.114443124,0.014607622,0.037788611,0.147099265,0.013053112,0.093775868,0.001113327,0.013249249,0.129567422,0.042165731,0.015041247,0.117125815,0.050198406,0.0087829,0.182411349,0.116047907,0.178610455,0.08108929
140_IL-10RA_(INF),0,0,0.116355979,0.048369123,0.035467948,0,0,0.030820253,0.094193536,0.06834304,0.07728692,0,0,0.10129339,0.045124197,0.093390485,0.141490366,0,0.025880412,0.082377743,0.092038666,0.024235044,0.101571513,0.046641488,0,0.120142193,0.018305646,0.015827311,0.056242112,0,0.009027551,0.013468682,0,0.156968037,0.089455627,0.069806576,0,0,0.051110623,0.077927772,0.002749446,0.130174259,0.080903924,0,0.098887975,0.026018305,0.016332607,0.013065244,0,0,0.120606823,0,0.038581993,0.012453373,0,0.064303944,0.112748792,0.082933522,0,0.048741523,0,0.045626122,0,0.1080623,0.018906298,0.053173409,0,0.14816392,0.132794226,0,0.154854326,0.068894774,0.195904812,0.141485692,0.108443258,0.215513663,0.211748951,0.199228267,0.012754836,0.199699907,0.054653465,0.086244823,0,0.058704086,0.129489001,0.102430656,0.121877775,0,0.169004459,0.022266213,0,0.060984229,0.122902547,0.183911393,0.156118242,0.216785083,0,0.12417942,0,0,0.133914198,0.15742098,0.040380211,0.133161162,0.131991363,0.158015556,0.024222424,0.098236839,0.151249451,0,0,0.206301476,0.037595707,0.059592211,0.165711641,0.171892733,0.141301055,0.131856554,0.113306908,0.100897006,0.05173044,0.183813232,0.264119775,0.164696589,0.115699702,0.14271925,0.055353988,0.000473043,0,0.179814335,0.200137426,0.18073331,0,0.173422644,0.136825843,0,0,0.128583582,0.059397758,0.224275711,0.06112483,0.092522575,0.076526802,0.03280389,0.017483816,0.01765385,0.036160948,0.158267455,0.053709321,0.007847307,0.089274106,0.004145521,0.007341622,0.114233802,0.014956693,0.054043658,0.15944706,0.001121525,0.039405517,0.070004199,0.081154131,0.044354534,0.001205504,0.018493367,0.094618144,0.046586179,0.010648136,0.00013167,0.019786998,0.165839498,0.049782538,0.017230326,0.078405469,0.019399765,0.06043691,0.09194275,0.041026505,0.081076892,0.008598444
141_FGF-5_(INF),0.246387396,0.089343336,0.331908571,0.263350165,0.110500109,0.107730807,0.110577353,0.129106074,0.115648022,0.35963159,0.292394635,0.260842281,0.343539254,0.307722827,0.167789794,0.307168712,0.279546557,0.122261979,0.158897769,0.258288753,0.306563845,0.10484915,0.265563436,0.063987271,0.177295941,0.142059484,0.122624899,0.263438262,0.20486096,0.209070452,0.05374181,0.140647181,0.01861586,0.13041348,0.063655631,0.237262681,0,0.115559287,0.173606412,0.241366521,0.283693487,0.312252787,0.00490469,0.291312897,0.114225068,0.262521865,0.200061604,0.211848691,0.198108474,0.045947231,0.131163579,0.011123489,0.288928859,0.298921134,0.351656282,0.263535935,0.460885691,0.190485234,0.28661217,0.207539,0.05091129,0.188455521,0.116396205,0.179315463,0.235584375,0.263907154,0.174418115,0.267507309,0.309247284,0,0.071872957,0.22255114,0.144038788,0.162733807,0.140023046,0.295884989,0.217822351,0.254472186,0.153862779,0.143101324,0.241205372,0.133886279,0.166647155,0.068329226,0.237681141,0.280943976,0.160703433,0.191317046,0.077892509,0.111439488,0.155311658,0,0.226003016,0.372464666,0.054895433,0.308254919,0.229318655,0.251550949,0,0,0.114762586,0.321561674,0.051925041,0.061155408,0.379093977,0.192992799,0.126274849,0.232839332,0.249475569,0.201568186,0.041787853,0.173784201,0.14702482,0.279421115,0.136759317,0.114419455,0.215870817,0.155441569,0.184132056,0.115493214,0.238123859,0.212094149,0.246781916,0.081907613,0.060654916,0.324929778,0.056040371,0.12229326,0.364274275,0.287056165,0.397480306,0.261413952,0.193085965,0.236956896,0.205816938,0.07311281,0.223767923,0.1484216,0.027198588,0.24823232,0.03486493,0.009050834,0.000334648,0.080025756,0.006663668,0.054236919,0.046520424,0.022690058,0.000626428,0.02441552,0.027820381,0.008016371,0.030117055,0.222543639,0.019857642,0.026896351,0.039007178,0.036672936,0.057058917,0.028934226,0.011222072,0.00171293,0.141302829,0.008207245,0.028992975,0.002131372,0.000358463,0.002720224,0.050363848,0.012618878,0.083503127,0.018471419,0.024195729,0.201056177,0.036513116,0.020352641,0.064230108,0.044073633,0.213013681
142_MMP-1_(INF),0.13912341,0.095974446,0.245646581,0.127107292,0.034453032,0.220365061,0.181775564,0.039822154,0.162201903,0.185619753,0.109375857,0,0.265076669,0.158571833,0,0.060637641,0.245961699,0.284458276,0.064500475,0.138256681,0.209726573,0,0.243240623,0.049493846,0.215300491,0.042727826,0.082409669,0,0.141329856,0.034877851,0,0,0.147544575,0.123001438,0.044272027,0.136957053,0,0.091237939,0.112836248,0.077579728,0.141559824,0.22268214,0,0.016984195,0.137297654,0.138931045,0,0.101604506,0.19350298,0,0.076465939,0,0.199808754,0,0,0.19196748,0.065544963,0.159651748,0.008263451,0.064262453,0,0,0.11098532,0.02117116,0,0.04936985,0.162732693,0.279076102,0.343078884,0.034787313,0.178346561,0.021921992,0.13557818,0.153098604,0.258723658,0.201004896,0.238117628,0.07305496,0.149390049,0.21479394,0.186507696,0.238095253,0.173456711,0.07065242,0.336599081,0.160767713,0.168215866,0.255647064,0.171224402,0.007673304,0.100182125,0.161462277,0.147778181,0.299476404,0.276224193,0.202622128,0.106899355,0.247198552,0.133914198,0.114762586,0,0.083194977,0.124929436,0.174028764,0.313614737,0.289785445,0.027399553,0.228802075,0.172891046,0.288196804,0,0.225460087,0.091180447,0.264189429,0.220830898,0.192117891,0.309661483,0.19644843,0.070319588,0.184066539,0.209881957,0.324202583,0.216066221,0.051968795,0.213305677,0.354383346,0,0.167225141,0.313913916,0.19897248,0.20118048,0.319698948,0,0.069976812,0.238039004,0.162236121,0.322522266,0.229791247,0.073038489,0.304883129,0.042798434,0.125859041,0.12701116,0.170765341,0.190481616,0.136573641,0.061992499,0.040618947,0.088303133,0.077125912,0.081561527,0.231330831,0.078902123,0.038538494,0.17529058,0.126323878,0.085468827,0.107166875,0.008466471,0.065079889,0.08802974,0.08756471,0.029379121,0.148519041,0.199176501,0.134658047,0.141011288,0.085178469,0.158687948,0.032834235,0.013035609,0.132388332,0.062886921,0.038930427,0.11109683,0.101190272,0.078639558,0.041445706,0.038171274
143_LIF-R_(INF),0.2634728,0,0.267701718,0.223936085,0.249229725,0,0,0.130018557,0.161683232,0.22767368,0.143496524,0.190180259,0.210395965,0.211811509,0.23982809,0.343777488,0.321078442,0.041005244,0.229984233,0.240321277,0.253733361,0.055322282,0.274329136,0.095620997,0.079467637,0.08900197,0.258330848,0.036342806,0.169699779,0.174897979,0.159685869,0.154550387,0.148092147,0.203746794,0.204321402,0.257390157,0,0.004185566,0.248123705,0.194679855,0.201425986,0.285105915,0.13162802,0.168439619,0.13242607,0.209424197,0.145124011,0.111264699,0.04315078,0.031183141,0.221893413,0.101409344,0.192942046,0.112862663,0.0408048,0.162384634,0.324439699,0.183951866,0.261234345,0.262040098,0.16219258,0.139912045,0,0.045067902,0.278422559,0.275092069,0.168470384,0.372910344,0.501090248,0.023524343,0.154873592,0.231834396,0.26897089,0.460603208,0.263028092,0.543766643,0.562527959,0.505464294,0.161829612,0.423972476,0.202319632,0.28635582,0.032530036,0.152730034,0.339627816,0.280050357,0.23136466,0.070416547,0.277953301,0.269912825,0.236805259,0.228445004,0.270979078,0.555858899,0.315190339,0.288646794,0.251267735,0.346307443,0.15742098,0.321561674,0.083194977,0,0.205358742,0.112891565,0.411776746,0.455281323,0.224624745,0.341834262,0.525285327,0.051884577,0,0.505125248,0.237312741,0.206790135,0.345092194,0.335853861,0.369348954,0.233903006,0.257256838,0.356626462,0.274312043,0.420000562,0.354041502,0.28588594,0.213440239,0.472512733,0.142708729,0.269968763,0.29687355,0.383184924,0.52271404,0.32959377,0.104725989,0.404740969,0.254482931,0.005190816,0.238740094,0.333805285,0.231070364,0.527279519,0.057134248,0.130337576,0.153315586,0.042619092,0.101622364,0.191417389,0.003404503,0.147367276,0.044017463,0.170074359,0.084245662,0.008022547,0.094634912,0.008322157,0.088869727,0.196467622,0.179043084,0.104285059,0.154953977,0.14136478,0.060413798,0.075875115,0.013699869,0.072540967,0.191172486,0.050977285,0.041357504,0.021336144,0.011596589,0.159859605,0.093686637,0.021338033,0.049790213,0.011184411,0.06850312,0.166546091,0.124735911,0.149992381,0.109140404
144_FGF-21_(INF),0.337953093,0.10077988,0.242194581,0.143234236,0.156399571,0.046533479,0.074688662,0.268213862,0.185009406,0.234127379,0.018896656,0.143362894,0.193080026,0.114582448,0.07322122,0,0.269464699,0.09119381,0.011364906,0.096766795,0.240017347,0.101157312,0.184603544,0.01760977,0.10149263,0.154863761,0.023078026,0,0.176217185,0.147949505,0,0,0.18275821,0.36042994,0.042224383,0.202833139,0.004738162,0.056238734,0.054698262,0.078440552,0.135704973,0.180676381,0.356352676,0.026720527,0.134729786,0.254083906,0.176475743,0.021313802,0.092321273,0,0.251050509,0.378525905,0.120349973,0,0,0.072324346,0.08664791,0.094858996,0.312185222,0,0.248203883,0.004287997,0.071331756,0.064955128,0.014964521,0,0.110148424,0.200237612,0.353386094,0,0.119436827,0.089564686,0.010899998,0.050938913,0.077866255,0.142778652,0.200721166,0,0.062659414,0.22344787,0.125420945,0,0.105720223,0.044222615,0.070925895,0.108405332,0.141265838,0.062501622,0.154605513,0.081128687,0,0.056563485,0.123243226,0.270118553,0.098124847,0.06581502,0.162898642,0.222607867,0.040380211,0.051925041,0.124929436,0.205358742,0,0.144589492,0.103167608,0.194274615,0.170507773,0.164904643,0.139731892,0.023354298,0,0.204070302,0.019432107,0.134725435,0.088213402,0.071832091,0.147447305,0.154849154,0.066687965,0.218036795,0.075050084,0.246007071,0.089289119,0,0.056045747,0.188116766,0.057137472,0.136366596,0.155505417,0.065224563,0.08974346,0.186131275,0.057185741,0,0.177037299,0,0.100906834,0,0.002895883,0.177710421,0.059716455,0.007748334,0.057949152,0.006571171,0.014759998,0.018136878,0.046052081,0.041322498,0.090200664,0.042236955,0.019037761,0.013530154,0.092428505,0.148550272,0.000292403,0.014840476,0.049081994,0.032849856,0.107893754,0.102396262,0.090679212,0.023620456,0.013677561,0.02273604,0.013798021,0.003908315,0.013266923,0.007230794,0.015323182,0.012618626,0.004613582,0.066957691,0.008268625,0.106552888,0.03386229,0.026155643,0.027458758,0.048657624,0.032714116
145_CCL19_(INF),0.210182779,0.014676931,0.222817635,0.217643985,0.202574891,0.002312884,0,0.305894054,0.233282404,0.259258488,0.033103371,0.072712494,0.127251799,0.092747334,0.102533388,0.003750181,0.204343777,0,0.111740794,0.218557951,0.236269807,0.163666237,0.224521259,0,0.020898306,0.053671176,0.177209464,0,0.140345035,0.131840274,0.059844458,0,0.127509114,0.17099692,0.072563637,0.122519749,0,0.128667964,0.088694,0.136844555,0.227817565,0.271796073,0.19934105,0.125905556,0.223663853,0.24260728,0.053335548,0.019144026,0.01895912,0,0.181464176,0.209986685,0.138911156,0.050837603,0.009852092,0.287371407,0.145687121,0.147727928,0.19759081,0.159685932,0.151856779,0.073826539,0,0.152717914,0.066436554,0.118276536,0.213535645,0.230022768,0.268045737,0.086771647,0.258133194,0.033995631,0.23118224,0.165051947,0.107668503,0.16991887,0.215472034,0.231128167,0.06355773,0.25049175,0,0.254027968,0.018344867,0.081847802,0.232975677,0.15611149,0.220253807,0.113199224,0.249540181,0.145481704,0,0.248344661,0.26314461,0.226281444,0.187526619,0.171812373,0.291437172,0.256996415,0.133161162,0.061155408,0.174028764,0.112891565,0.144589492,0,0.162035836,0.187367817,0.168657777,0.153900072,0.193505777,0.03179442,0.05911799,0.287292782,0.321628811,0.118180509,0.262976552,0.087607248,0.296392974,0.250676346,0.12828137,0.132852131,0.29393232,0.198984911,0.169852055,0.016620909,0.110468203,0.218627563,0.062434807,0.185005055,0.138235851,0.055434158,0.148617965,0.331390936,0.100994618,0.032080326,0.294631546,0,0.076331998,0.201849561,0.228195147,0.214998736,0.057916906,0.030286869,0.050111243,0.079201026,0.035742651,0.054385067,0.031840683,0.036021495,0.002473928,0.047373397,0.025392376,0.027256959,0.04799338,0.160019535,0.014061423,0.004091924,0.088256264,0.004191795,0.109001248,0.15327505,0.083322465,0.041512286,0.027238779,0.133067334,0.040517196,0.05601437,0.01256646,0.075973269,0.043672707,0.052500731,0.029908833,0.00950584,0.039476139,0.123357647,0.02978924,0.085070362,0.005653122,0.052229949,0.045152564
