Regulator	Target	MI	pvalue
IL10RB	TNFRSF1A	0.24624286393141023	6.052689173845494E-4
MRS2	SERPIND1	0.7012181255307608	0.0
KNG1	F13A1	0.4143706591169522	6.052689173845494E-4
APOL1	HBE1	0.3074354442529053	6.052689173845494E-4
IGHG3	HBE1	0.31420700278599845	0.004285196681163228
AGER	SPON1	0.23043880422300897	0.0
IGHG4	Total-IGHG	0.2971566374649518	0.0
FGF23	VEGFA	0.3100187890051786	0.0
APOH	ALB	0.4164453270989714	0.0
CCL23	TNFRSF9	0.302032581304494	0.0
SERPING1	Total-IGHG	0.32587553608236264	1.3248157415546302E-7
APOH	AGT	0.4548012967056695	1.3609158244776154E-10
MMP3	CHI3L1	0.19016186583751957	0.0283586604778856
AMBP	THRB	0.5078714253825546	1.0023796854330413E-5
PRAP1	TNFRSF11B	0.36071031121254665	0.0
ITIH4	APOB	0.46104518095090213	0.0
OLR1	MPO	0.4447858824365172	0.0
GSN	CX3CL1	0.15658010164015274	1.0023796854330413E-5
GDF15	IL1RL1	0.22084981673653564	0.0
PRAP1	TNFRSF10B	0.48004428578549224	0.0
CD6	PLAUR	0.3040180281759702	0.0
PGF	TEK	0.24282537196679893	0.0
C3	ORM2	0.4181752269377218	0.0
IGHG1	CFI	0.32671029837722226	0.004285196681163228
RBP4	TTR	0.37167459283842863	0.0
PLAUR	TNFSF12	0.3417221922019143	0.0
PLAUR	TNFSF10	0.28814648307702045	0.0
VEGFD	CX3CL1	0.160139027125367	0.0
PF4	STOM	0.3021050982876186	0.0
PRAP1	TNFRSF1A	0.5412126914923139	0.0
CD5	DNER	0.3285394339760451	0.0
IL27	ESM1	0.2099624082593632	0.004285196681163228
S100A12	MMP3	0.17307884413371724	1.432542973134332E-11
GDNF	TGFA	0.3598804045544951	0.0
C3	CFH	0.4853260743094135	0.0
C3	CFI	0.47391108810993315	1.3609158244776154E-10
ALB	PGLYRP2	0.4193534892862494	0.0
TNFRSF1A	AZGP1	0.18579108203141972	6.052689173845494E-4
EGF	PECAM1	0.8151049659656965	1.432542973134332E-11
SPON1	CXCL8	0.2807443936525129	0.004285196681163228
HRG	C3	0.35784492516264127	1.3248157415546302E-7
GC	APOB	0.4346619822970934	0.0
TNFRSF10B	GDF15	0.4678772411605671	0.0
CXCL8	CCL20	0.21218790939436122	0.0
IFNG	SLAMF1	0.21208655359631573	6.052689173845494E-4
TNFSF14	HGF	0.3020530091181754	6.052689173845494E-4
ITIH1	SERPIND1	0.47740881514435235	0.0
THRB	ALB	0.3843913891511087	0.004285196681163228
TNFRSF10B	TGFA	0.22288729065569396	0.004285196681163228
ITIH2	ITIH1	0.7104414812054444	0.0
ITIH1	SERPINF2	0.5252367000349553	0.0
A1BG	KNG1	0.43773009054014755	1.1835311908292567E-6
TNF	PDGFB	0.12992217957348604	0.0
SAA4	PAPPA	0.17594155645515902	8.024779115700653E-5
CFH	LEP	0.25342069970843323	0.0
HRG	HBE1	0.29637301771984137	0.0
LIF	NRTN	0.1388042381391591	0.0
FBLN1	SHBG	0.3094512466927022	0.0
TTR	STOM	0.32068031436731637	1.3609158244776154E-10
IGHG2	C7	0.2942555414179083	6.052689173845494E-4
AMBP	A1BG	0.43762569283716435	1.3609158244776154E-10
F13A1	APOB	0.3963942626965687	0.0
C1R	C1QC	0.5261258758200705	1.4096222855641827E-8
C1R	C1QB	0.5669691070543611	0.0
TGFB1	STAMBP	0.7585504059685664	0.0
ITIH1	AZGP1	0.3962280482001487	0.0
CCL4L1	CCL8	0.2526271759314114	1.0023796854330413E-5
CCL4L1	CCL4	0.7625145490901681	0.0
A1BG	KLKB1	0.4228779567967738	0.0
CD5	TNFSF10	0.2875135800912583	1.3248157415546302E-7
C6	C5	0.44918197936598103	1.432542973134332E-9
C6	CP	0.4323960481467905	0.0283586604778856
MBL2	ABCF1	0.28156613856515117	0.0283586604778856
ALB	ABCF1	0.31357260469074505	1.3609158244776154E-10
FABP4	CSTB	0.3587675457196708	0.0
FASN	CCL2	0.266426221818703	6.052689173845494E-4
APOM	ABCF1	0.3041232054535003	0.0
ITIH1	THRB	0.5080906004459571	0.0
AGER	GSN	0.14420175538200286	1.0023796854330413E-5
APOL1	SERPIND1	0.4142724215283446	0.0
LTA	TNFSF12	0.2921203532830195	0.004285196681163228
LTA	TNFSF11	0.1213481165169922	1.432542973134332E-9
IL1RL1	CXCL8	0.17750925415086405	6.052689173845494E-4
OLR1	IL1R1	0.2538331754199467	0.004285196681163228
ERVMER34-1	AMBP	0.46549400906320315	1.1835311908292567E-6
APOH	CLU	0.4841752127281546	0.0
IL20RA	IL15RA	0.16014213803526853	0.004285196681163228
SELE	CTSD	0.22501217278367922	0.0
VEGFD	NPPB	0.11824856071672073	1.432542973134332E-11
F13A1	ITIH4	0.3788323479663532	6.052689173845494E-4
MMP3	APOD	0.21552935821820984	0.0
OLR1	OSM	0.29738054021941523	0.0
PLAT	CTSD	0.3042512720746287	0.0
APOE	APOB	0.44603808779312926	8.024779115700653E-5
SERPINA1	LRG1	0.402395246634716	8.024779115700653E-5
TNFRSF11B	GH1	0.1480114999094166	1.3609158244776154E-10
GDF15	CHI3L1	0.29291680768630884	0.0
SERPIND1	APOL1	0.4144390203320982	0.0
CTSD	FGF21	0.20386801518680947	1.3248157415546302E-7
IL10	IL17C	0.2568782215505333	0.0
EIF4EBP1	HBA1	0.22134710724819082	0.0
CD40	EGF	0.9940782041699849	1.4096222855641827E-8
SAA4	KLKB1	0.3645105923783366	1.3609158244776154E-10
MMP12	TNFRSF10B	0.29223116923792203	1.3248157415546302E-7
C1QB	CFI	0.44523867750686164	1.432542973134332E-9
SERPINF2	CHI3L1	0.14426959204739928	0.004285196681163228
CCL28	FGF5	0.32096053041716377	0.0
FCN3	LPA	0.29375367771782696	0.004285196681163228
ALB	HBE1	0.30300274798376725	0.0
CXCL8	CTSD	0.22515287144559318	0.0
CD5	IL12B	0.3742113819264703	1.3609158244776154E-10
ORM2	C4BPA	0.4523014497598275	0.0
IL10RB	CD5	0.4250059290817032	0.0
APOC1	APOA2	0.4501101388172598	0.0
APOC1	APOA1	0.38992076600733566	0.0
IL10RA	IL5	0.1177218553622383	1.432542973134332E-9
IL4	IL1A	0.08986532792754776	0.0
APOC1	APOC2	0.5588277413052978	0.0
APOC1	APOC3	0.5809519399864774	0.0
CLEC3B	F13A1	0.36961612632896135	0.0
FGF19	TNFSF12	0.19058534274346195	0.004285196681163228
IL17A	IL17C	0.21680167766539465	0.0
FGF21	PLAT	0.18493616839305116	0.0
C2	CFB	0.5679087402683036	0.0
C2	CFI	0.5479896920001186	1.4096222855641827E-8
IGHM	JCHAIN	0.6580106446086815	1.432542973134332E-11
IL24	ARTN	0.1011532894023754	1.432542973134332E-9
SLAMF1	PDGFB	0.1844114741325129	1.4096222855641827E-8
IGHG1	GPX3	0.30013427757294925	0.0283586604778856
TNFRSF11B	HGF	0.35457840438543253	1.432542973134332E-11
C2	CLU	0.5051725046649128	0.0
KLKB1	CLU	0.43484413997081245	1.0023796854330413E-5
CD5	IL10	0.35265283586019897	1.3609158244776154E-10
ABCF1	GSN	0.29382603539598046	1.1835311908292567E-6
HGF	IL1R1	0.29071344354945977	0.0
TIMELESS	HGF	0.3006196941721522	8.024779115700653E-5
IL6	CHI3L1	0.2544419531842413	0.004285196681163228
JCHAIN	CCL28	0.15479916329581075	0.0
IFNG	CXCL9	0.2069920580880053	1.1835311908292567E-6
TNFRSF9	TNFSF12	0.33078874444753714	0.0
VTN	SHBG	0.32521048257728263	0.004285196681163228
KNG1	SERPING1	0.4982840435805272	0.0
CXCL9	IL12B	0.3069894017199729	0.004285196681163228
CXCL11	IFNG	0.2237596863113608	1.4096222855641827E-8
F13A1	APOA1	0.36777194722723366	0.0
KNG1	SERPIND1	0.44115683607926043	0.004285196681163228
KNG1	SERPINC1	0.5076075879455265	0.0
PLAT	OLR1	0.2402846802645038	0.004285196681163228
SHBG	STOM	0.300051467927308	0.004285196681163228
CXCL8	CSTB	0.24847723057622223	8.024779115700653E-5
THRB	CLU	0.5175151482426262	1.1835311908292567E-6
IGHA2	RBP4	0.2819825814443736	1.1835311908292567E-6
IL20RA	NRTN	0.1401866965550722	1.1835311908292567E-6
THRB	C1R	0.4360837325522571	6.052689173845494E-4
PLAUR	LIFR	0.33237861741489294	1.3609158244776154E-10
GDF15	CDCP1	0.2157634523183319	0.0
FBLN1	C7	0.31765469468128094	1.1835311908292567E-6
CXCL9	CXCL11	0.4679013104933894	0.0
CXCL9	CXCL10	0.5503239965395182	0.0
ITIH2	CLU	0.49094607606328544	0.0
SHBG	MBL2	0.31150458101905704	0.0283586604778856
AFM	SERPINF1	0.3651066469935004	0.0283586604778856
SERPINA1	ITIH4	0.4046820457779304	1.432542973134332E-9
HRG	ITIH4	0.37058271920668656	1.3609158244776154E-10
ARTN	IL24	0.1101614769595967	0.0
ARTN	IL20	0.11759678306634253	0.004285196681163228
THBD	CMA1	0.227387389021656	6.052689173845494E-4
GDF15	TIMELESS	0.3139261077640862	0.0
ARTN	IL13	0.10070700809744089	6.052689173845494E-4
CD40LG	SIRT2	0.8766029390154854	0.0
CMA1	IL16	0.21803997721888813	0.0283586604778856
VEGFA	CXCL16	0.2536790057027054	1.0023796854330413E-5
C1QB	C1S	0.5360203415161071	8.024779115700653E-5
C1QB	C1R	0.5640785401786329	0.0
PLG	CFI	0.4417015339410774	6.052689173845494E-4
CCL11	TGFA	0.2829718278818611	1.3248157415546302E-7
SERPINA3	C8A	0.44932441516572685	0.0
PLAUR	SLAMF1	0.29886298191575034	1.432542973134332E-11
RETN	VEGFA	0.31807409852510204	6.052689173845494E-4
SERPIND1	ERVMER34-1	0.471513023358091	0.004285196681163228
SERPINA3	CFH	0.4754394393805927	0.0283586604778856
PLAUR	TGFB1	0.2631463868750593	0.004285196681163228
ARTN	IL2RB	0.0998035710847395	8.024779115700653E-5
PDGFB	IL22RA1	0.11834682817835988	0.0283586604778856
IL17C	IL17A	0.21778789411638677	0.0
IL2	IL4	0.07944743254716216	8.024779115700653E-5
VTN	SELE	0.15120051453448002	1.432542973134332E-11
CCL25	FLT3LG	0.2501774391476703	8.024779115700653E-5
APOH	STOM	0.34715823306039956	1.4096222855641827E-8
ALB	APOH	0.4153364024177194	0.0
CPN2	A1BG	0.43250267728199915	1.0023796854330413E-5
LRG1	TTR	0.3253127602690908	1.3248157415546302E-7
SERPINA6	GC	0.41528001483244215	8.024779115700653E-5
TGFA	OSM	0.33737443340198453	0.0
VTN	CFI	0.49652788390649305	1.3248157415546302E-7
VTN	CFH	0.48907069768632594	0.0
IL16	CMA1	0.2208704747487135	0.0283586604778856
TNFSF10	CD5	0.2901646270716821	8.024779115700653E-5
PLG	CLU	0.4643856463668562	1.432542973134332E-9
U6	OLR1	0.2037652818752358	0.0
APOA2	ITIH1	0.3797218328331165	1.3609158244776154E-10
TNFSF10	CD6	0.27726216736867954	0.0
NRTN	IFNG	0.13414966150283908	8.024779115700653E-5
IL10	NTF3	0.2540405173570706	1.4096222855641827E-8
CLU	APOH	0.4836255726851319	0.0
ORM1	SERPINA3	0.49007924258645535	0.0
IL17A	IL20	0.17033114521308307	0.0
IL17A	IL24	0.14271441700906135	1.0023796854330413E-5
AZGP1	ITIH1	0.4022111184759243	0.0
NT-pro-BNP	DNER	0.16124874917050724	0.0283586604778856
SERPIND1	C5	0.4984865591073698	1.432542973134332E-11
NTF3	TGFA	0.26556764050712806	0.0
ADA	PLAUR	0.31429444882155766	0.0
CCL23	CXCL9	0.25361546403085633	0.0283586604778856
TSLP	IL2RB	0.10338762025435155	1.4096222855641827E-8
FN1	C7	0.3110189004565806	0.0283586604778856
PDGFB	IL2	0.13682707111425754	0.0
FGF23	KLK11	0.26964531587315976	1.432542973134332E-9
ABCF1	CD5L	0.2766803404450685	0.004285196681163228
FGG	CFH	0.44657100477893796	1.0023796854330413E-5
HBE1	APOL1	0.3039005634638472	1.0023796854330413E-5
PLG	C8A	0.41394406572665166	0.004285196681163228
ADM	NT-pro-BNP	0.224345316597636	1.0023796854330413E-5
APOA2	CPN2	0.3492652347958907	8.024779115700653E-5
CDCP1	BDNF	0.14889192698485612	6.052689173845494E-4
CXCL10	PLAUR	0.26111601093031594	1.3248157415546302E-7
KLKB1	C8A	0.4035038151679702	6.052689173845494E-4
PLAT	KITLG	0.16912772311534363	0.0
CCL7	CXCL9	0.2668456348446331	1.0023796854330413E-5
APOC3	SELENOP	0.34443057452653864	0.004285196681163228
CLEC3B	APOA1	0.3845550338650847	0.0
CLEC3B	APOA4	0.3355786285384625	6.052689173845494E-4
CLEC3B	APOA2	0.33188804238757325	8.024779115700653E-5
CCL3	PLAT	0.2580423347390449	8.024779115700653E-5
TNFRSF1B	IL18R1	0.23036247359960663	0.0
IGHA1	ABCF1	0.2879118938230244	0.0
APOC2	AFM	0.36962151683794336	0.0
PLAUR	IL10RB	0.3425156732880744	0.0
CLU	KLKB1	0.43334476440039793	1.0023796854330413E-5
SPON1	IL6R	0.2756527077395365	0.0283586604778856
HBE1	APOA4	0.30111625420398846	0.0
HGF	TNFRSF11B	0.35383298160329846	1.3609158244776154E-10
SERPINA3	AZGP1	0.3619375739279959	0.0283586604778856
SELPLG	OSM	0.15501568986970804	0.0
F13A1	FN1	0.310730643058314	6.052689173845494E-4
SIRT2	F2R	0.6456584383535329	0.0
GPX3	APOD	0.3004818413314017	0.0
HRG	IGHG4	0.2615152319957428	0.004285196681163228
SLC4A1	HBA1	0.2802955248929914	0.0283586604778856
IL10RA	IL17A	0.17720750273318034	0.004285196681163228
IL10RA	IL17C	0.15971651795883726	0.0
TNFRSF1B	TNFRSF11B	0.376615689337454	6.052689173845494E-4
MMP3	S100A12	0.1726211675609033	1.432542973134332E-11
TNFRSF1B	TNFRSF10B	0.530169620267085	0.0
CLU	PGLYRP2	0.4271612591027099	1.3609158244776154E-10
IL2RB	IL10RA	0.13107532985225936	0.0
PGLYRP2	C2	0.3905035605225969	8.024779115700653E-5
C7	APOC1	0.3180207417157434	0.004285196681163228
C2	PSPHP1	0.48825798632525874	0.0
IL10RB	FLT3LG	0.3056104224345119	0.0
IL18R1	SELE	0.14335830959926263	6.052689173845494E-4
GDF15	CXCL8	0.259209281605147	0.0
SERPINC1	ITIH4	0.4572718645861908	1.432542973134332E-11
CPN2	KNG1	0.4597556294162234	0.0
VTN	AFM	0.44672719630186497	0.0
CXCL6	CCL4	0.20825229768918938	0.0
FN1	FGA	0.4837635517242721	0.0
OSM	SELPLG	0.1553810072848335	0.0
IL6R	VEGFA	0.28624952488152244	0.0
IGHA1	IGHG1	0.317764068848323	1.432542973134332E-11
IGHA1	IGHG2	0.2863613614698868	6.052689173845494E-4
IGHA1	IGHG4	0.2920547540282258	8.024779115700653E-5
IL24	IL2RB	0.12684521857957692	0.0
IL16	S100A12	0.23821126637934298	0.0
IFNG	CXCL11	0.21664278036318893	1.4096222855641827E-8
IFNG	CXCL10	0.2113091531108099	0.0
IL1R1	OLR1	0.2536319147163599	0.004285196681163228
IGHA1	IGHA2	0.4444599809194443	0.0
CSF1	AGRP	0.19870732156237803	1.4096222855641827E-8
SERPIND1	PAPPA	0.1606114575736699	1.3609158244776154E-10
CD5	TGFA	0.37054186459124583	0.0
GC	CLU	0.4597573888599211	1.3248157415546302E-7
AGT	CPN2	0.4274263258185324	0.0283586604778856
TNFRSF1B	CXCL9	0.27937080259023606	0.0
SERPINC1	CP	0.430515466081897	0.0283586604778856
PRAP1	LRG1	0.2164510940164333	0.0
CLU	CPN2	0.4950056466406159	0.0
PAPPA	SERPIND1	0.16366888545470243	1.432542973134332E-9
C4BPA	ORM2	0.4524722087877051	0.0
NPPB	NT-pro-BNP	0.9461151914475294	0.0
AGT	SERPINF2	0.41632813983865524	8.024779115700653E-5
FGF19	CCL13	0.16805578214800898	0.004285196681163228
CTSD	CHI3L1	0.2615751289203869	0.0
FGF19	CCL25	0.1795253622981137	1.1835311908292567E-6
SERPINF1	CFI	0.3626605449741151	1.1835311908292567E-6
PLAUR	CDCP1	0.28039520789439043	0.0
C4BPA	KLKB1	0.4539438062885107	1.432542973134332E-11
IGHA1	FN1	0.30225648681624623	6.052689173845494E-4
KLK11	PRL	0.13453617312469068	1.4096222855641827E-8
APOA2	ABCF1	0.31891627949463736	0.004285196681163228
CD5L	ABCF1	0.2808231503949643	6.052689173845494E-4
IL1A	TNF	0.11302016403169031	8.024779115700653E-5
SERPINC1	GC	0.48542229951628924	0.0
TTR	ITIH4	0.42388200607470317	0.0
MB	MMP3	0.1745476765390623	0.0
CCL28	JCHAIN	0.15414199368523487	0.0
GH1	TNFRSF11B	0.14883541182248217	1.432542973134332E-9
SERPINC1	TF	0.3724798065565213	1.432542973134332E-9
TNFRSF1B	SPON1	0.3562387428274151	1.432542973134332E-9
FST	PLAT	0.2314340911081582	1.0023796854330413E-5
APOA1	GPX3	0.34982789320076696	0.004285196681163228
EGF	CD40	0.99559997577325	1.3248157415546302E-7
CD274	HBEGF	0.5772894105217939	0.0
STAMBP	EIF4EBP1	0.5900301363076764	0.0
CCL3	TNFRSF1B	0.38611143595369	0.0
NPPB	GH1	0.10643120184282463	0.004285196681163228
SERPINF2	APOC1	0.3173810943293444	0.0283586604778856
APOA1	PGLYRP2	0.3731348324386474	8.024779115700653E-5
CPN2	THRB	0.4432093706819878	0.004285196681163228
PLAUR	ADA	0.3156877824697477	0.0
IL10RA	IL2RB	0.12211586190261389	0.0
CD5L	APOE	0.2878529494057653	0.0283586604778856
CCL11	IL10	0.2900379342593587	8.024779115700653E-5
ORM2	ORM1	0.39973251933973325	0.0
CCL7	CDCP1	0.25116973530903464	0.0
APOD	GPX3	0.30133219669978206	0.0
TNFRSF1B	CCL3	0.3866766379382357	0.0
CXCL9	SLAMF1	0.2909521685208157	6.052689173845494E-4
BDNF	CCL11	0.14041415891982692	8.024779115700653E-5
IL10RA	LIF	0.16266150660793824	0.0
F2R	HBEGF	0.5914311099901539	0.0
CP	SHBG	0.33533049742252896	0.0
STOM	SLC4A1	0.2845734195609525	0.004285196681163228
TSLP	IL24	0.10061572979977655	0.0
IGHG1	SERPINA7	0.32052852996894904	0.0
PGF	KLK11	0.3086797117515209	1.432542973134332E-9
IGHG1	SERPINA3	0.31997217743941897	6.052689173845494E-4
TSLP	IL2	0.09603035974856779	6.052689173845494E-4
TNFRSF1A	MB	0.25163847727172683	0.0
TGFB1	CXCL5	0.4909374290564878	6.052689173845494E-4
CLU	AMBP	0.4953352004013551	1.3609158244776154E-10
CFB	MRS2	0.47319201668303335	1.432542973134332E-11
VTN	FCN3	0.40657777043202037	0.0
CXCL11	SLAMF1	0.2733311268386889	0.0
CMA1	THBD	0.22741648248313442	6.052689173845494E-4
STOM	ALB	0.30858569781420586	1.1835311908292567E-6
AGT	SERPINA6	0.41336742423823547	8.024779115700653E-5
CCL25	TNFRSF11B	0.17817702554864254	0.004285196681163228
SERPINF2	KLKB1	0.4341473514646374	0.0283586604778856
AZGP1	ORM1	0.37187754721560057	0.0283586604778856
C1R	C1S	0.7406619542256588	0.0
CTSL	IL27	0.3002135641986908	0.0
KLK11	PGF	0.31157125290689724	1.4096222855641827E-8
CLU	APOA4	0.3180503707232712	8.024779115700653E-5
ABCF1	ALB	0.30696315295763416	0.0
SERPINF1	C1R	0.3645721233566101	8.024779115700653E-5
GC	AGT	0.413358408525772	1.0023796854330413E-5
TGFA	NTF3	0.26739265218763586	0.0
SELE	HGF	0.21433769393193228	0.0
FGF5	IL7	0.2277795903948848	1.4096222855641827E-8
TNFRSF11B	CCL25	0.17958867778865897	0.004285196681163228
PRL	KLK11	0.13404569833281182	1.4096222855641827E-8
ERVMER34-1	AZGP1	0.37086583340375484	0.0
CXCL16	SPON1	0.2640327471420046	0.0
DKK1	CD274	0.7063839060374748	0.0
C7	GDF15	0.19634229838792092	0.0
IL17A	TGFA	0.23113903606194344	0.0
TF	AHSG	0.3335231485546574	0.0
SAA4	APOM	0.33240418610938344	0.0283586604778856
SAA4	APOD	0.3139874914755635	6.052689173845494E-4
TNFRSF1A	RETN	0.3409759137704362	0.0
C1R	CFB	0.4625733200016294	0.0
S100A12	OLR1	0.38940979393113245	0.0
OSM	CCL7	0.2335571399232708	1.1835311908292567E-6
C1R	CLU	0.44941687371871747	0.0
TNFRSF11B	PGF	0.36002783059765997	0.004285196681163228
CXCL9	FGF5	0.26163703991874265	0.0
ESM1	GH1	0.1539140579697529	0.0
SERPING1	RBP4	0.3444061388981601	0.0283586604778856
EGF	CASP8	0.6984110420727787	0.0
TNFRSF1A	IL16	0.3341301643197161	6.052689173845494E-4
MUC16	KLK11	0.14719064453282688	1.3248157415546302E-7
SERPINF1	AFM	0.36322779852510034	0.004285196681163228
AGRP	MMP7	0.19257078519748316	0.0283586604778856
NTF3	FLT3LG	0.24100103936257364	1.432542973134332E-11
TNFSF11	SHBG	0.11940008855747612	0.0283586604778856
PLAUR	CD6	0.3078829891347049	0.0
AFM	APOC2	0.36514113522144104	0.0
CCL4	CXCL6	0.2094540223679812	0.0
TNFRSF1B	SERPINF1	0.18443238227721093	0.004285196681163228
HGF	PLAT	0.2867012288595189	0.0
CX3CL1	BDNF	0.09300577800547767	6.052689173845494E-4
SERPINA3	MRS2	0.4392684135327963	1.3609158244776154E-10
LEP	GAL	0.1302450885986873	0.0
FLT3LG	CCL25	0.25567220458750217	8.024779115700653E-5
MMP12	CXCL9	0.23338906238529386	6.052689173845494E-4
CLEC3B	ALB	0.4434046349926735	0.0
APOA2	GPX3	0.30959321147960445	0.004285196681163228
CD5L	IGHG3	0.2913491473312131	1.3609158244776154E-10
CD5L	IGHG2	0.28472799522572956	1.432542973134332E-11
CFB	SERPINA3	0.4964392643234858	0.0283586604778856
CCL7	GDNF	0.25487218126110456	1.3609158244776154E-10
C1S	C1QC	0.5112093147630291	0.0
MMP7	CSTB	0.3592050368165659	0.0
C1S	C1QB	0.5351795801499961	6.052689173845494E-4
KITLG	GAL	0.12764997176030785	0.0
SLC4A1	LPA	0.2856858358895283	0.0
ADA	FLT3LG	0.28385656433795253	0.0
CCL20	CXCL8	0.2124662925331116	0.0
OLR1	PLAT	0.24028468026450348	0.004285196681163228
GH1	ESM1	0.1537492000496563	0.0
TNFRSF10B	FST	0.24904534115911087	1.3248157415546302E-7
THRB	C4BPA	0.5300703147185694	0.0
VEGFA	SPON1	0.3247666769751933	0.004285196681163228
C2	KNG1	0.44315713335262996	1.0023796854330413E-5
SAA4	Total-IGHG	0.30989105471038453	0.0283586604778856
IGHG2	APOD	0.269001863894933	1.3248157415546302E-7
APOC3	FCN3	0.3616855249803954	1.3248157415546302E-7
TNFRSF1A	PRAP1	0.5420100355679249	0.0
NTF3	IL10	0.25225110797194017	1.432542973134332E-9
SLAMF1	IL10RA	0.18820171329142749	0.0
SLAMF1	IL10RB	0.35174624692901496	0.0
PF4	HBA1	0.29196972789864645	8.024779115700653E-5
C4BPA	APOC3	0.39705056387708537	8.024779115700653E-5
TGFA	IL7	0.2640474182444852	1.3248157415546302E-7
TNFRSF9	CCL25	0.25880556711757124	0.004285196681163228
STOM	IGHA1	0.2772568099940234	8.024779115700653E-5
TNFRSF9	CCL23	0.30222238784568284	0.0
STOM	IGHA2	0.26988425206561145	1.0023796854330413E-5
TNFRSF9	CCL19	0.28859492472375986	0.0
MRS2	C2	0.4683302214683533	0.0
RBP4	FN1	0.29640851025362386	1.432542973134332E-11
C1QC	C1QB	0.5877820832641222	0.0
KLK6	MMP3	0.15423997556871263	0.0283586604778856
LIFR	LTA	0.2819914546053093	1.3248157415546302E-7
TNFSF12	ADA	0.32725078532744717	8.024779115700653E-5
IL2	TNF	0.14412929885580764	0.0
MMP3	REN	0.1890229793887432	0.0
IL22RA1	PDGFB	0.1114804637845965	6.052689173845494E-4
IL2	IL10RA	0.13780651094707805	6.052689173845494E-4
KITLG	GSN	0.1797227733370375	0.0
TSLP	LIF	0.097425618337494	0.004285196681163228
IL16	HGF	0.3093448122806216	1.432542973134332E-11
MMP7	GDF15	0.3760000302550674	0.0
SERPINC1	SERPING1	0.5046503969181091	0.0
CSTB	PECAM1	0.2969979576813084	0.0283586604778856
SERPINF1	SHBG	0.3162209740946753	0.0283586604778856
CD40	PECAM1	0.8394490406969083	0.0
AFM	VTN	0.44546285629582055	0.0
PTX3	GDF15	0.10479344772025184	8.024779115700653E-5
CCL13	ADA	0.2658368688567052	1.3248157415546302E-7
ITIH4	F13A1	0.38851868572743214	0.004285196681163228
FST	FGF19	0.1046774753153017	0.0283586604778856
ADM	DNER	0.17952228187122657	1.1835311908292567E-6
CCL8	CCL7	0.24975338939021277	0.0
GDNF	FGF21	0.16661596317683394	0.0283586604778856
CCL8	IL10RB	0.2737449699911433	1.1835311908292567E-6
CXCL11	CXCL6	0.24650126022395044	0.0
CXCL11	CXCL9	0.469279354713741	0.0
C7	FBLN1	0.31628554297009204	1.3609158244776154E-10
HGF	CTSD	0.2997019778279648	0.0
IGHA2	FBLN1	0.28895215059409207	8.024779115700653E-5
KITLG	CX3CL1	0.19457902845485214	0.0
TNFRSF10B	SPON1	0.341752878458585	8.024779115700653E-5
FGF23	CCL3	0.2703790981676815	6.052689173845494E-4
APOC3	KLKB1	0.3929671790910198	8.024779115700653E-5
APOM	SERPING1	0.334796149233249	6.052689173845494E-4
IL20	IFNG	0.18255803327108888	0.0
IL13	IL2RB	0.11453423416860566	0.004285196681163228
GAL	LEP	0.12956685152514485	0.0
TEK	GAL	0.11692196913150117	0.0
LIFR	TGFA	0.34838934664816373	0.0
FCN3	SHBG	0.3384922703360907	0.0
THBD	VEGFA	0.3746487672409985	8.024779115700653E-5
GC	ITIH4	0.5350599400519277	0.0
CLEC3B	CLU	0.41065646300034675	0.0
APOC3	SHBG	0.3066150592838581	0.0283586604778856
PSPHP1	C1S	0.4291829922316587	0.004285196681163228
NT-pro-BNP	GDF15	0.24165366549292658	0.0
Total-IGHG	SAA4	0.3154571043298231	0.0283586604778856
TIMELESS	GDF15	0.3139190781657297	0.0
ERVMER34-1	PSPHP1	0.47892186832270783	6.052689173845494E-4
THBD	KITLG	0.18317005157911606	1.432542973134332E-9
CCL28	CCL11	0.29832759400315245	0.0
ARTN	TSLP	0.09539981718411147	1.1835311908292567E-6
LIFR	SLAMF1	0.3174611933178593	0.0
FLT3LG	TNFSF12	0.27968165519755245	1.4096222855641827E-8
MRS2	SAA4	0.40359641177226313	1.432542973134332E-11
SPON1	CXCL16	0.2627184841343954	0.0
APOB	ITIH4	0.44571077960345473	0.0
IKBKG	TNFSF14	0.611900055678927	8.024779115700653E-5
ADA	CCL25	0.2492162605466674	1.0023796854330413E-5
IGHG3	Total-IGHG	0.3089495155587933	0.0
CCL28	CCL25	0.2693609564076417	6.052689173845494E-4
ADA	CCL13	0.2666114826562754	1.3248157415546302E-7
C2	MRS2	0.4707863985813531	0.0
SERPING1	GPX3	0.35371596386748344	8.024779115700653E-5
SERPINF1	APOH	0.3674109710747096	0.0
SERPINF1	APOD	0.2988570488125564	6.052689173845494E-4
HGF	CSTB	0.3840045958999908	0.0
APOM	APOD	0.3456484559282474	0.0
IL24	IL17A	0.1296945152359624	0.0283586604778856
EIF4EBP1	STAMBP	0.5896062754751791	0.0
SERPINA1	IGHA2	0.309085760293136	0.0283586604778856
CXCL10	CCL19	0.2688701533424686	0.0
PAPPA	SAA4	0.175567061516922	8.024779115700653E-5
FCN3	VTN	0.4057251461608821	0.0
DNER	FLT3LG	0.2720663427666867	1.3248157415546302E-7
U6	PF4	0.16640231309578588	1.432542973134332E-11
SERPINA3	IGHG1	0.31594523217211085	8.024779115700653E-5
SERPINA3	IGHG2	0.31277339050229436	1.3248157415546302E-7
CCL2	CCL4	0.2215711032312259	1.3609158244776154E-10
