mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-191-3p,NM_001278357,FRS2,102,118,1.0,-23.4,1,2.632151e-08,0.309,-0.0992081666667,0.579541625,-9.22142893728,15,16,15,5UTR,,0,0
hsa-miR-191-3p,NM_153748,KCNC2,88,128,1.0,-27.9,0,0.002360366,0.471,2.59133638529,2.15069957625,-11.088633896,20,40,12,5UTR,,0,0
hsa-miR-191-3p,NM_001260499,KCNC2,88,128,1.0,-27.9,0,0.002360366,0.471,2.59133638529,2.15069957625,-11.088633896,20,40,12,5UTR,,0,0
hsa-miR-191-3p,NM_001260498,KCNC2,88,128,1.0,-27.9,0,0.002360366,0.471,2.59133638529,2.15069957625,-11.088633896,20,40,12,5UTR,,0,0
hsa-miR-191-3p,NM_139136,KCNC2,88,128,1.0,-27.9,0,0.002360366,0.471,2.59133638529,2.15069957625,-11.088633896,20,40,12,5UTR,,0,0
hsa-miR-191-3p,NM_139137,KCNC2,88,128,1.0,-27.9,0,0.002360366,0.471,2.59133638529,2.15069957625,-11.088633896,20,40,12,5UTR,,0,0
hsa-miR-191-3p,NM_001260497,KCNC2,88,128,1.0,-27.9,0,0.002360366,0.471,2.59133638529,2.15069957625,-11.088633896,20,40,12,5UTR,,0,0
hsa-miR-191-3p,NM_001286547,CAPS2,159,180,1.0,-27.8,1,0.0008481449,0.353,0.12751444,-0.089985371,-12.2637987489,17,21,10,5UTR,,0,0
hsa-miR-191-3p,NM_032606,CAPS2,159,180,1.0,-27.8,1,0.0008481449,0.353,0.12751444,-0.089985371,-12.2637987489,17,21,10,5UTR,,0,0
hsa-miR-191-3p,NM_001244990,PPP1R12A,119,141,1.0,-23.6,0,0.009442547,0.353,3.064983,2.4249026,-15.4400706327,17,22,10,5UTR,,0,0
hsa-miR-191-3p,NM_001143885,PPP1R12A,119,141,1.0,-23.6,0,0.009442547,0.353,3.064983,2.4249026,-15.4400706327,17,22,10,5UTR,,0,0
hsa-miR-191-3p,NM_001220478,PPFIA2,10,31,1.0,-19.4,0,0.004916315,0.483,-0.342488172727,0.220585085,-9.84720017562,17,21,11,5UTR,,0,0
hsa-miR-191-3p,NM_001220477,PPFIA2,10,31,1.0,-19.4,0,0.004916315,0.483,-0.342488172727,0.220585085,-9.84720017562,17,21,11,5UTR,,0,0
hsa-miR-191-3p,NM_005447,RASSF9,94,128,1.0,-24.0,1,0.004665689,0.456,0.466357452632,0.81430470625,-4.17062352651,19,25,10,5UTR,,0,0
hsa-miR-191-3p,NM_004950,EPYC,14,38,1.0,-18.9,0,0.01817708,0.507,0.399074830769,0.576747006389,-9.84720017562,18,24,9,5UTR,,0,0
hsa-miR-191-3p,NM_001178097,C12orf74,243,264,1.0,-22.9,1,6.610835e-06,0.397,0.490326827273,0.13139514525,-10.3988469265,16,21,11,5UTR,,0,0
hsa-miR-191-3p,NM_001037671,C12orf74,243,264,1.0,-22.9,1,6.610835e-06,0.397,0.490326827273,0.13139514525,-10.3988469265,16,21,11,5UTR,,0,0
hsa-miR-191-3p,NM_003877,SOCS2,170,189,1.0,-23.1,1,0.0002827994,0.456,0.217109633333,0.7608380975,-16.0108138996,16,19,9,5UTR,,0,0
hsa-miR-191-3p,NM_001258338,NDUFA12,9,31,1.0,-25.3,0,1.947616e-06,0.317,0.0,0.0,-12.6300349599,19,22,13,5UTR,,0,0
hsa-miR-191-3p,NM_018838,NDUFA12,9,31,1.0,-25.3,0,1.947616e-06,0.317,0.0,0.0,-12.6300349599,19,22,13,5UTR,,0,0
hsa-miR-191-3p,NM_032147,USP44,76,95,1.0,-20.6,0,1.546163e-05,0.485,0.558133666667,1.4495184525,-13.5423121561,15,19,8,5UTR,,0,0
hsa-miR-191-3p,NM_021229,NTN4,4,24,1.0,-31.0,0,3.402609e-05,0.302,0.0,0.0,-9.18533651699,19,20,19,5UTR,,0,0
hsa-miR-191-3p,NM_001256644,LTA4H,29,48,1.0,-20.7,1,0.008689937,0.456,0.520212754545,-0.00470099634615,-13.2236214019,15,19,8,5UTR,,0,0
hsa-miR-191-3p,NM_001256643,LTA4H,29,48,1.0,-20.7,1,0.008689937,0.456,0.520212754545,-0.00470099634615,-13.2236214019,15,19,8,5UTR,,0,0
hsa-miR-191-3p,NM_001135175,NEDD1,144,167,1.0,-22.6,1,0.005957737,0.544,1.3379444,1.745508475,-12.9905723216,15,23,10,5UTR,,0,0
hsa-miR-191-3p,XM_005269005,DRAM1,419,438,1.0,-21.4,1,4.484655e-09,0.147,0.0,0.0,-10.3988469265,14,19,11,5UTR,,0,0
hsa-miR-191-3p,NM_003211,TDG,13,31,1.0,-21.8,1,0.001538034,0.367,-0.7655719125,-0.423619015,-13.6971789704,16,18,14,5UTR,,0,0
hsa-miR-191-3p,NM_001008394,EID3,158,191,1.0,-21.6,1,4.628886e-05,0.353,-0.32809651,-0.17062802875,-8.00485538994,17,20,13,5UTR,,0,0
hsa-miR-191-3p,NM_001020825,NR3C1,445,467,1.0,-22.8,1,1.114804e-06,0.338,2.75693025,1.89723902188,-12.2551227614,16,22,6,5UTR,,0,0
hsa-miR-191-3p,XM_017009397,NR3C1,28,49,1.0,-25.8,0,0.01400119,0.338,0.0,0.0,-13.2526174607,18,21,10,5UTR,,0,0
hsa-miR-191-3p,XM_005268423,NR3C1,183,204,1.0,-25.8,0,0.01160665,0.338,0.0,0.0,-13.2526174607,18,21,10,5UTR,,0,0
hsa-miR-191-3p,NM_181676,PPP2R2B,166,194,1.0,-24.4,1,0.0003330566,0.426,1.88108788235,1.59981224,-4.17062352651,21,28,10,5UTR,,0,0
hsa-miR-191-3p,NM_181674,PPP2R2B,166,194,1.0,-24.4,1,0.0003330566,0.426,1.88108788235,1.59981224,-4.17062352651,21,28,10,5UTR,,0,0
hsa-miR-191-3p,NM_001387,DPYSL3,74,98,1.0,-25.7,1,0.001699476,0.353,2.59546519143,1.548351692,-7.2843777558,19,24,8,5UTR,,0,0
hsa-miR-191-3p,NM_000112,SLC26A2,107,127,1.0,-24.2,0,1.818716e-06,0.324,0.0984040076923,-0.7314964825,-6.96959672116,16,20,13,5UTR,,0,0
hsa-miR-191-3p,NM_014228,SLC6A7,216,238,1.0,-26.3,1,5.392842e-06,0.309,0.29139458,0.382214727,-8.58768747969,15,22,10,5UTR,,0,0
hsa-miR-191-3p,NM_001012301,ARSI,172,196,1.0,-26.0,0,0.003388097,0.426,-0.344165516667,0.00465141,-9.04108690815,18,24,9,5UTR,,0,0
hsa-miR-191-3p,NM_001145805,IRGM,935,958,1.0,-20.9,1,0.007759291,0.559,-0.250252157143,0.07532485875,-12.4794327754,14,23,7,5UTR,,0,0
hsa-miR-191-3p,NM_001317995,FAM114A2,12,32,1.0,-19.6,0,0.0003435315,0.328,-0.288402266667,0.67475301625,-8.95300237814,14,20,11,5UTR,,0,0
hsa-miR-191-3p,NM_001317994,FAM114A2,109,132,1.0,-32.1,0,4.138419e-05,0.294,0.489292352941,0.36489125625,-5.69428359855,20,23,12,5UTR,,0,0
hsa-miR-191-3p,XM_017010048,CNOT8,27,47,1.0,-23.8,0,1.233018e-06,0.294,0.0,0.0,-5.92733267885,17,20,13,5UTR,,0,0
hsa-miR-191-3p,NM_000337,SGCD,305,364,1.0,-27.3,1,1.7887e-05,0.368,1.89721919091,4.1623940125,-6.9077940081,16,22,11,5UTR,,0,0
hsa-miR-191-3p,NM_001128209,SGCD,305,364,1.0,-27.3,1,1.7887e-05,0.368,1.89721919091,4.1623940125,-6.9077940081,16,22,11,5UTR,,0,0
hsa-miR-191-3p,NM_172244,SGCD,305,364,1.0,-27.3,1,1.7887e-05,0.368,1.89721919091,4.1623940125,-6.9077940081,16,22,11,5UTR,,0,0
hsa-miR-191-3p,XM_017009201,EBF1,4015,4036,1.0,-24.7,0,7.505025e-05,0.574,0.0,0.0,-9.90581415113,18,21,10,5UTR,,0,0
hsa-miR-191-3p,XM_017009201,EBF1,6228,6255,1.0,-22.9,1,0.02481291,0.574,0.0,0.0,-4.95700071937,19,27,10,5UTR,,0,0
hsa-miR-191-3p,NM_001278340,KCNIP1,671,693,1.0,-23.9,1,0.04321604,0.441,0.642449090909,0.3308884475,-11.2306303685,17,22,11,5UTR,,0,0
hsa-miR-191-3p,NM_006261,PROP1,10,41,1.0,-23.0,1,0.1278517,0.426,-0.0116156210526,0.152947454773,-7.2843777558,20,31,9,5UTR,,0,0
hsa-miR-191-3p,NM_001178089,ZNF454,102,122,1.0,-22.8,0,7.889981e-07,0.309,0.0450296833333,0.001977965,-13.5493854608,17,20,9,5UTR,,0,0
hsa-miR-191-3p,NM_182594,ZNF454,102,122,1.0,-22.8,0,7.889981e-07,0.309,0.0450296833333,0.001977965,-13.5493854608,17,20,9,5UTR,,0,0
hsa-miR-191-3p,NM_001040451,RUFY1,12,40,1.0,-26.4,0,7.924912e-06,0.412,0.246357666667,0.016197653125,-8.82806429067,18,21,12,5UTR,,0,0
hsa-miR-191-3p,NM_001040452,RUFY1,12,40,1.0,-26.4,0,7.924912e-06,0.412,0.246357666667,0.016197653125,-8.82806429067,18,21,12,5UTR,,0,0
hsa-miR-191-3p,NM_002020,FLT4,51,72,1.0,-28.8,1,1.140151e-05,0.176,-0.508231571429,-0.030996675,-10.8871432976,17,21,7,5UTR,,0,0
hsa-miR-191-3p,NM_033549,TRIM41,434,467,1.0,-26.3,0,0.0001137039,0.412,0.958942148148,0.62141641625,-8.87055548235,19,33,10,5UTR,,0,0
hsa-miR-191-3p,NM_201627,TRIM41,434,467,1.0,-26.3,0,0.0001137039,0.412,0.958942148148,0.62141641625,-8.87055548235,19,33,10,5UTR,,0,0
hsa-miR-191-3p,NM_001040274,SYCP2L,208,254,1.0,-24.0,1,7.408364e-06,0.324,-0.800804,-0.80658749,-10.594024168,16,20,12,5UTR,,0,0
hsa-miR-191-3p,NM_002114,HIVEP1,59,78,1.0,-24.1,1,0.0001649075,0.426,1.72152944444,1.11795487175,-7.87538419488,16,19,8,5UTR,,0,0
hsa-miR-191-3p,NM_001318809,TBC1D7-LOC100130357,98,118,1.0,-23.2,1,1.298939e-08,0.382,0.182770428571,-0.0472188125,-5.76291300428,17,20,11,5UTR,,0,0
hsa-miR-191-3p,NM_001318806,TBC1D7,78,118,1.0,-23.5,1,1.298939e-08,0.382,0.174855,0.0448150425,-5.76291300428,17,21,11,5UTR,,0,0
hsa-miR-191-3p,NM_033121,ANKRD13A,27,64,1.0,-28.3,1,1.068055e-09,0.132,0.767536283333,1.17937830694,-8.00485538994,20,23,16,5UTR,,0,0
hsa-miR-191-3p,NM_001286535,RAD9B,44,75,1.0,-22.6,1,0.0001290292,0.382,-0.06220222,-0.140844528897,-3.79332483736,18,31,9,5UTR,,0,0
hsa-miR-191-3p,NM_152442,RAD9B,44,75,1.0,-22.6,1,0.0001290292,0.382,-0.06220222,-0.140844528897,-3.79332483736,18,31,9,5UTR,,0,0
hsa-miR-191-3p,NM_001286536,RAD9B,44,75,1.0,-22.6,1,0.0001290292,0.382,-0.06220222,-0.140844528897,-3.79332483736,18,31,9,5UTR,,0,0
hsa-miR-191-3p,NM_001286532,RAD9B,44,75,1.0,-22.6,1,0.0001290292,0.382,-0.06220222,-0.140844528897,-3.79332483736,18,31,9,5UTR,,0,0
hsa-miR-191-3p,NM_001286531,RAD9B,44,75,1.0,-22.6,1,0.0001290292,0.382,-0.06220222,-0.140844528897,-3.79332483736,18,31,9,5UTR,,0,0
hsa-miR-191-3p,NM_001256413,HVCN1,86,108,1.0,-22.6,1,0.002242649,0.368,0.136512090909,0.53311487875,-7.14012814695,18,22,9,5UTR,,0,0
hsa-miR-191-3p,NM_173542,PLBD2,7,25,1.0,-23.4,1,4.798553e-08,0.333,0.0958706666667,0.8026704,-11.6413533949,14,18,9,5UTR,,0,0
hsa-miR-191-3p,NM_001159727,PLBD2,7,25,1.0,-23.4,1,4.798553e-08,0.333,0.0958706666667,0.8026704,-11.6413533949,14,18,9,5UTR,,0,0
hsa-miR-191-3p,NM_003806,HRK,80,99,1.0,-30.4,1,5.631504e-08,0.191,0.4949957,2.242172837,-9.28609867714,17,19,10,5UTR,,0,0
hsa-miR-191-3p,NM_001002,RPLP0,7,23,1.0,-22.0,1,2.11649e-08,0.385,1.832176725,-0.04389953,-14.554018888,14,16,8,5UTR,,0,0
hsa-miR-191-3p,NM_053275,RPLP0,7,23,1.0,-22.0,1,2.11649e-08,0.385,1.832176725,-0.04389953,-14.554018888,14,16,8,5UTR,,0,0
hsa-miR-191-3p,NM_000928,PLA2G1B,35,57,1.0,-21.8,1,0.001549486,0.426,-0.483479127273,0.1428403245,-7.30759903363,17,22,7,5UTR,,0,0
hsa-miR-191-3p,NM_153500,CAMKK2,138,159,1.0,-27.1,1,8.619862e-06,0.485,3.32387363636,2.53238184625,-7.5174268361,18,21,14,5UTR,,0,0
hsa-miR-191-3p,NM_153500,CAMKK2,6,27,1.0,-26.0,1,1.106304e-08,0.321,2.81582833333,1.95976485286,-14.23307879,15,21,9,5UTR,,0,0
hsa-miR-191-3p,NM_172216,CAMKK2,138,159,1.0,-27.1,1,8.619862e-06,0.485,3.32387363636,2.53238184625,-7.5174268361,18,21,14,5UTR,,0,0
hsa-miR-191-3p,NM_172216,CAMKK2,6,27,1.0,-26.0,1,1.106304e-08,0.321,2.81582833333,1.95976485286,-14.23307879,15,21,9,5UTR,,0,0
hsa-miR-191-3p,NM_153499,CAMKK2,138,159,1.0,-27.1,1,8.619862e-06,0.485,3.32387363636,2.53238184625,-7.5174268361,18,21,14,5UTR,,0,0
hsa-miR-191-3p,NM_153499,CAMKK2,6,27,1.0,-26.0,1,1.106304e-08,0.321,2.81582833333,1.95976485286,-14.23307879,15,21,9,5UTR,,0,0
hsa-miR-191-3p,NM_006549,CAMKK2,138,159,1.0,-27.1,1,8.619862e-06,0.485,3.32387363636,2.53238184625,-7.5174268361,18,21,14,5UTR,,0,0
hsa-miR-191-3p,NM_006549,CAMKK2,6,27,1.0,-26.0,1,1.106304e-08,0.321,2.81582833333,1.95976485286,-14.23307879,15,21,9,5UTR,,0,0
hsa-miR-191-3p,NM_172215,CAMKK2,138,159,1.0,-27.1,1,8.619862e-06,0.485,-0.0346695272727,-0.24484688875,-7.5174268361,18,21,14,5UTR,,0,0
hsa-miR-191-3p,NM_172214,CAMKK2,138,159,1.0,-27.1,1,8.619862e-06,0.485,-0.0346695272727,-0.24484688875,-7.5174268361,18,21,14,5UTR,,0,0
hsa-miR-191-3p,XM_017019423,ANAPC5,937,976,1.0,-22.5,0,1.667584e-05,0.515,0.0,0.0,-6.96959672116,20,39,9,5UTR,,0,0
hsa-miR-191-3p,NM_001005366,KDM2B,106,159,1.0,-25.4,1,0.0002284063,0.382,3.3987130625,2.43928938537,-5.22670505887,19,28,9,5UTR,,0,0
hsa-miR-191-3p,NM_201435,CCDC62,143,194,1.0,-24.4,0,1.35972e-05,0.441,1.05378395122,1.40904058625,-14.4586584834,18,51,10,5UTR,,0,0
hsa-miR-191-3p,NM_203444,ABCB9,103,139,1.0,-24.4,1,1.244128e-05,0.324,0.301283142857,-0.09562621,-8.07654793346,16,21,12,5UTR,,0,0
hsa-miR-191-3p,NM_024623,OGFOD2,384,432,1.0,-30.3,1,7.231474e-05,0.382,-0.0285005,0.2705622995,-7.30759903363,17,20,10,5UTR,,0,0
hsa-miR-191-3p,NM_001304835,OGFOD2,384,432,1.0,-30.3,1,7.233446e-05,0.382,-0.0285005,0.2705622995,-7.30759903363,17,20,10,5UTR,,0,0
hsa-miR-191-3p,NM_001304834,OGFOD2,384,432,1.0,-30.3,1,7.233446e-05,0.382,-0.0285005,0.2705622995,-7.30759903363,17,20,10,5UTR,,0,0
hsa-miR-191-3p,NM_001304836,OGFOD2,384,432,1.0,-30.3,1,7.233446e-05,0.382,-0.0285005,0.2705622995,-7.30759903363,17,20,10,5UTR,,0,0
hsa-miR-191-3p,NM_001304838,OGFOD2,384,432,1.0,-30.3,1,7.233446e-05,0.382,-0.0285005,0.2705622995,-7.30759903363,17,20,10,5UTR,,0,0
hsa-miR-191-3p,NM_004642,CDK2AP1,93,110,1.0,-27.5,1,5.065141e-12,0.118,2.4858466,3.7497699925,-10.0215482374,16,17,16,5UTR,,0,0
hsa-miR-191-3p,NM_152437,ZNF664,574,595,1.0,-25.3,0,6.72935e-05,0.456,-0.7431168,-0.1854223075,-13.7170498598,18,21,14,5UTR,,0,0
hsa-miR-191-3p,NM_001204298,ZNF664,522,543,1.0,-25.3,0,6.72935e-05,0.456,-0.7431168,-0.1854223075,-13.7170498598,18,21,14,5UTR,,0,0
hsa-miR-191-3p,XM_017019772,RAN,20,32,1.0,-21.6,1,0.003957775,0.23,0.0,0.0,-10.3988469265,11,12,11,5UTR,,0,0
hsa-miR-191-3p,NM_001261411,SFSWAP,91,107,1.0,-23.6,1,8.729386e-05,0.324,1.26214985714,1.40438565,-11.4315255924,15,16,15,5UTR,,0,0
hsa-miR-191-3p,NM_004592,SFSWAP,91,107,1.0,-23.6,1,8.729386e-05,0.324,1.26214985714,1.40438565,-11.4315255924,15,16,15,5UTR,,0,0
hsa-miR-191-3p,XM_011538769,PUS1,184,204,1.0,-27.1,0,0.0006630628,0.279,0.0,0.0,-7.43082268517,18,20,13,5UTR,,0,0
hsa-miR-191-3p,NM_017520,MPHOSPH8,16,36,1.0,-23.4,1,0.0002873464,0.323,-0.20505908,-0.199554277083,-7.37317722726,16,20,10,5UTR,,0,0
hsa-miR-191-3p,NM_005977,RNF6,341,379,1.0,-25.5,1,9.967036e-05,0.485,1.78829345833,0.95214397,-7.2843777558,21,38,8,5UTR,,0,0
hsa-miR-191-3p,NM_183044,RNF6,15,39,1.0,-26.3,1,1.454013e-05,0.412,2.68451922222,0.962756615921,-6.81930266252,18,24,6,5UTR,,0,0
hsa-miR-191-3p,NM_002019,FLT1,88,105,1.0,-24.9,1,1.138914e-06,0.191,1.94315654545,2.22061653375,-10.3988469265,16,17,16,5UTR,,0,0
hsa-miR-191-3p,NM_001160030,FLT1,181,203,1.0,-24.4,1,1.220648e-06,0.191,-0.023332875,0.0226212625,-9.59801268498,19,22,12,5UTR,,0,0
hsa-miR-191-3p,NM_001159920,FLT1,88,105,1.0,-24.9,1,1.138914e-06,0.191,0.459458765455,2.04483236,-10.3988469265,16,17,16,5UTR,,0,0
hsa-miR-191-3p,NM_001160031,FLT1,88,105,1.0,-24.9,1,1.138914e-06,0.191,0.528753145455,1.76850302337,-10.3988469265,16,17,16,5UTR,,0,0
hsa-miR-191-3p,NM_001160031,FLT1,181,203,1.0,-24.4,1,1.220648e-06,0.191,1.510731625,2.2003685225,-9.59801268498,19,22,12,5UTR,,0,0
hsa-miR-191-3p,NM_000059,BRCA2,115,142,1.0,-25.1,1,5.429163e-05,0.471,-0.10234766,-0.2069697925,-4.17062352651,21,27,13,5UTR,,0,0
hsa-miR-191-3p,NM_181558,RFC3,71,89,1.0,-22.6,1,0.03226125,0.309,0.0485972181818,1.47464999375,-6.9077940081,16,18,11,5UTR,,0,0
hsa-miR-191-3p,NM_002915,RFC3,71,89,1.0,-22.6,1,0.03226125,0.309,0.0485972181818,1.47464999375,-6.9077940081,16,18,11,5UTR,,0,0
hsa-miR-191-3p,NM_001142295,SPART,182,232,1.0,-23.6,0,0.003286248,0.574,-0.0806973604651,-0.08423154375,-11.088633896,20,50,9,5UTR,,0,0
hsa-miR-191-3p,XM_011535294,CCNA1,1171,1196,1.0,-27.6,1,1.994666e-08,0.221,0.0,0.0,-10.1091522312,18,20,18,5UTR,,0,0
hsa-miR-191-3p,NM_001145079,COG6,79,98,1.0,-29.2,1,1.024589e-05,0.265,-0.6146425,0.324251655,-11.8969088116,18,19,18,5UTR,,0,0
hsa-miR-191-3p,NM_020751,COG6,79,98,1.0,-29.2,1,1.024589e-05,0.265,-0.6146425,0.324251655,-11.8969088116,18,19,18,5UTR,,0,0
hsa-miR-191-3p,NM_004128,GTF2F2,148,175,1.0,-21.3,1,3.108882e-06,0.324,2.1180417,1.249640495,-10.2545973177,13,21,10,5UTR,,0,0
hsa-miR-191-3p,NM_001286764,RUBCNL,307,328,1.0,-28.6,1,4.996434e-06,0.235,0.006357,-0.20078072875,-9.43034828598,17,21,7,5UTR,,0,0
hsa-miR-191-3p,NM_001286765,RUBCNL,307,328,1.0,-28.6,1,4.270583e-06,0.235,0.006357,-0.20078072875,-9.43034828598,17,21,7,5UTR,,0,0
hsa-miR-191-3p,NM_001286763,RUBCNL,307,328,1.0,-28.6,1,4.270583e-06,0.235,0.006357,-0.20078072875,-9.43034828598,17,21,7,5UTR,,0,0
hsa-miR-191-3p,NM_025113,RUBCNL,307,328,1.0,-28.6,1,4.270583e-06,0.235,0.006357,-0.20078072875,-9.43034828598,17,21,7,5UTR,,0,0
hsa-miR-191-3p,NM_001165947,HTR2A,52,72,1.0,-20.0,1,0.00125538,0.485,0.408123666667,1.2683234825,-4.99396410445,15,20,7,5UTR,,0,0
hsa-miR-191-3p,NM_000621,HTR2A,52,72,1.0,-20.0,1,0.00125538,0.485,0.408123666667,1.2683234825,-4.99396410445,15,20,7,5UTR,,0,0
hsa-miR-191-3p,NM_030925,CAB39L,92,115,1.0,-20.6,0,0.01153578,0.574,0.976696909091,0.4363875625,-5.83853320739,18,23,11,5UTR,,0,0
hsa-miR-191-3p,NM_199464,KCNRG,179,208,1.0,-21.7,1,0.0001448653,0.588,0.154097461538,0.59871061875,-6.08354497639,17,23,9,5UTR,,0,0
hsa-miR-191-3p,NM_173605,KCNRG,168,208,1.0,-21.7,1,0.0001448653,0.588,0.221680484615,0.34721627125,-6.08354497639,17,23,9,5UTR,,0,0
hsa-miR-191-3p,XM_011535041,INTS6,239,259,1.0,-27.0,0,6.568487e-06,0.324,0.0,0.0,-12.1980888781,17,20,11,5UTR,,0,0
hsa-miR-191-3p,NM_001039938,INTS6,45,65,1.0,-27.0,0,8.485764e-06,0.324,-0.405703411111,0.249813440821,-12.1980888781,17,20,11,5UTR,,0,0
hsa-miR-191-3p,XM_011544410,LETM2,116,139,1.0,-21.1,1,0.0001434165,0.412,0.0,0.0,-10.3988469265,15,23,11,5UTR,,0,0
hsa-miR-191-3p,NM_003012,SFRP1,157,177,1.0,-25.8,1,2.405127e-06,0.176,2.0236085,1.3086633725,-9.43034828598,18,20,13,5UTR,,0,0
hsa-miR-191-3p,XM_017013863,KAT6A,287,307,1.0,-22.3,1,0.001146317,0.603,0.0,0.0,-9.59801268498,17,20,7,5UTR,,0,0
hsa-miR-191-3p,XM_017013864,KAT6A,242,262,1.0,-22.3,1,0.001146317,0.603,0.0,0.0,-9.59801268498,17,20,7,5UTR,,0,0
hsa-miR-191-3p,NM_001305878,KAT6A,193,213,1.0,-22.3,1,0.001146317,0.603,1.69282685714,0.1932398425,-9.59801268498,17,20,7,5UTR,,0,0
hsa-miR-191-3p,NM_199003,THAP1,128,173,1.0,-29.9,1,0.0006449576,0.441,1.00516045455,0.89456405875,-10.3988469265,15,23,11,5UTR,,0,0
hsa-miR-191-3p,NM_018105,THAP1,128,173,1.0,-29.9,1,0.0006449576,0.441,1.00516045455,0.89456405875,-10.3988469265,15,23,11,5UTR,,0,0
hsa-miR-191-3p,NM_005914,MCM4,293,320,1.0,-23.7,0,0.01891367,0.412,1.8505499,2.00649010462,-9.95757038221,20,27,10,5UTR,,0,0
hsa-miR-191-3p,NM_182746,MCM4,293,320,1.0,-23.7,0,0.01891367,0.412,3.0921262185,2.518338086,-9.95757038221,20,27,10,5UTR,,0,0
hsa-miR-191-3p,NM_006756,TCEA1,325,397,1.0,-25.1,1,0.005301335,0.544,-0.148801919048,0.11692366625,-3.9375744462,22,65,9,5UTR,,0,0
hsa-miR-191-3p,NM_006269,RP1,118,139,1.0,-21.7,1,0.001580988,0.618,1.10971483077,1.35222034875,-6.81899453664,18,21,7,5UTR,,0,0
hsa-miR-191-3p,NM_001011667,CHCHD7,228,260,1.0,-24.1,0,0.002911539,0.574,0.566838852258,0.435558605875,-6.51454019368,19,32,8,5UTR,,0,0
hsa-miR-191-3p,NM_001011668,CHCHD7,228,260,1.0,-24.1,0,0.002911539,0.574,0.566838852258,0.435558605875,-6.51454019368,19,32,8,5UTR,,0,0
hsa-miR-191-3p,NM_001011669,CHCHD7,228,260,1.0,-24.1,0,0.002911539,0.574,0.566838852258,0.435558605875,-6.51454019368,19,32,8,5UTR,,0,0
hsa-miR-191-3p,NM_001317858,CHCHD7,228,260,1.0,-24.1,0,0.002911539,0.574,0.566838852258,0.435558605875,-6.51454019368,19,32,8,5UTR,,0,0
hsa-miR-191-3p,NM_024300,CHCHD7,228,260,1.0,-24.1,0,0.002911539,0.574,0.566838852258,0.435558605875,-6.51454019368,19,32,8,5UTR,,0,0
hsa-miR-191-3p,NM_147189,FAM110B,266,283,1.0,-21.2,0,0.0005796167,0.544,-0.110128683333,0.13080381,-9.20755830034,15,17,10,5UTR,,0,0
hsa-miR-191-3p,NM_002603,PDE7A,24,41,1.0,-22.3,0,5.830494e-06,0.426,0.281653056364,0.0937646370357,-5.83853320739,16,17,16,5UTR,,0,0
hsa-miR-191-3p,NM_001193502,TCF24,155,183,1.0,-27.5,1,8.014864e-06,0.25,0.469567885714,0.50202320125,-6.25120937538,19,23,10,5UTR,,0,0
hsa-miR-191-3p,XM_017013212,EYA1,213,239,1.0,-24.7,1,1.645422e-05,0.412,0.0,0.0,-8.57350836846,19,26,9,5UTR,,0,0
hsa-miR-191-3p,NM_007332,TRPA1,163,188,1.0,-28.3,1,0.001301442,0.368,-0.221383,0.29369118625,-5.18008091453,20,25,11,5UTR,,0,0
hsa-miR-191-3p,NM_001204863,ELOC,177,195,1.0,-21.0,1,1.311594e-05,0.338,0.345700875,0.0659654375,-12.7124818557,16,18,11,5UTR,,0,0
hsa-miR-191-3p,NM_005648,ELOC,177,195,1.0,-21.0,1,1.284861e-05,0.368,0.345700875,0.0659654375,-12.7124818557,16,18,11,5UTR,,0,0
hsa-miR-191-3p,NM_001204862,ELOC,16,37,1.0,-25.1,0,0.002557891,0.439,0.2350364,0.125396229167,-9.66597274949,15,21,5,5UTR,,0,0
hsa-miR-191-3p,NM_001204861,ELOC,16,37,1.0,-25.1,0,0.003120755,0.439,0.2350364,0.125396229167,-9.66597274949,15,21,5,5UTR,,0,0
hsa-miR-191-3p,NM_001199888,IL7,215,247,1.0,-20.5,0,2.826822e-06,0.412,0.38992228,0.74158203,-7.32045247858,15,21,12,5UTR,,0,0
hsa-miR-191-3p,NM_001199886,IL7,215,247,1.0,-20.5,0,2.826822e-06,0.412,0.38992228,0.74158203,-7.32045247858,15,21,12,5UTR,,0,0
hsa-miR-191-3p,NM_001199887,IL7,215,247,1.0,-20.5,0,2.826822e-06,0.412,0.38992228,0.74158203,-7.32045247858,15,21,12,5UTR,,0,0
hsa-miR-191-3p,NM_000880,IL7,215,247,1.0,-20.5,0,2.826822e-06,0.412,0.38992228,0.74158203,-7.32045247858,15,21,12,5UTR,,0,0
hsa-miR-191-3p,NM_001144879,IMPA1,7,63,1.0,-20.8,1,2.234045e-05,0.382,-0.863790454,-0.059110229625,-10.1091522312,17,20,14,5UTR,,0,0
hsa-miR-191-3p,NM_005536,IMPA1,7,63,1.0,-20.8,1,2.234045e-05,0.382,-0.863790454,-0.059110229625,-10.1091522312,17,20,14,5UTR,,0,0
hsa-miR-191-3p,NM_001144878,IMPA1,7,63,1.0,-20.8,1,1.163251e-05,0.382,-0.863790454,-0.059110229625,-10.1091522312,17,20,14,5UTR,,0,0
hsa-miR-191-3p,NM_022351,NECAB1,17,38,1.0,-29.9,1,0.0008379779,0.209,-0.20644724,0.253077424853,-9.28609867714,17,21,10,5UTR,,0,0
